method,eta,fold_id,held_position,seed,stage,epoch,optimizer_step,group_position,group_loss,q_weight
groupdro,0.1,S1,P1,44,outer_refit,1,17,P3,1.916709065437317,0.5018670412547901
groupdro,0.1,S1,P1,44,outer_refit,1,18,P2,1.9137331247329712,0.4981078685245614
groupdro,0.1,S1,P1,44,outer_refit,1,18,P3,1.9147367477416992,0.5018921314754385
groupdro,0.1,S1,P1,44,outer_refit,1,19,P2,1.9160621166229248,0.49816865249848985
groupdro,0.1,S1,P1,44,outer_refit,1,19,P3,1.913630723953247,0.5018313475015101
groupdro,0.1,S1,P1,44,outer_refit,1,20,P2,1.91567063331604,0.4979536588006604
groupdro,0.1,S1,P1,44,outer_refit,1,20,P3,1.924270510673523,0.5020463411993396
groupdro,0.1,S1,P1,44,outer_refit,1,21,P2,1.9151686429977417,0.49800150564639695
groupdro,0.1,S1,P1,44,outer_refit,1,21,P3,1.913254737854004,0.5019984943536031
groupdro,0.1,S1,P1,44,outer_refit,1,22,P2,1.908546805381775,0.49799904103375914
groupdro,0.1,S1,P1,44,outer_refit,1,22,P3,1.9086453914642334,0.502000958966241
groupdro,0.1,S1,P1,44,outer_refit,1,23,P2,1.900399088859558,0.49805139395678033
groupdro,0.1,S1,P1,44,outer_refit,1,23,P3,1.8983049392700195,0.5019486060432196
groupdro,0.1,S1,P1,44,outer_refit,1,24,P2,1.8976868391036987,0.49792163078971063
groupdro,0.1,S1,P1,44,outer_refit,1,24,P3,1.9028774499893188,0.5020783692102894
groupdro,0.1,S1,P1,44,outer_refit,2,0,P2,1.8949837684631348,0.49785899338376
groupdro,0.1,S1,P1,44,outer_refit,2,0,P3,1.897489309310913,0.5021410066162401
groupdro,0.1,S1,P1,44,outer_refit,2,1,P2,1.8951258659362793,0.4979380426473062
groupdro,0.1,S1,P1,44,outer_refit,2,1,P3,1.8919638395309448,0.5020619573526938
groupdro,0.1,S1,P1,44,outer_refit,2,2,P2,1.8841941356658936,0.49781204964530534
groupdro,0.1,S1,P1,44,outer_refit,2,2,P3,1.889233946800232,0.5021879503546947
groupdro,0.1,S1,P1,44,outer_refit,2,3,P2,1.8924779891967773,0.4981110454067086
groupdro,0.1,S1,P1,44,outer_refit,2,3,P3,1.8805179595947266,0.5018889545932914
groupdro,0.1,S1,P1,44,outer_refit,2,4,P2,1.8742843866348267,0.4979298560891282
groupdro,0.1,S1,P1,44,outer_refit,2,4,P3,1.881532073020935,0.5020701439108718
groupdro,0.1,S1,P1,44,outer_refit,2,5,P2,1.8720394372940063,0.4979645334869113
groupdro,0.1,S1,P1,44,outer_refit,2,5,P3,1.8706523180007935,0.5020354665130887
groupdro,0.1,S1,P1,44,outer_refit,2,6,P2,1.8621078729629517,0.4980292064686089
groupdro,0.1,S1,P1,44,outer_refit,2,6,P3,1.8595209121704102,0.5019707935313912
groupdro,0.1,S1,P1,44,outer_refit,2,7,P2,1.8586540222167969,0.4977186957354074
groupdro,0.1,S1,P1,44,outer_refit,2,7,P3,1.8710746765136719,0.5022813042645927
groupdro,0.1,S1,P1,44,outer_refit,2,8,P2,1.846489667892456,0.49744487840916846
groupdro,0.1,S1,P1,44,outer_refit,2,8,P3,1.8574426174163818,0.5025551215908316
groupdro,0.1,S1,P1,44,outer_refit,2,9,P2,1.8543972969055176,0.49737362892987236
groupdro,0.1,S1,P1,44,outer_refit,2,9,P3,1.8572473526000977,0.5026263710701276
groupdro,0.1,S1,P1,44,outer_refit,2,10,P2,1.8389816284179688,0.4971139155487619
groupdro,0.1,S1,P1,44,outer_refit,2,10,P3,1.8493704795837402,0.5028860844512381
groupdro,0.1,S1,P1,44,outer_refit,2,11,P2,1.8365864753723145,0.49717493083332553
groupdro,0.1,S1,P1,44,outer_refit,2,11,P3,1.8341457843780518,0.5028250691666745
groupdro,0.1,S1,P1,44,outer_refit,2,12,P2,1.8378307819366455,0.49744260157125136
groupdro,0.1,S1,P1,44,outer_refit,2,12,P3,1.8271236419677734,0.5025573984287487
groupdro,0.1,S1,P1,44,outer_refit,2,13,P2,1.8183465003967285,0.4971690331424026
groupdro,0.1,S1,P1,44,outer_refit,2,13,P3,1.8292895555496216,0.5028309668575974
groupdro,0.1,S1,P1,44,outer_refit,2,14,P2,1.813686728477478,0.4974604228970422
groupdro,0.1,S1,P1,44,outer_refit,2,14,P3,1.8020308017730713,0.5025395771029578
groupdro,0.1,S1,P1,44,outer_refit,2,15,P2,1.8016114234924316,0.4978637676284611
groupdro,0.1,S1,P1,44,outer_refit,2,15,P3,1.7854772806167603,0.5021362323715388
groupdro,0.1,S1,P1,44,outer_refit,2,16,P2,1.7962640523910522,0.49810455753404337
groupdro,0.1,S1,P1,44,outer_refit,2,16,P3,1.7866322994232178,0.5018954424659566
groupdro,0.1,S1,P1,44,outer_refit,2,17,P2,1.759998083114624,0.497614994852645
groupdro,0.1,S1,P1,44,outer_refit,2,17,P3,1.7795809507369995,0.502385005147355
groupdro,0.1,S1,P1,44,outer_refit,2,18,P2,1.7688803672790527,0.49720545638810887
groupdro,0.1,S1,P1,44,outer_refit,2,18,P3,1.7852623462677002,0.5027945436118911
groupdro,0.1,S1,P1,44,outer_refit,2,19,P2,1.7713197469711304,0.49794477189763037
groupdro,0.1,S1,P1,44,outer_refit,2,19,P3,1.741746425628662,0.5020552281023697
groupdro,0.1,S1,P1,44,outer_refit,2,20,P2,1.7493680715560913,0.49841347571199207
groupdro,0.1,S1,P1,44,outer_refit,2,20,P3,1.7306196689605713,0.501586524288008
groupdro,0.1,S1,P1,44,outer_refit,2,21,P2,1.7411706447601318,0.49852586517687403
groupdro,0.1,S1,P1,44,outer_refit,2,21,P3,1.7366750240325928,0.501474134823126
groupdro,0.1,S1,P1,44,outer_refit,2,22,P2,1.7249717712402344,0.4982501697452777
groupdro,0.1,S1,P1,44,outer_refit,2,22,P3,1.7359997034072876,0.5017498302547223
groupdro,0.1,S1,P1,44,outer_refit,2,23,P2,1.7631373405456543,0.4990781556084136
groupdro,0.1,S1,P1,44,outer_refit,2,23,P3,1.7300176620483398,0.5009218443915864
groupdro,0.1,S1,P1,44,outer_refit,2,24,P2,1.715730905532837,0.4989961876050532
groupdro,0.1,S1,P1,44,outer_refit,2,24,P3,1.7190096378326416,0.5010038123949468
groupdro,0.1,S1,P1,44,outer_refit,3,0,P2,1.691225290298462,0.49937195214877295
groupdro,0.1,S1,P1,44,outer_refit,3,0,P3,1.676194667816162,0.500628047851227
groupdro,0.1,S1,P1,44,outer_refit,3,1,P2,1.6989136934280396,0.49912090392097075
groupdro,0.1,S1,P1,44,outer_refit,3,1,P3,1.7089556455612183,0.5008790960790294
groupdro,0.1,S1,P1,44,outer_refit,3,2,P2,1.643552541732788,0.49923332691673533
groupdro,0.1,S1,P1,44,outer_refit,3,2,P3,1.639055609703064,0.5007666730832647
groupdro,0.1,S1,P1,44,outer_refit,3,3,P2,1.6676957607269287,0.4998430907777798
groupdro,0.1,S1,P1,44,outer_refit,3,3,P3,1.6433051824569702,0.5001569092222203
groupdro,0.1,S1,P1,44,outer_refit,3,4,P2,1.6383848190307617,0.4995864988316042
groupdro,0.1,S1,P1,44,outer_refit,3,4,P3,1.6486485004425049,0.5004135011683958
groupdro,0.1,S1,P1,44,outer_refit,3,5,P2,1.6392831802368164,0.4993851247549176
groupdro,0.1,S1,P1,44,outer_refit,3,5,P3,1.6473381519317627,0.5006148752450824
groupdro,0.1,S1,P1,44,outer_refit,3,6,P2,1.6362682580947876,0.5012895764128253
groupdro,0.1,S1,P1,44,outer_refit,3,6,P3,1.5600900650024414,0.4987104235871746
groupdro,0.1,S1,P1,44,outer_refit,3,7,P2,1.580013632774353,0.5008408836543277
groupdro,0.1,S1,P1,44,outer_refit,3,7,P3,1.59796142578125,0.4991591163456722
groupdro,0.1,S1,P1,44,outer_refit,3,8,P2,1.5841364860534668,0.5006080952268798
groupdro,0.1,S1,P1,44,outer_refit,3,8,P3,1.5934480428695679,0.4993919047731202
groupdro,0.1,S1,P1,44,outer_refit,3,9,P2,1.5813589096069336,0.5005090383916735
groupdro,0.1,S1,P1,44,outer_refit,3,9,P3,1.5853211879730225,0.49949096160832657
groupdro,0.1,S1,P1,44,outer_refit,3,10,P2,1.5787290334701538,0.5005676803533834
groupdro,0.1,S1,P1,44,outer_refit,3,10,P3,1.576383352279663,0.49943231964661655
groupdro,0.1,S1,P1,44,outer_refit,3,11,P2,1.5605636835098267,0.5019509872125679
groupdro,0.1,S1,P1,44,outer_refit,3,11,P3,1.5052310228347778,0.4980490127874321
groupdro,0.1,S1,P1,44,outer_refit,3,12,P2,1.558448314666748,0.5026679381842232
groupdro,0.1,S1,P1,44,outer_refit,3,12,P3,1.5297696590423584,0.49733206181577677
groupdro,0.1,S1,P1,44,outer_refit,3,13,P2,1.5898855924606323,0.5051649670362025
groupdro,0.1,S1,P1,44,outer_refit,3,13,P3,1.4899981021881104,0.49483503296379744
groupdro,0.1,S1,P1,44,outer_refit,3,14,P2,1.5176867246627808,0.5053254676585235
groupdro,0.1,S1,P1,44,outer_refit,3,14,P3,1.5112659931182861,0.49467453234147657
groupdro,0.1,S1,P1,44,outer_refit,3,15,P2,1.5491108894348145,0.505842127755606
groupdro,0.1,S1,P1,44,outer_refit,3,15,P3,1.5284419059753418,0.494157872244394
groupdro,0.1,S1,P1,44,outer_refit,3,16,P2,1.4913982152938843,0.5066806542540979
groupdro,0.1,S1,P1,44,outer_refit,3,16,P3,1.4578518867492676,0.49331934574590214
groupdro,0.1,S1,P1,44,outer_refit,3,17,P2,1.4812679290771484,0.5063908642793779
groupdro,0.1,S1,P1,44,outer_refit,3,17,P3,1.4928615093231201,0.4936091357206221
groupdro,0.1,S1,P1,44,outer_refit,3,18,P2,1.4670655727386475,0.5055687240781402
groupdro,0.1,S1,P1,44,outer_refit,3,18,P3,1.4999558925628662,0.4944312759218598
groupdro,0.1,S1,P1,44,outer_refit,3,19,P2,1.49868905544281,0.5068426151513836
groupdro,0.1,S1,P1,44,outer_refit,3,19,P3,1.447725534439087,0.49315738484861626
groupdro,0.1,S1,P1,44,outer_refit,3,20,P2,1.4737144708633423,0.5068088285957421
groupdro,0.1,S1,P1,44,outer_refit,3,20,P3,1.4750661849975586,0.493191171404258
groupdro,0.1,S1,P1,44,outer_refit,3,21,P2,1.421521544456482,0.505561033051549
groupdro,0.1,S1,P1,44,outer_refit,3,21,P3,1.4714410305023193,0.49443896694845096
groupdro,0.1,S1,P1,44,outer_refit,3,22,P2,1.4658732414245605,0.5061820277235661
groupdro,0.1,S1,P1,44,outer_refit,3,22,P3,1.4410300254821777,0.4938179722764339
groupdro,0.1,S1,P1,44,outer_refit,3,23,P2,1.4237182140350342,0.5059055770828211
groupdro,0.1,S1,P1,44,outer_refit,3,23,P3,1.434777855873108,0.49409442291717875
groupdro,0.1,S1,P1,44,outer_refit,3,24,P2,1.4987300634384155,0.5088805544546429
groupdro,0.1,S1,P1,44,outer_refit,3,24,P3,1.3797045946121216,0.49111944554535714
groupdro,0.1,S1,P1,44,outer_refit,4,0,P2,1.4311026334762573,0.5119241780308362
groupdro,0.1,S1,P1,44,outer_refit,4,0,P3,1.3093045949935913,0.4880758219691637
groupdro,0.1,S1,P1,44,outer_refit,4,1,P2,1.3992549180984497,0.5134478553544382
groupdro,0.1,S1,P1,44,outer_refit,4,1,P3,1.338268518447876,0.4865521446455619
groupdro,0.1,S1,P1,44,outer_refit,4,2,P2,1.3617359399795532,0.5131214435579017
groupdro,0.1,S1,P1,44,outer_refit,4,2,P3,1.3748016357421875,0.4868785564420984
groupdro,0.1,S1,P1,44,outer_refit,4,3,P2,1.394168734550476,0.5143959032563794
groupdro,0.1,S1,P1,44,outer_refit,4,3,P3,1.3431516885757446,0.4856040967436205
groupdro,0.1,S1,P1,44,outer_refit,4,4,P2,1.3348159790039062,0.5152735889561844
groupdro,0.1,S1,P1,44,outer_refit,4,4,P3,1.2996776103973389,0.4847264110438156
groupdro,0.1,S1,P1,44,outer_refit,4,5,P2,1.3575093746185303,0.5162451229821121
groupdro,0.1,S1,P1,44,outer_refit,4,5,P3,1.318609356880188,0.483754877017888
groupdro,0.1,S1,P1,44,outer_refit,4,6,P2,1.3204375505447388,0.5172334775761563
groupdro,0.1,S1,P1,44,outer_refit,4,6,P3,1.2808589935302734,0.4827665224238437
groupdro,0.1,S1,P1,44,outer_refit,4,7,P2,1.2938594818115234,0.5164969267461079
groupdro,0.1,S1,P1,44,outer_refit,4,7,P3,1.3233550786972046,0.48350307325389213
groupdro,0.1,S1,P1,44,outer_refit,4,8,P2,1.2978659868240356,0.5165067835468728
groupdro,0.1,S1,P1,44,outer_refit,4,8,P3,1.297471284866333,0.48349321645312715
groupdro,0.1,S1,P1,44,outer_refit,4,9,P2,1.3499835729599,0.5184251405153231
groupdro,0.1,S1,P1,44,outer_refit,4,9,P3,1.2731554508209229,0.48157485948467693
groupdro,0.1,S1,P1,44,outer_refit,4,10,P2,1.2799042463302612,0.518670034449247
groupdro,0.1,S1,P1,44,outer_refit,4,10,P3,1.2700949907302856,0.4813299655507531
groupdro,0.1,S1,P1,44,outer_refit,4,11,P2,1.2730553150177002,0.5186982833120274
groupdro,0.1,S1,P1,44,outer_refit,4,11,P3,1.2719237804412842,0.4813017166879725
groupdro,0.1,S1,P1,44,outer_refit,4,12,P2,1.2632052898406982,0.5208594265661206
groupdro,0.1,S1,P1,44,outer_refit,4,12,P3,1.1766239404678345,0.4791405734338794
groupdro,0.1,S1,P1,44,outer_refit,4,13,P2,1.2542613744735718,0.520738825943273
groupdro,0.1,S1,P1,44,outer_refit,4,13,P3,1.2590937614440918,0.479261174056727
groupdro,0.1,S1,P1,44,outer_refit,4,14,P2,1.2486764192581177,0.5210586739182256
groupdro,0.1,S1,P1,44,outer_refit,4,14,P3,1.2358601093292236,0.4789413260817744
groupdro,0.1,S1,P1,44,outer_refit,4,15,P2,1.2422785758972168,0.5214962483599322
groupdro,0.1,S1,P1,44,outer_refit,4,15,P3,1.2247438430786133,0.47850375164006775
groupdro,0.1,S1,P1,44,outer_refit,4,16,P2,1.2559125423431396,0.5224628834403037
groupdro,0.1,S1,P1,44,outer_refit,4,16,P3,1.2171722650527954,0.4775371165596962
groupdro,0.1,S1,P1,44,outer_refit,4,17,P2,1.2427647113800049,0.523172729693253
groupdro,0.1,S1,P1,44,outer_refit,4,17,P3,1.2143115997314453,0.47682727030674693
groupdro,0.1,S1,P1,44,outer_refit,4,18,P2,1.2828398942947388,0.5240506391552445
groupdro,0.1,S1,P1,44,outer_refit,4,18,P3,1.2476450204849243,0.4759493608447554
groupdro,0.1,S1,P1,44,outer_refit,4,19,P2,1.2155593633651733,0.5245249656263062
groupdro,0.1,S1,P1,44,outer_refit,4,19,P3,1.196541428565979,0.4754750343736937
groupdro,0.1,S1,P1,44,outer_refit,4,20,P2,1.206663727760315,0.5264253868446631
groupdro,0.1,S1,P1,44,outer_refit,4,20,P3,1.1304489374160767,0.4735746131553369
groupdro,0.1,S1,P1,44,outer_refit,4,21,P2,1.2704803943634033,0.526749949575523
groupdro,0.1,S1,P1,44,outer_refit,4,21,P3,1.2574610710144043,0.47325005042447704
groupdro,0.1,S1,P1,44,outer_refit,4,22,P2,1.2559843063354492,0.5285254839736376
groupdro,0.1,S1,P1,44,outer_refit,4,22,P3,1.184745192527771,0.47147451602636237
groupdro,0.1,S1,P1,44,outer_refit,4,23,P2,1.2578089237213135,0.5301275846666154
groupdro,0.1,S1,P1,44,outer_refit,4,23,P3,1.1935036182403564,0.46987241533338464
groupdro,0.1,S1,P1,44,outer_refit,4,24,P2,1.1675037145614624,0.5306440309495348
groupdro,0.1,S1,P1,44,outer_refit,4,24,P3,1.1467692852020264,0.46935596905046517
groupdro,0.1,S1,P1,44,outer_refit,5,0,P2,1.2763268947601318,0.5334102247199611
groupdro,0.1,S1,P1,44,outer_refit,5,0,P3,1.1652230024337769,0.4665897752800388
groupdro,0.1,S1,P1,44,outer_refit,5,1,P2,1.1446905136108398,0.5329025493325845
groupdro,0.1,S1,P1,44,outer_refit,5,1,P3,1.1650872230529785,0.4670974506674154
groupdro,0.1,S1,P1,44,outer_refit,5,2,P2,1.1949843168258667,0.5341756864264627
groupdro,0.1,S1,P1,44,outer_refit,5,2,P3,1.1438286304473877,0.46582431357353715
groupdro,0.1,S1,P1,44,outer_refit,5,3,P2,1.1620814800262451,0.5357844025062118
groupdro,0.1,S1,P1,44,outer_refit,5,3,P3,1.0974162817001343,0.4642155974937882
groupdro,0.1,S1,P1,44,outer_refit,5,4,P2,1.1081202030181885,0.5365190935832819
groupdro,0.1,S1,P1,44,outer_refit,5,4,P3,1.0785781145095825,0.4634809064167181
groupdro,0.1,S1,P1,44,outer_refit,5,5,P2,1.1611409187316895,0.5375411299969954
groupdro,0.1,S1,P1,44,outer_refit,5,5,P3,1.1200339794158936,0.46245887000300445
groupdro,0.1,S1,P1,44,outer_refit,5,6,P2,1.107732892036438,0.5371360901472942
groupdro,0.1,S1,P1,44,outer_refit,5,6,P3,1.1240253448486328,0.46286390985270576
groupdro,0.1,S1,P1,44,outer_refit,5,7,P2,1.2070932388305664,0.5397017663155301
groupdro,0.1,S1,P1,44,outer_refit,5,7,P3,1.1038564443588257,0.4602982336844699
groupdro,0.1,S1,P1,44,outer_refit,5,8,P2,1.0774019956588745,0.5410723348486247
groupdro,0.1,S1,P1,44,outer_refit,5,8,P3,1.022219181060791,0.4589276651513753
groupdro,0.1,S1,P1,44,outer_refit,5,9,P2,1.1492588520050049,0.5395297106892587
groupdro,0.1,S1,P1,44,outer_refit,5,9,P3,1.2113673686981201,0.4604702893107413
groupdro,0.1,S1,P1,44,outer_refit,5,10,P2,1.057631254196167,0.5397969545000365
groupdro,0.1,S1,P1,44,outer_refit,5,10,P3,1.0468738079071045,0.46020304549996355
groupdro,0.1,S1,P1,44,outer_refit,5,11,P2,1.1267786026000977,0.5405238160736403
groupdro,0.1,S1,P1,44,outer_refit,5,11,P3,1.097515344619751,0.45947618392635964
groupdro,0.1,S1,P1,44,outer_refit,5,12,P2,1.1357859373092651,0.5403155179798257
groupdro,0.1,S1,P1,44,outer_refit,5,12,P3,1.1441726684570312,0.4596844820201744
groupdro,0.1,S1,P1,44,outer_refit,5,13,P2,1.0703603029251099,0.5405058981315649
groupdro,0.1,S1,P1,44,outer_refit,5,13,P3,1.062695026397705,0.45949410186843503
groupdro,0.1,S1,P1,44,outer_refit,5,14,P2,1.0964454412460327,0.5408339764152794
groupdro,0.1,S1,P1,44,outer_refit,5,14,P3,1.0832349061965942,0.4591660235847206
groupdro,0.1,S1,P1,44,outer_refit,5,15,P2,1.1296412944793701,0.5427563434723345
groupdro,0.1,S1,P1,44,outer_refit,5,15,P3,1.0522054433822632,0.4572436565276655
groupdro,0.1,S1,P1,44,outer_refit,5,16,P2,1.1308468580245972,0.5452331450328559
groupdro,0.1,S1,P1,44,outer_refit,5,16,P3,1.0310015678405762,0.45476685496714403
groupdro,0.1,S1,P1,44,outer_refit,5,17,P2,1.0244203805923462,0.5462714019557188
groupdro,0.1,S1,P1,44,outer_refit,5,17,P3,0.9825394153594971,0.4537285980442813
groupdro,0.1,S1,P1,44,outer_refit,5,18,P2,1.0568324327468872,0.5463248846095146
groupdro,0.1,S1,P1,44,outer_refit,5,18,P3,1.0546746253967285,0.4536751153904855
groupdro,0.1,S1,P1,44,outer_refit,5,19,P2,0.9884631633758545,0.547190054420275
groupdro,0.1,S1,P1,44,outer_refit,5,19,P3,0.9535510540008545,0.4528099455797249
groupdro,0.1,S1,P1,44,outer_refit,5,20,P2,1.0092085599899292,0.5482352928736526
groupdro,0.1,S1,P1,44,outer_refit,5,20,P3,0.9670147895812988,0.4517647071263474
groupdro,0.1,S1,P1,44,outer_refit,5,21,P2,1.0459177494049072,0.5500880347974948
groupdro,0.1,S1,P1,44,outer_refit,5,21,P3,0.9710845351219177,0.44991196520250526
groupdro,0.1,S1,P1,44,outer_refit,5,22,P2,1.0004712343215942,0.5519198101064671
groupdro,0.1,S1,P1,44,outer_refit,5,22,P3,0.9264296889305115,0.448080189893533
groupdro,0.1,S1,P1,44,outer_refit,5,23,P2,0.968455970287323,0.5516190513174842
groupdro,0.1,S1,P1,44,outer_refit,5,23,P3,0.9806166887283325,0.4483809486825159
groupdro,0.1,S1,P1,44,outer_refit,5,24,P2,0.9917815923690796,0.5516898931248558
groupdro,0.1,S1,P1,44,outer_refit,5,24,P3,0.988917350769043,0.4483101068751441
groupdro,0.1,S1,P1,44,outer_refit,6,0,P2,0.972248911857605,0.5532870143406352
groupdro,0.1,S1,P1,44,outer_refit,6,0,P3,0.9076521396636963,0.4467129856593649
groupdro,0.1,S1,P1,44,outer_refit,6,1,P2,0.963117241859436,0.5545436877828772
groupdro,0.1,S1,P1,44,outer_refit,6,1,P3,0.9122589230537415,0.4454563122171228
groupdro,0.1,S1,P1,44,outer_refit,6,2,P2,0.9316776394844055,0.5550754118367874
groupdro,0.1,S1,P1,44,outer_refit,6,2,P3,0.9101499915122986,0.4449245881632127
groupdro,0.1,S1,P1,44,outer_refit,6,3,P2,0.9296016693115234,0.5545039316029116
groupdro,0.1,S1,P1,44,outer_refit,6,3,P3,0.9527387022972107,0.4454960683970885
groupdro,0.1,S1,P1,44,outer_refit,6,4,P2,0.9421072006225586,0.5559210099414893
groupdro,0.1,S1,P1,44,outer_refit,6,4,P3,0.8847243189811707,0.4440789900585106
groupdro,0.1,S1,P1,44,outer_refit,6,5,P2,0.9742075204849243,0.5560586961419229
groupdro,0.1,S1,P1,44,outer_refit,6,5,P3,0.9686301350593567,0.443941303858077
groupdro,0.1,S1,P1,44,outer_refit,6,6,P2,0.9352498054504395,0.5576541161899988
groupdro,0.1,S1,P1,44,outer_refit,6,6,P3,0.8705969452857971,0.4423458838100012
groupdro,0.1,S1,P1,44,outer_refit,6,7,P2,0.872153639793396,0.5571297580589377
groupdro,0.1,S1,P1,44,outer_refit,6,7,P3,0.8934080004692078,0.44287024194106234
groupdro,0.1,S1,P1,44,outer_refit,6,8,P2,0.881507158279419,0.5555955968679687
groupdro,0.1,S1,P1,44,outer_refit,6,8,P3,0.943663477897644,0.4444044031320312
groupdro,0.1,S1,P1,44,outer_refit,6,9,P2,0.8706846237182617,0.5559526155652986
groupdro,0.1,S1,P1,44,outer_refit,6,9,P3,0.8562239408493042,0.44404738443470143
groupdro,0.1,S1,P1,44,outer_refit,6,10,P2,0.8999478816986084,0.5571526885037601
groupdro,0.1,S1,P1,44,outer_refit,6,10,P3,0.8513228893280029,0.4428473114962399
groupdro,0.1,S1,P1,44,outer_refit,6,11,P2,0.9467529058456421,0.557175433405472
groupdro,0.1,S1,P1,44,outer_refit,6,11,P3,0.9458310604095459,0.4428245665945279
groupdro,0.1,S1,P1,44,outer_refit,6,12,P2,0.8978939056396484,0.5581323361551705
groupdro,0.1,S1,P1,44,outer_refit,6,12,P3,0.8591020107269287,0.44186766384482945
groupdro,0.1,S1,P1,44,outer_refit,6,13,P2,0.9267257452011108,0.560149350985488
groupdro,0.1,S1,P1,44,outer_refit,6,13,P3,0.8449002504348755,0.43985064901451193
groupdro,0.1,S1,P1,44,outer_refit,6,14,P2,0.9087494015693665,0.5614163308038276
groupdro,0.1,S1,P1,44,outer_refit,6,14,P3,0.8573099970817566,0.4385836691961725
groupdro,0.1,S1,P1,44,outer_refit,6,15,P2,0.9072098135948181,0.5622541075495614
groupdro,0.1,S1,P1,44,outer_refit,6,15,P3,0.873178243637085,0.4377458924504386
groupdro,0.1,S1,P1,44,outer_refit,6,16,P2,0.8934708833694458,0.5641575233574404
groupdro,0.1,S1,P1,44,outer_refit,6,16,P3,0.8160977363586426,0.43584247664255954
groupdro,0.1,S1,P1,44,outer_refit,6,17,P2,0.8367355465888977,0.5648016771033
groupdro,0.1,S1,P1,44,outer_refit,6,17,P3,0.8105336427688599,0.43519832289669996
groupdro,0.1,S1,P1,44,outer_refit,6,18,P2,0.8681352138519287,0.5657758619835218
groupdro,0.1,S1,P1,44,outer_refit,6,18,P3,0.8284918665885925,0.4342241380164782
groupdro,0.1,S1,P1,44,outer_refit,6,19,P2,0.8406331539154053,0.5664227864650462
groupdro,0.1,S1,P1,44,outer_refit,6,19,P3,0.8142958879470825,0.4335772135349538
groupdro,0.1,S1,P1,44,outer_refit,6,20,P2,0.7948812246322632,0.568247722720458
groupdro,0.1,S1,P1,44,outer_refit,6,20,P3,0.7205353379249573,0.431752277279542
groupdro,0.1,S1,P1,44,outer_refit,6,21,P2,0.8069158792495728,0.5685855545901902
groupdro,0.1,S1,P1,44,outer_refit,6,21,P3,0.7931447625160217,0.4314144454098097
groupdro,0.1,S1,P1,44,outer_refit,6,22,P2,0.7933751940727234,0.5679154760031143
groupdro,0.1,S1,P1,44,outer_refit,6,22,P3,0.8206872344017029,0.43208452399688574
groupdro,0.1,S1,P1,44,outer_refit,6,23,P2,0.802118718624115,0.5681594850546997
groupdro,0.1,S1,P1,44,outer_refit,6,23,P3,0.792174220085144,0.43184051494530024
groupdro,0.1,S1,P1,44,outer_refit,6,24,P2,0.7637302279472351,0.5661181480679967
groupdro,0.1,S1,P1,44,outer_refit,6,24,P3,0.8468831181526184,0.4338818519320034
groupdro,0.1,S1,P1,44,outer_refit,7,0,P2,0.7385274171829224,0.565257250994755
groupdro,0.1,S1,P1,44,outer_refit,7,0,P3,0.7735680937767029,0.434742749005245
groupdro,0.1,S1,P1,44,outer_refit,7,1,P2,0.7693693041801453,0.5647555746632154
groupdro,0.1,S1,P1,44,outer_refit,7,1,P3,0.789781391620636,0.4352444253367846
groupdro,0.1,S1,P1,44,outer_refit,7,2,P2,0.7811658978462219,0.5669590442895361
groupdro,0.1,S1,P1,44,outer_refit,7,2,P3,0.6914708614349365,0.43304095571046397
groupdro,0.1,S1,P1,44,outer_refit,7,3,P2,0.7522566318511963,0.5675263631943347
groupdro,0.1,S1,P1,44,outer_refit,7,3,P3,0.729145884513855,0.4324736368056653
groupdro,0.1,S1,P1,44,outer_refit,7,4,P2,0.7709107995033264,0.568374510165891
groupdro,0.1,S1,P1,44,outer_refit,7,4,P3,0.7363465428352356,0.431625489834109
groupdro,0.1,S1,P1,44,outer_refit,7,5,P2,0.7634413838386536,0.5688982598883157
groupdro,0.1,S1,P1,44,outer_refit,7,5,P3,0.742089033126831,0.4311017401116843
groupdro,0.1,S1,P1,44,outer_refit,7,6,P2,0.7384493350982666,0.5682213358156264
groupdro,0.1,S1,P1,44,outer_refit,7,6,P3,0.7660451531410217,0.43177866418437366
groupdro,0.1,S1,P1,44,outer_refit,7,7,P2,0.7026915550231934,0.5679377867227693
groupdro,0.1,S1,P1,44,outer_refit,7,7,P3,0.7142477631568909,0.43206221327723077
groupdro,0.1,S1,P1,44,outer_refit,7,8,P2,0.7562851905822754,0.5691564661376232
groupdro,0.1,S1,P1,44,outer_refit,7,8,P3,0.7066042423248291,0.4308435338623768
groupdro,0.1,S1,P1,44,outer_refit,7,9,P2,0.7299825549125671,0.5689817952055238
groupdro,0.1,S1,P1,44,outer_refit,7,9,P3,0.7371053099632263,0.4310182047944762
groupdro,0.1,S1,P1,44,outer_refit,7,10,P2,0.716953694820404,0.5684563533836936
groupdro,0.1,S1,P1,44,outer_refit,7,10,P3,0.7383760213851929,0.43154364661630645
groupdro,0.1,S1,P1,44,outer_refit,7,11,P2,0.7087646126747131,0.568582162565494
groupdro,0.1,S1,P1,44,outer_refit,7,11,P3,0.7036359310150146,0.4314178374345061
groupdro,0.1,S1,P1,44,outer_refit,7,12,P2,0.7232835292816162,0.5693444103783257
groupdro,0.1,S1,P1,44,outer_refit,7,12,P3,0.6922023296356201,0.4306555896216743
groupdro,0.1,S1,P1,44,outer_refit,7,13,P2,0.6964175701141357,0.5684447479936104
