position,fold,tag_id,er,surface,block_token,split,repeat_count
P3,0,4,0,A3,BLOCK-318db3376957f814,train,50
P3,0,4,1,A1,BLOCK-28282b746dbcf1f5,train,50
P3,0,4,1,A2,BLOCK-b0046b96af93b7d9,test,50
P3,0,4,1,A3,BLOCK-dbfd9507ed1e5f29,validation,50
P3,0,4,2,A1,BLOCK-017aeeb4b4eb8357,validation,50
P3,0,4,2,A2,BLOCK-22d107fec3c882e1,train,50
P3,0,4,2,A3,BLOCK-202f004893e36458,test,50
P3,0,5,0,A1,BLOCK-5ae894ffded3ff04,test,50
P3,0,5,0,A2,BLOCK-901fa0e0e8edd117,validation,50
P3,0,5,0,A3,BLOCK-32d1168efa6dd519,train,50
P3,0,5,1,A1,BLOCK-7fcfb85d3de6a491,train,50
P3,0,5,1,A2,BLOCK-4f59b53ef7c7b7c1,test,50
P3,0,5,1,A3,BLOCK-d8523829d880466c,validation,50
P3,0,5,2,A1,BLOCK-447227f61baf06ae,validation,50
P3,0,5,2,A2,BLOCK-58ac3d609f006c22,train,50
P3,0,5,2,A3,BLOCK-b1a7d01652660deb,test,50
P3,0,6,0,A1,BLOCK-d6117cf50469b268,test,50
P3,0,6,0,A2,BLOCK-1679ef119745bc42,validation,50
P3,0,6,0,A3,BLOCK-a22bda0f85d0eeee,train,50
P3,0,6,1,A1,BLOCK-99127c470db22571,train,50
P3,0,6,1,A2,BLOCK-d4b7391c64d81da2,test,50
P3,0,6,1,A3,BLOCK-b6695a63a4dc2698,validation,50
P3,0,6,2,A1,BLOCK-03ab1c81fa01b300,validation,50
P3,0,6,2,A2,BLOCK-9815b40b99fc545f,train,50
P3,0,6,2,A3,BLOCK-c8424d8a74fe425b,test,50
P3,0,7,0,A1,BLOCK-ce62369955740ddf,test,50
P3,0,7,0,A2,BLOCK-a757d84d5a5f6dff,validation,50
P3,0,7,0,A3,BLOCK-55b4b06555c2822e,train,50
P3,0,7,1,A1,BLOCK-4bca8dabaa95e841,train,50
P3,0,7,1,A2,BLOCK-9278f55c54757333,test,50
P3,0,7,1,A3,BLOCK-28aedc2353a99841,validation,50
P3,0,7,2,A1,BLOCK-4f0c6f9c0018c503,validation,50
P3,0,7,2,A2,BLOCK-24a5f9d16f999a3e,train,50
P3,0,7,2,A3,BLOCK-7325f3ccf338a57a,test,50
P3,1,1,0,A1,BLOCK-31a7f1c7fba974f1,train,50
P3,1,1,0,A2,BLOCK-e115fd78fa2ebf5b,test,50
P3,1,1,0,A3,BLOCK-18f40a7e460b30a2,validation,50
P3,1,1,1,A1,BLOCK-73d5b80e9b12d0ad,validation,50
P3,1,1,1,A2,BLOCK-172f2f20a26c6bc7,train,50
P3,1,1,1,A3,BLOCK-2c7ede0e83005361,test,50
P3,1,1,2,A1,BLOCK-8b18bde25af4e01f,test,50
P3,1,1,2,A2,BLOCK-39f71428962deb4e,validation,50
P3,1,1,2,A3,BLOCK-6cc0d0733ea9b6ca,train,50
P3,1,2,0,A1,BLOCK-7bb877fb4014f63c,train,50
P3,1,2,0,A2,BLOCK-9868358e3499ef70,test,50
P3,1,2,0,A3,BLOCK-05bc08a1c55287b7,validation,50
P3,1,2,1,A1,BLOCK-931b18da9f7cc3f7,validation,50
P3,1,2,1,A2,BLOCK-4ad635d0aef7561a,train,50
P3,1,2,1,A3,BLOCK-7c05d9a86fc146e6,test,50
P3,1,2,2,A1,BLOCK-3c5334b30174f4f3,test,50
P3,1,2,2,A2,BLOCK-16683e5afc97ddac,validation,50
P3,1,2,2,A3,BLOCK-b69fb05164f55ff2,train,50
P3,1,3,0,A1,BLOCK-7c4d3a181835e0e6,train,50
P3,1,3,0,A2,BLOCK-ecf1b6c22cecc535,test,50
P3,1,3,0,A3,BLOCK-4fa6f8de9f8e1aa7,validation,50
P3,1,3,1,A1,BLOCK-869ea67c1f721bb6,validation,50
P3,1,3,1,A2,BLOCK-e551d8b8fc0cb81e,train,50
P3,1,3,1,A3,BLOCK-90b7ddd06b603f29,test,50
P3,1,3,2,A1,BLOCK-1410d330646aeba9,test,50
P3,1,3,2,A2,BLOCK-5a5e6c9b0b5d3117,validation,50
P3,1,3,2,A3,BLOCK-886aa727de140733,train,50
P3,1,4,0,A1,BLOCK-71b579e0f4676c7a,train,50
P3,1,4,0,A2,BLOCK-7eea03549e79b22d,test,50
P3,1,4,0,A3,BLOCK-318db3376957f814,validation,50
P3,1,4,1,A1,BLOCK-28282b746dbcf1f5,validation,50
P3,1,4,1,A2,BLOCK-b0046b96af93b7d9,train,50
P3,1,4,1,A3,BLOCK-dbfd9507ed1e5f29,test,50
P3,1,4,2,A1,BLOCK-017aeeb4b4eb8357,test,50
P3,1,4,2,A2,BLOCK-22d107fec3c882e1,validation,50
P3,1,4,2,A3,BLOCK-202f004893e36458,train,50
P3,1,5,0,A1,BLOCK-5ae894ffded3ff04,train,50
P3,1,5,0,A2,BLOCK-901fa0e0e8edd117,test,50
P3,1,5,0,A3,BLOCK-32d1168efa6dd519,validation,50
P3,1,5,1,A1,BLOCK-7fcfb85d3de6a491,validation,50
P3,1,5,1,A2,BLOCK-4f59b53ef7c7b7c1,train,50
P3,1,5,1,A3,BLOCK-d8523829d880466c,test,50
P3,1,5,2,A1,BLOCK-447227f61baf06ae,test,50
P3,1,5,2,A2,BLOCK-58ac3d609f006c22,validation,50
P3,1,5,2,A3,BLOCK-b1a7d01652660deb,train,50
P3,1,6,0,A1,BLOCK-d6117cf50469b268,train,50
P3,1,6,0,A2,BLOCK-1679ef119745bc42,test,50
P3,1,6,0,A3,BLOCK-a22bda0f85d0eeee,validation,50
P3,1,6,1,A1,BLOCK-99127c470db22571,validation,50
P3,1,6,1,A2,BLOCK-d4b7391c64d81da2,train,50
P3,1,6,1,A3,BLOCK-b6695a63a4dc2698,test,50
P3,1,6,2,A1,BLOCK-03ab1c81fa01b300,test,50
P3,1,6,2,A2,BLOCK-9815b40b99fc545f,validation,50
P3,1,6,2,A3,BLOCK-c8424d8a74fe425b,train,50
P3,1,7,0,A1,BLOCK-ce62369955740ddf,train,50
P3,1,7,0,A2,BLOCK-a757d84d5a5f6dff,test,50
P3,1,7,0,A3,BLOCK-55b4b06555c2822e,validation,50
P3,1,7,1,A1,BLOCK-4bca8dabaa95e841,validation,50
P3,1,7,1,A2,BLOCK-9278f55c54757333,train,50
P3,1,7,1,A3,BLOCK-28aedc2353a99841,test,50
P3,1,7,2,A1,BLOCK-4f0c6f9c0018c503,test,50
P3,1,7,2,A2,BLOCK-24a5f9d16f999a3e,validation,50
P3,1,7,2,A3,BLOCK-7325f3ccf338a57a,train,50
P3,2,1,0,A1,BLOCK-31a7f1c7fba974f1,validation,50
P3,2,1,0,A2,BLOCK-e115fd78fa2ebf5b,train,50
P3,2,1,0,A3,BLOCK-18f40a7e460b30a2,test,50
P3,2,1,1,A1,BLOCK-73d5b80e9b12d0ad,test,50
P3,2,1,1,A2,BLOCK-172f2f20a26c6bc7,validation,50
P3,2,1,1,A3,BLOCK-2c7ede0e83005361,train,50
P3,2,1,2,A1,BLOCK-8b18bde25af4e01f,train,50
P3,2,1,2,A2,BLOCK-39f71428962deb4e,test,50
P3,2,1,2,A3,BLOCK-6cc0d0733ea9b6ca,validation,50
P3,2,2,0,A1,BLOCK-7bb877fb4014f63c,validation,50
P3,2,2,0,A2,BLOCK-9868358e3499ef70,train,50
P3,2,2,0,A3,BLOCK-05bc08a1c55287b7,test,50
P3,2,2,1,A1,BLOCK-931b18da9f7cc3f7,test,50
P3,2,2,1,A2,BLOCK-4ad635d0aef7561a,validation,50
P3,2,2,1,A3,BLOCK-7c05d9a86fc146e6,train,50
P3,2,2,2,A1,BLOCK-3c5334b30174f4f3,train,50
P3,2,2,2,A2,BLOCK-16683e5afc97ddac,test,50
P3,2,2,2,A3,BLOCK-b69fb05164f55ff2,validation,50
P3,2,3,0,A1,BLOCK-7c4d3a181835e0e6,validation,50
P3,2,3,0,A2,BLOCK-ecf1b6c22cecc535,train,50
P3,2,3,0,A3,BLOCK-4fa6f8de9f8e1aa7,test,50
P3,2,3,1,A1,BLOCK-869ea67c1f721bb6,test,50
P3,2,3,1,A2,BLOCK-e551d8b8fc0cb81e,validation,50
P3,2,3,1,A3,BLOCK-90b7ddd06b603f29,train,50
P3,2,3,2,A1,BLOCK-1410d330646aeba9,train,50
P3,2,3,2,A2,BLOCK-5a5e6c9b0b5d3117,test,50
P3,2,3,2,A3,BLOCK-886aa727de140733,validation,50
P3,2,4,0,A1,BLOCK-71b579e0f4676c7a,validation,50
P3,2,4,0,A2,BLOCK-7eea03549e79b22d,train,50
P3,2,4,0,A3,BLOCK-318db3376957f814,test,50
P3,2,4,1,A1,BLOCK-28282b746dbcf1f5,test,50
P3,2,4,1,A2,BLOCK-b0046b96af93b7d9,validation,50
P3,2,4,1,A3,BLOCK-dbfd9507ed1e5f29,train,50
P3,2,4,2,A1,BLOCK-017aeeb4b4eb8357,train,50
P3,2,4,2,A2,BLOCK-22d107fec3c882e1,test,50
P3,2,4,2,A3,BLOCK-202f004893e36458,validation,50
P3,2,5,0,A1,BLOCK-5ae894ffded3ff04,validation,50
P3,2,5,0,A2,BLOCK-901fa0e0e8edd117,train,50
P3,2,5,0,A3,BLOCK-32d1168efa6dd519,test,50
P3,2,5,1,A1,BLOCK-7fcfb85d3de6a491,test,50
P3,2,5,1,A2,BLOCK-4f59b53ef7c7b7c1,validation,50
P3,2,5,1,A3,BLOCK-d8523829d880466c,train,50
P3,2,5,2,A1,BLOCK-447227f61baf06ae,train,50
P3,2,5,2,A2,BLOCK-58ac3d609f006c22,test,50
P3,2,5,2,A3,BLOCK-b1a7d01652660deb,validation,50
P3,2,6,0,A1,BLOCK-d6117cf50469b268,validation,50
P3,2,6,0,A2,BLOCK-1679ef119745bc42,train,50
P3,2,6,0,A3,BLOCK-a22bda0f85d0eeee,test,50
P3,2,6,1,A1,BLOCK-99127c470db22571,test,50
P3,2,6,1,A2,BLOCK-d4b7391c64d81da2,validation,50
P3,2,6,1,A3,BLOCK-b6695a63a4dc2698,train,50
P3,2,6,2,A1,BLOCK-03ab1c81fa01b300,train,50
P3,2,6,2,A2,BLOCK-9815b40b99fc545f,test,50
P3,2,6,2,A3,BLOCK-c8424d8a74fe425b,validation,50
P3,2,7,0,A1,BLOCK-ce62369955740ddf,validation,50
P3,2,7,0,A2,BLOCK-a757d84d5a5f6dff,train,50
P3,2,7,0,A3,BLOCK-55b4b06555c2822e,test,50
P3,2,7,1,A1,BLOCK-4bca8dabaa95e841,test,50
P3,2,7,1,A2,BLOCK-9278f55c54757333,validation,50
P3,2,7,1,A3,BLOCK-28aedc2353a99841,train,50
P3,2,7,2,A1,BLOCK-4f0c6f9c0018c503,train,50
P3,2,7,2,A2,BLOCK-24a5f9d16f999a3e,test,50
P3,2,7,2,A3,BLOCK-7325f3ccf338a57a,validation,50
P4,0,1,0,A1,BLOCK-5e3635339694663e,test,50
P4,0,1,0,A2,BLOCK-69bc52a1229c3de6,validation,50
P4,0,1,0,A3,BLOCK-1e5f9b622a9d1892,train,50
P4,0,1,1,A1,BLOCK-02bb88e2f63de5fc,train,50
P4,0,1,1,A2,BLOCK-1a652ab493a36f27,test,50
P4,0,1,1,A3,BLOCK-541e9a245566fba8,validation,50
P4,0,1,2,A1,BLOCK-fc623abbb79cae6b,validation,50
P4,0,1,2,A2,BLOCK-a3eece9d18139c41,train,50
P4,0,1,2,A3,BLOCK-64490436bfdac0ed,test,50
P4,0,2,0,A1,BLOCK-b5c1a64a988e58b5,test,50
P4,0,2,0,A2,BLOCK-f8ff0962f94dd6b0,validation,50
P4,0,2,0,A3,BLOCK-9141c4b2a0086146,train,50
P4,0,2,1,A1,BLOCK-ee45b9fbc1a7add9,train,50
P4,0,2,1,A2,BLOCK-96fce4288b17043d,test,50
P4,0,2,1,A3,BLOCK-a767a664de020387,validation,50
P4,0,2,2,A1,BLOCK-d052c12719c6ae49,validation,50
P4,0,2,2,A2,BLOCK-da8b055ff7d9ca42,train,50
P4,0,2,2,A3,BLOCK-1722978bd678ad52,test,50
P4,0,3,0,A1,BLOCK-45b1d86e44e055be,test,50
P4,0,3,0,A2,BLOCK-a6c95080e0e2fa24,validation,50
P4,0,3,0,A3,BLOCK-a44ffd9b7be6b459,train,50
P4,0,3,1,A1,BLOCK-025091d0bc21f71a,train,50
P4,0,3,1,A2,BLOCK-49ceddecf1a229d3,test,50
P4,0,3,1,A3,BLOCK-0d61d89f687ed49f,validation,50
P4,0,3,2,A1,BLOCK-a2be6364bc94bd44,validation,50
P4,0,3,2,A2,BLOCK-a95794a6050cdc4a,train,50
P4,0,3,2,A3,BLOCK-f09147b5b2bf6134,test,50
P4,0,4,0,A1,BLOCK-93caa068798cdfa0,test,50
P4,0,4,0,A2,BLOCK-f528bbe8f5be1ad9,validation,50
P4,0,4,0,A3,BLOCK-caf63afb69025adc,train,50
P4,0,4,1,A1,BLOCK-fdc2967b8f8fb03d,train,50
P4,0,4,1,A2,BLOCK-60f70803c698d77c,test,50
P4,0,4,1,A3,BLOCK-8006778a8004fd05,validation,50
P4,0,4,2,A1,BLOCK-e2fc1ad23c847aab,validation,50
P4,0,4,2,A2,BLOCK-b212de9dd7198b2a,train,50
P4,0,4,2,A3,BLOCK-502e2edf1005bb06,test,50
P4,0,5,0,A1,BLOCK-a53db11df8796342,test,50
P4,0,5,0,A2,BLOCK-edf34adcb3b2b18e,validation,50
P4,0,5,0,A3,BLOCK-f6c30f63b8eacd6f,train,50
P4,0,5,1,A1,BLOCK-6598da171f0d6f0e,train,50
P4,0,5,1,A2,BLOCK-8fd784f7a81e19a2,test,50
P4,0,5,1,A3,BLOCK-292195bfac97f6e4,validation,50
P4,0,5,2,A1,BLOCK-f77d878ab14086cc,validation,50
P4,0,5,2,A2,BLOCK-38facf946abfaa17,train,50
P4,0,5,2,A3,BLOCK-8baaf8f68c90ae29,test,50
P4,0,6,0,A1,BLOCK-6c12a23adf7c80dc,test,50
P4,0,6,0,A2,BLOCK-d8eb120a8a7d7df3,validation,50
P4,0,6,0,A3,BLOCK-3699c7d4136b34d5,train,50
P4,0,6,1,A1,BLOCK-9dd1ee9fb0e5f046,train,50
P4,0,6,1,A2,BLOCK-3ec3da96aa422b31,test,50
P4,0,6,1,A3,BLOCK-a38c5dd3933718f7,validation,50
P4,0,6,2,A1,BLOCK-ea775c9c0180ca5b,validation,50
P4,0,6,2,A2,BLOCK-f52120591ad3b9ec,train,50
P4,0,6,2,A3,BLOCK-0005bb775b0ffdc8,test,50
P4,0,7,0,A1,BLOCK-7eb481c53c261dc0,test,50
P4,0,7,0,A2,BLOCK-93e19557c5442383,validation,50
P4,0,7,0,A3,BLOCK-e5739fdfeae43aef,train,50
P4,0,7,1,A1,BLOCK-ff7efb026b380941,train,50
P4,0,7,1,A2,BLOCK-faa94283a7617ac5,test,50
P4,0,7,1,A3,BLOCK-029622f41f3ebe52,validation,50
P4,0,7,2,A1,BLOCK-42cd50f9ba411c6b,validation,50
P4,0,7,2,A2,BLOCK-f9dd945348e97572,train,50
P4,0,7,2,A3,BLOCK-cedf73f1a85a83dd,test,50
P4,1,1,0,A1,BLOCK-5e3635339694663e,train,50
P4,1,1,0,A2,BLOCK-69bc52a1229c3de6,test,50
P4,1,1,0,A3,BLOCK-1e5f9b622a9d1892,validation,50
P4,1,1,1,A1,BLOCK-02bb88e2f63de5fc,validation,50
P4,1,1,1,A2,BLOCK-1a652ab493a36f27,train,50
P4,1,1,1,A3,BLOCK-541e9a245566fba8,test,50
P4,1,1,2,A1,BLOCK-fc623abbb79cae6b,test,50
P4,1,1,2,A2,BLOCK-a3eece9d18139c41,validation,50
P4,1,1,2,A3,BLOCK-64490436bfdac0ed,train,50
P4,1,2,0,A1,BLOCK-b5c1a64a988e58b5,train,50
P4,1,2,0,A2,BLOCK-f8ff0962f94dd6b0,test,50
P4,1,2,0,A3,BLOCK-9141c4b2a0086146,validation,50
P4,1,2,1,A1,BLOCK-ee45b9fbc1a7add9,validation,50
P4,1,2,1,A2,BLOCK-96fce4288b17043d,train,50
P4,1,2,1,A3,BLOCK-a767a664de020387,test,50
P4,1,2,2,A1,BLOCK-d052c12719c6ae49,test,50
P4,1,2,2,A2,BLOCK-da8b055ff7d9ca42,validation,50
P4,1,2,2,A3,BLOCK-1722978bd678ad52,train,50
P4,1,3,0,A1,BLOCK-45b1d86e44e055be,train,50
P4,1,3,0,A2,BLOCK-a6c95080e0e2fa24,test,50
P4,1,3,0,A3,BLOCK-a44ffd9b7be6b459,validation,50
P4,1,3,1,A1,BLOCK-025091d0bc21f71a,validation,50
P4,1,3,1,A2,BLOCK-49ceddecf1a229d3,train,50
P4,1,3,1,A3,BLOCK-0d61d89f687ed49f,test,50
P4,1,3,2,A1,BLOCK-a2be6364bc94bd44,test,50
P4,1,3,2,A2,BLOCK-a95794a6050cdc4a,validation,50
P4,1,3,2,A3,BLOCK-f09147b5b2bf6134,train,50
P4,1,4,0,A1,BLOCK-93caa068798cdfa0,train,50
P4,1,4,0,A2,BLOCK-f528bbe8f5be1ad9,test,50
P4,1,4,0,A3,BLOCK-caf63afb69025adc,validation,50
P4,1,4,1,A1,BLOCK-fdc2967b8f8fb03d,validation,50
P4,1,4,1,A2,BLOCK-60f70803c698d77c,train,50
P4,1,4,1,A3,BLOCK-8006778a8004fd05,test,50
P4,1,4,2,A1,BLOCK-e2fc1ad23c847aab,test,50
P4,1,4,2,A2,BLOCK-b212de9dd7198b2a,validation,50
P4,1,4,2,A3,BLOCK-502e2edf1005bb06,train,50
P4,1,5,0,A1,BLOCK-a53db11df8796342,train,50
P4,1,5,0,A2,BLOCK-edf34adcb3b2b18e,test,50
P4,1,5,0,A3,BLOCK-f6c30f63b8eacd6f,validation,50
P4,1,5,1,A1,BLOCK-6598da171f0d6f0e,validation,50
P4,1,5,1,A2,BLOCK-8fd784f7a81e19a2,train,50
P4,1,5,1,A3,BLOCK-292195bfac97f6e4,test,50
P4,1,5,2,A1,BLOCK-f77d878ab14086cc,test,50
P4,1,5,2,A2,BLOCK-38facf946abfaa17,validation,50
P4,1,5,2,A3,BLOCK-8baaf8f68c90ae29,train,50
P4,1,6,0,A1,BLOCK-6c12a23adf7c80dc,train,50
P4,1,6,0,A2,BLOCK-d8eb120a8a7d7df3,test,50
P4,1,6,0,A3,BLOCK-3699c7d4136b34d5,validation,50
P4,1,6,1,A1,BLOCK-9dd1ee9fb0e5f046,validation,50
P4,1,6,1,A2,BLOCK-3ec3da96aa422b31,train,50
P4,1,6,1,A3,BLOCK-a38c5dd3933718f7,test,50
P4,1,6,2,A1,BLOCK-ea775c9c0180ca5b,test,50
P4,1,6,2,A2,BLOCK-f52120591ad3b9ec,validation,50
P4,1,6,2,A3,BLOCK-0005bb775b0ffdc8,train,50
P4,1,7,0,A1,BLOCK-7eb481c53c261dc0,train,50
P4,1,7,0,A2,BLOCK-93e19557c5442383,test,50
P4,1,7,0,A3,BLOCK-e5739fdfeae43aef,validation,50
P4,1,7,1,A1,BLOCK-ff7efb026b380941,validation,50
P4,1,7,1,A2,BLOCK-faa94283a7617ac5,train,50
P4,1,7,1,A3,BLOCK-029622f41f3ebe52,test,50
P4,1,7,2,A1,BLOCK-42cd50f9ba411c6b,test,50
P4,1,7,2,A2,BLOCK-f9dd945348e97572,validation,50
P4,1,7,2,A3,BLOCK-cedf73f1a85a83dd,train,50
P4,2,1,0,A1,BLOCK-5e3635339694663e,validation,50
P4,2,1,0,A2,BLOCK-69bc52a1229c3de6,train,50
P4,2,1,0,A3,BLOCK-1e5f9b622a9d1892,test,50
P4,2,1,1,A1,BLOCK-02bb88e2f63de5fc,test,50
P4,2,1,1,A2,BLOCK-1a652ab493a36f27,validation,50
P4,2,1,1,A3,BLOCK-541e9a245566fba8,train,50
P4,2,1,2,A1,BLOCK-fc623abbb79cae6b,train,50
P4,2,1,2,A2,BLOCK-a3eece9d18139c41,test,50
P4,2,1,2,A3,BLOCK-64490436bfdac0ed,validation,50
P4,2,2,0,A1,BLOCK-b5c1a64a988e58b5,validation,50
P4,2,2,0,A2,BLOCK-f8ff0962f94dd6b0,train,50
P4,2,2,0,A3,BLOCK-9141c4b2a0086146,test,50
P4,2,2,1,A1,BLOCK-ee45b9fbc1a7add9,test,50
P4,2,2,1,A2,BLOCK-96fce4288b17043d,validation,50
P4,2,2,1,A3,BLOCK-a767a664de020387,train,50
P4,2,2,2,A1,BLOCK-d052c12719c6ae49,train,50
P4,2,2,2,A2,BLOCK-da8b055ff7d9ca42,test,50
P4,2,2,2,A3,BLOCK-1722978bd678ad52,validation,50
P4,2,3,0,A1,BLOCK-45b1d86e44e055be,validation,50
P4,2,3,0,A2,BLOCK-a6c95080e0e2fa24,train,50
P4,2,3,0,A3,BLOCK-a44ffd9b7be6b459,test,50
P4,2,3,1,A1,BLOCK-025091d0bc21f71a,test,50
P4,2,3,1,A2,BLOCK-49ceddecf1a229d3,validation,50
P4,2,3,1,A3,BLOCK-0d61d89f687ed49f,train,50
P4,2,3,2,A1,BLOCK-a2be6364bc94bd44,train,50
P4,2,3,2,A2,BLOCK-a95794a6050cdc4a,test,50
P4,2,3,2,A3,BLOCK-f09147b5b2bf6134,validation,50
P4,2,4,0,A1,BLOCK-93caa068798cdfa0,validation,50
P4,2,4,0,A2,BLOCK-f528bbe8f5be1ad9,train,50
P4,2,4,0,A3,BLOCK-caf63afb69025adc,test,50
P4,2,4,1,A1,BLOCK-fdc2967b8f8fb03d,test,50
P4,2,4,1,A2,BLOCK-60f70803c698d77c,validation,50
P4,2,4,1,A3,BLOCK-8006778a8004fd05,train,50
P4,2,4,2,A1,BLOCK-e2fc1ad23c847aab,train,50
P4,2,4,2,A2,BLOCK-b212de9dd7198b2a,test,50
P4,2,4,2,A3,BLOCK-502e2edf1005bb06,validation,50
P4,2,5,0,A1,BLOCK-a53db11df8796342,validation,50
P4,2,5,0,A2,BLOCK-edf34adcb3b2b18e,train,50
P4,2,5,0,A3,BLOCK-f6c30f63b8eacd6f,test,50
P4,2,5,1,A1,BLOCK-6598da171f0d6f0e,test,50
P4,2,5,1,A2,BLOCK-8fd784f7a81e19a2,validation,50
P4,2,5,1,A3,BLOCK-292195bfac97f6e4,train,50
P4,2,5,2,A1,BLOCK-f77d878ab14086cc,train,50
P4,2,5,2,A2,BLOCK-38facf946abfaa17,test,50
P4,2,5,2,A3,BLOCK-8baaf8f68c90ae29,validation,50
P4,2,6,0,A1,BLOCK-6c12a23adf7c80dc,validation,50
P4,2,6,0,A2,BLOCK-d8eb120a8a7d7df3,train,50
P4,2,6,0,A3,BLOCK-3699c7d4136b34d5,test,50
P4,2,6,1,A1,BLOCK-9dd1ee9fb0e5f046,test,50
P4,2,6,1,A2,BLOCK-3ec3da96aa422b31,validation,50
P4,2,6,1,A3,BLOCK-a38c5dd3933718f7,train,50
P4,2,6,2,A1,BLOCK-ea775c9c0180ca5b,train,50
P4,2,6,2,A2,BLOCK-f52120591ad3b9ec,test,50
P4,2,6,2,A3,BLOCK-0005bb775b0ffdc8,validation,50
P4,2,7,0,A1,BLOCK-7eb481c53c261dc0,validation,50
P4,2,7,0,A2,BLOCK-93e19557c5442383,train,50
P4,2,7,0,A3,BLOCK-e5739fdfeae43aef,test,50
P4,2,7,1,A1,BLOCK-ff7efb026b380941,test,50
P4,2,7,1,A2,BLOCK-faa94283a7617ac5,validation,50
P4,2,7,1,A3,BLOCK-029622f41f3ebe52,train,50
P4,2,7,2,A1,BLOCK-42cd50f9ba411c6b,train,50
P4,2,7,2,A2,BLOCK-f9dd945348e97572,test,50
P4,2,7,2,A3,BLOCK-cedf73f1a85a83dd,validation,50
