position,fold,seed,TagID,ER,surface,paired_unit_id,condition_block_identifier,row_count,split_assignment,source_data_fingerprint
P2,1,43,1,1,A2,pair_e195f2804f0b5f8f422f131d,cond_bfff23bf170993a948292068,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,1,1,A3,pair_9a49df49f22a0194b25a4514,cond_de90b8ef5efe26b6e3c33274,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,1,2,A1,pair_9b1812c4a2e2fe2310dae181,cond_eeee501572295f0775d1a5e4,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,1,2,A2,pair_68d027990684c88efb84519d,cond_c9b79af5fb3311547e7c57f2,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,1,2,A3,pair_0b62c82a069fc0ea6591502f,cond_b560845950fad7fc074df356,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,0,A1,pair_81bc687f4097da257888b87f,cond_e745a18a2ce5a7776a6da4dd,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,0,A2,pair_94f4ffc15b3d16f11a0aa0e8,cond_510cb2713e0d4ee202a8cd39,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,0,A3,pair_a081c99efd1a83e18a18e6a2,cond_e9de5163c97d73dd0330264f,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,1,A1,pair_480c0f52bb6b43895bc3ccb0,cond_d9c38406c67fe0e95cef9583,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,1,A2,pair_875b84cf0bd76e184ddc7573,cond_17c243bb20408198caa4f230,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,1,A3,pair_a77ea0c9589b62285bf789e7,cond_0967f0c1957f2d9f1fa5e7e1,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,2,A1,pair_4df7117ad193f76bb25fe0ef,cond_c7333383f5eda64f847b69d9,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,2,A2,pair_8b21707272e156f393347b93,cond_773896df03f89d90b7a0b836,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,2,2,A3,pair_db0456b8b9d4a4fc84e2beed,cond_1a4191c6337701c72889ccf0,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,0,A1,pair_1442022fc6c5e262216c2073,cond_021a931c1fb0a33ac6f4ce82,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,0,A2,pair_c1dec54e94974c054908f2c3,cond_659a778b9db8f8d0e754fab5,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,0,A3,pair_3eacb39272786cb649073b57,cond_5bb1f41b9f80e463d6b5aec9,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,1,A1,pair_b05ffc5f2434aa1959c8e0e2,cond_e33b7d75ed3a0d308647fb8a,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,1,A2,pair_c1e269e7190fde5d9ff5f552,cond_3881c735b9dc825eb3c90d45,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,1,A3,pair_c79f6601e030ebd2067ec6de,cond_1acb31313267f6f5ddd56d96,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,2,A1,pair_f86ae0f5b1a7a3e4209af1ca,cond_298b2a916ceb7dab705008ce,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,2,A2,pair_77397d69b88b179e153c702d,cond_05c2ca0c19821908b7f6f75c,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,3,2,A3,pair_e2b043df160816f5fdd81e64,cond_75e9c67aba01d0a980c2aafb,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,0,A1,pair_b1310b19d663beb4cbd53c8d,cond_fb1fcb27ecc5c26667ef78a8,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,0,A2,pair_bdf1f6e8472c8d76aff3d040,cond_bf05d135e3bacacfdba9364f,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,0,A3,pair_c05f65484ff968fcafd730cc,cond_a45344672d3787efe30db3dc,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,1,A1,pair_ba2afdeb468b71e1fef11175,cond_231bb946531356aaeebdafb9,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,1,A2,pair_ed40a5cb6d8516ea236f9635,cond_c7ddbbefa5b932bcb29f39da,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,1,A3,pair_65532ec015bcdac5660bf184,cond_ae49cbfc6b14227833d2477c,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,2,A1,pair_1f511e7414737e2ee9b3081d,cond_20baf7be3b5a381cb228c929,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,2,A2,pair_773426702f1c21a4c6e48ed3,cond_a255a06630291fdb0cf8a67e,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,4,2,A3,pair_a75386d67e75529c96c29363,cond_a0a24986dab0ddab7b8a9d11,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,0,A1,pair_5be8a8178869acf2fd392ec4,cond_c71ef26c538bf289156d8d56,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,0,A2,pair_6e2ead72cd9dbc69d6565965,cond_6791e01fc3da1140788184ca,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,0,A3,pair_871635859f67d9a71834fe97,cond_4285e59c818fe9302b3ef1b0,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,1,A1,pair_0274a528ad1503c9c724e849,cond_137584ba34435be6cf836a25,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,1,A2,pair_a991542913bc99245846b8bb,cond_5e8379c81f192a50cae078e6,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,1,A3,pair_c1bbfbee02058f5123e30914,cond_3e6df05080d0a57029bbac66,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,2,A1,pair_c420084c739b2c3df0e2403a,cond_7bb302a5597e7ce3cda425ae,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,2,A2,pair_ec7050f28c24b4d9438b3c11,cond_d5f574a3262ba30cc03cb2a1,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,5,2,A3,pair_e69d2fed27502508d2cfd2a3,cond_0cb222cffd30f012dc6e9e48,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,0,A1,pair_18e7a3e81d6967e4d9cce644,cond_54fcffc296b978ab81f9dc70,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,0,A2,pair_273288675ae8b2c187bdd96f,cond_65217e8573fd007fd3231c0f,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,0,A3,pair_fe4a44a4ff076e943a9f4977,cond_3d89cb35fefa78cd89cc653d,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,1,A1,pair_dbc85ee49b40dfb59b2b3074,cond_6f13b53eebfe7e2911d9b6fb,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,1,A2,pair_63f060c2cbd512822fe3837a,cond_21017c2f0ab09b8bd88fec1c,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,1,A3,pair_b8f90d87cc54a439ded59026,cond_885ad266addf5cef6576d668,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,2,A1,pair_1bed42af3000f233382a5c7b,cond_26a028531b6f7f85c0ae4576,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,2,A2,pair_6d15d0b32d43280acc1e8a6d,cond_9ad23798ff7568f02ea2245c,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,6,2,A3,pair_42c1058368bca566a09472ce,cond_8f9d812deedd87d0f64c1eec,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,0,A1,pair_d04dcd3928a58743e6e6006b,cond_9df0a8cb0ce2203622936f69,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,0,A2,pair_cec49f997f1cc2a0670bb3f7,cond_74b4e777212f48daeef054fe,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,0,A3,pair_8fb655e536f09ad440a87f32,cond_b8be2b95d3f9bd09962ced07,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,1,A1,pair_a4315b7fd33b27273553b98c,cond_ca47e1f65d6c1018a6562954,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,1,A2,pair_83f2b0a41832f7cc2beadddb,cond_2638493bbb7b6007dee9171b,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,1,A3,pair_6fa8f810b8c8d919bc0c6912,cond_bc2a303c462eee922374af36,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,2,A1,pair_698cedf5ae14bb1ac684329a,cond_cad0afc385ec320c5bde6d5e,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,2,A2,pair_d52cbfba64fa589867ff1a98,cond_de7b72906c7b4238a9e878d3,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,43,7,2,A3,pair_a9cdce19ce89b76af200f9e2,cond_acffc52347a9e8282dc09c1e,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,0,A1,pair_a5d33fae02f85179aed284d5,cond_b549f092edd4351c993e4146,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,0,A2,pair_06f946129d85357eaab1f4a3,cond_f1298e6e77689cdf1855765f,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,0,A3,pair_6cff4c54c31d1f172f5ebf9a,cond_0316e22ea8569ba16f09d8c8,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,1,A1,pair_7ca7da9af7b85c410bd18ebf,cond_3c5b35156f196c7d9418be4e,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,1,A2,pair_e195f2804f0b5f8f422f131d,cond_bfff23bf170993a948292068,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,1,A3,pair_9a49df49f22a0194b25a4514,cond_de90b8ef5efe26b6e3c33274,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,2,A1,pair_9b1812c4a2e2fe2310dae181,cond_eeee501572295f0775d1a5e4,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,2,A2,pair_68d027990684c88efb84519d,cond_c9b79af5fb3311547e7c57f2,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,1,2,A3,pair_0b62c82a069fc0ea6591502f,cond_b560845950fad7fc074df356,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,0,A1,pair_81bc687f4097da257888b87f,cond_e745a18a2ce5a7776a6da4dd,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,0,A2,pair_94f4ffc15b3d16f11a0aa0e8,cond_510cb2713e0d4ee202a8cd39,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,0,A3,pair_a081c99efd1a83e18a18e6a2,cond_e9de5163c97d73dd0330264f,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,1,A1,pair_480c0f52bb6b43895bc3ccb0,cond_d9c38406c67fe0e95cef9583,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,1,A2,pair_875b84cf0bd76e184ddc7573,cond_17c243bb20408198caa4f230,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,1,A3,pair_a77ea0c9589b62285bf789e7,cond_0967f0c1957f2d9f1fa5e7e1,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,2,A1,pair_4df7117ad193f76bb25fe0ef,cond_c7333383f5eda64f847b69d9,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,2,A2,pair_8b21707272e156f393347b93,cond_773896df03f89d90b7a0b836,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,2,2,A3,pair_db0456b8b9d4a4fc84e2beed,cond_1a4191c6337701c72889ccf0,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,0,A1,pair_1442022fc6c5e262216c2073,cond_021a931c1fb0a33ac6f4ce82,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,0,A2,pair_c1dec54e94974c054908f2c3,cond_659a778b9db8f8d0e754fab5,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,0,A3,pair_3eacb39272786cb649073b57,cond_5bb1f41b9f80e463d6b5aec9,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,1,A1,pair_b05ffc5f2434aa1959c8e0e2,cond_e33b7d75ed3a0d308647fb8a,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,1,A2,pair_c1e269e7190fde5d9ff5f552,cond_3881c735b9dc825eb3c90d45,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,1,A3,pair_c79f6601e030ebd2067ec6de,cond_1acb31313267f6f5ddd56d96,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,2,A1,pair_f86ae0f5b1a7a3e4209af1ca,cond_298b2a916ceb7dab705008ce,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,2,A2,pair_77397d69b88b179e153c702d,cond_05c2ca0c19821908b7f6f75c,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,3,2,A3,pair_e2b043df160816f5fdd81e64,cond_75e9c67aba01d0a980c2aafb,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,0,A1,pair_b1310b19d663beb4cbd53c8d,cond_fb1fcb27ecc5c26667ef78a8,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,0,A2,pair_bdf1f6e8472c8d76aff3d040,cond_bf05d135e3bacacfdba9364f,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,0,A3,pair_c05f65484ff968fcafd730cc,cond_a45344672d3787efe30db3dc,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,1,A1,pair_ba2afdeb468b71e1fef11175,cond_231bb946531356aaeebdafb9,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,1,A2,pair_ed40a5cb6d8516ea236f9635,cond_c7ddbbefa5b932bcb29f39da,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,1,A3,pair_65532ec015bcdac5660bf184,cond_ae49cbfc6b14227833d2477c,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,2,A1,pair_1f511e7414737e2ee9b3081d,cond_20baf7be3b5a381cb228c929,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,2,A2,pair_773426702f1c21a4c6e48ed3,cond_a255a06630291fdb0cf8a67e,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,4,2,A3,pair_a75386d67e75529c96c29363,cond_a0a24986dab0ddab7b8a9d11,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,0,A1,pair_5be8a8178869acf2fd392ec4,cond_c71ef26c538bf289156d8d56,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,0,A2,pair_6e2ead72cd9dbc69d6565965,cond_6791e01fc3da1140788184ca,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,0,A3,pair_871635859f67d9a71834fe97,cond_4285e59c818fe9302b3ef1b0,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,1,A1,pair_0274a528ad1503c9c724e849,cond_137584ba34435be6cf836a25,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,1,A2,pair_a991542913bc99245846b8bb,cond_5e8379c81f192a50cae078e6,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,1,A3,pair_c1bbfbee02058f5123e30914,cond_3e6df05080d0a57029bbac66,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,2,A1,pair_c420084c739b2c3df0e2403a,cond_7bb302a5597e7ce3cda425ae,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,2,A2,pair_ec7050f28c24b4d9438b3c11,cond_d5f574a3262ba30cc03cb2a1,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,5,2,A3,pair_e69d2fed27502508d2cfd2a3,cond_0cb222cffd30f012dc6e9e48,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,0,A1,pair_18e7a3e81d6967e4d9cce644,cond_54fcffc296b978ab81f9dc70,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,0,A2,pair_273288675ae8b2c187bdd96f,cond_65217e8573fd007fd3231c0f,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,0,A3,pair_fe4a44a4ff076e943a9f4977,cond_3d89cb35fefa78cd89cc653d,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,1,A1,pair_dbc85ee49b40dfb59b2b3074,cond_6f13b53eebfe7e2911d9b6fb,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,1,A2,pair_63f060c2cbd512822fe3837a,cond_21017c2f0ab09b8bd88fec1c,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,1,A3,pair_b8f90d87cc54a439ded59026,cond_885ad266addf5cef6576d668,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,2,A1,pair_1bed42af3000f233382a5c7b,cond_26a028531b6f7f85c0ae4576,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,2,A2,pair_6d15d0b32d43280acc1e8a6d,cond_9ad23798ff7568f02ea2245c,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,6,2,A3,pair_42c1058368bca566a09472ce,cond_8f9d812deedd87d0f64c1eec,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,0,A1,pair_d04dcd3928a58743e6e6006b,cond_9df0a8cb0ce2203622936f69,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,0,A2,pair_cec49f997f1cc2a0670bb3f7,cond_74b4e777212f48daeef054fe,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,0,A3,pair_8fb655e536f09ad440a87f32,cond_b8be2b95d3f9bd09962ced07,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,1,A1,pair_a4315b7fd33b27273553b98c,cond_ca47e1f65d6c1018a6562954,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,1,A2,pair_83f2b0a41832f7cc2beadddb,cond_2638493bbb7b6007dee9171b,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,1,A3,pair_6fa8f810b8c8d919bc0c6912,cond_bc2a303c462eee922374af36,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,2,A1,pair_698cedf5ae14bb1ac684329a,cond_cad0afc385ec320c5bde6d5e,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,2,A2,pair_d52cbfba64fa589867ff1a98,cond_de7b72906c7b4238a9e878d3,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,44,7,2,A3,pair_a9cdce19ce89b76af200f9e2,cond_acffc52347a9e8282dc09c1e,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,0,A1,pair_a5d33fae02f85179aed284d5,cond_b549f092edd4351c993e4146,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,0,A2,pair_06f946129d85357eaab1f4a3,cond_f1298e6e77689cdf1855765f,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,0,A3,pair_6cff4c54c31d1f172f5ebf9a,cond_0316e22ea8569ba16f09d8c8,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,1,A1,pair_7ca7da9af7b85c410bd18ebf,cond_3c5b35156f196c7d9418be4e,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,1,A2,pair_e195f2804f0b5f8f422f131d,cond_bfff23bf170993a948292068,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,1,A3,pair_9a49df49f22a0194b25a4514,cond_de90b8ef5efe26b6e3c33274,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,2,A1,pair_9b1812c4a2e2fe2310dae181,cond_eeee501572295f0775d1a5e4,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,2,A2,pair_68d027990684c88efb84519d,cond_c9b79af5fb3311547e7c57f2,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,1,2,A3,pair_0b62c82a069fc0ea6591502f,cond_b560845950fad7fc074df356,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,2,0,A1,pair_81bc687f4097da257888b87f,cond_e745a18a2ce5a7776a6da4dd,50,test,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,2,0,A2,pair_94f4ffc15b3d16f11a0aa0e8,cond_510cb2713e0d4ee202a8cd39,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,2,0,A3,pair_a081c99efd1a83e18a18e6a2,cond_e9de5163c97d73dd0330264f,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,2,1,A1,pair_480c0f52bb6b43895bc3ccb0,cond_d9c38406c67fe0e95cef9583,50,validation,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
P2,1,45,2,1,A2,pair_875b84cf0bd76e184ddc7573,cond_17c243bb20408198caa4f230,50,train,c41ad2cb7af81f2be580129fb57da19264bbe31fdf7e08ed16b776288cfc09bf
