index,frequency_ghz,mapping_status
216,7.31428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
217,7.325,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
218,7.33571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
219,7.34642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
220,7.35714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
221,7.36785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
222,7.37857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
223,7.38928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
224,7.4,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
225,7.41071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
226,7.42142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
227,7.43214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
228,7.44285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
229,7.45357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
230,7.46428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
231,7.475,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
232,7.48571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
233,7.49642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
234,7.50714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
235,7.51785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
236,7.52857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
237,7.53928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
238,7.55,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
239,7.56071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
240,7.57142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
241,7.58214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
242,7.59285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
243,7.60357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
244,7.61428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
245,7.625,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
246,7.63571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
247,7.64642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
248,7.65714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
249,7.66785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
250,7.67857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
251,7.68928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
252,7.7,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
253,7.71071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
254,7.72142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
255,7.73214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
256,7.74285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
257,7.75357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
258,7.76428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
259,7.775,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
260,7.78571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
261,7.79642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
262,7.80714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
263,7.81785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
264,7.82857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
265,7.83928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
266,7.85,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
267,7.86071428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
268,7.87142857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
269,7.88214285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
270,7.89285714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
271,7.90357142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
272,7.91428571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
273,7.925,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
274,7.93571428571429,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
275,7.94642857142857,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
276,7.95714285714286,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
277,7.96785714285714,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
278,7.97857142857143,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
279,7.98928571428571,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
280,8,CONDITIONAL_LINEAR_5_TO_8_GHZ_NOT_AUTHORITATIVE_PHYSICAL_AXIS
