annealing_stage,development_fold,effective_lambda,epoch,execution_stage,fold_id,gradient_norm,held_position,held_source_position,lambda,mean_training_irm_penalty,mean_training_objective,mean_training_tagid_risk,method,per_environment_training_risk,per_environment_validation_risk,seed,selected_checkpoint_state,target_position,training_phase,training_positions,validation_accuracy,validation_irm_penalty,validation_macro_f1
POST_ANNEAL,S1,1000.0,13,SOURCE_LOPO_DEVELOPMENT,S1,2.6877335308458217,P1,P1,1000.0,0.18647243494079227,0.1808188261304583,0.17422913908958435,irm,"{""P2"": 0.1782253046262832, ""P3"": 0.17023297409216562}","{""P2"": 2.3380794525146484, ""P3"": 2.2855331897735596}",45,False,,inner_selection,P2_P3,0.19380952380952382,0.7973886132240295,0.13627617267910347
POST_ANNEAL,S1,1000.0,14,SOURCE_LOPO_DEVELOPMENT,S1,188.44855134276153,P1,P1,1000.0,18.693666382346834,18.67874063792683,3.7525631459554036,irm,"{""P2"": 3.6984299523489814, ""P3"": 3.8066962196713403}","{""P2"": 4.569084167480469, ""P3"": 4.812331199645996}",45,False,,inner_selection,P2_P3,0.14285714285714285,12.268586158752441,0.036427660737053
POST_ANNEAL,S1,1000.0,15,SOURCE_LOPO_DEVELOPMENT,S1,38.02569511565099,P1,P1,1000.0,4.8471050491787135,4.845833041781471,3.5738299242655436,irm,"{""P2"": 3.533786245073591, ""P3"": 3.6138735889253164}","{""P2"": 2.7203304767608643, ""P3"": 2.7978267669677734}",45,False,,inner_selection,P2_P3,0.14285714285714285,1.1082161664962769,0.03571428571428571
POST_ANNEAL,S1,1000.0,16,SOURCE_LOPO_DEVELOPMENT,S1,6.290444807596087,P1,P1,1000.0,0.5705853693825857,0.5724531219970612,2.4402068810235886,irm,"{""P2"": 2.4200253568376815, ""P3"": 2.4603884052094958}","{""P2"": 2.2209038734436035, ""P3"": 2.258629322052002}",45,False,,inner_selection,P2_P3,0.14285714285714285,0.22234725952148438,0.03571428571428571
POST_ANNEAL,S1,1000.0,17,SOURCE_LOPO_DEVELOPMENT,S1,1.1170762804164076,P1,P1,1000.0,0.0524624276870773,0.05445511174698671,2.0471404348100934,irm,"{""P2"": 2.042635693777175, ""P3"": 2.0516451656250725}","{""P2"": 2.029973030090332, ""P3"": 2.0372109413146973}",45,False,,inner_selection,P2_P3,0.1680952380952381,0.02496158704161644,0.06504780609545333
POST_ANNEAL,S1,1000.0,18,SOURCE_LOPO_DEVELOPMENT,S1,0.229911200814585,P1,P1,1000.0,0.0031188106721466674,0.005055023463265527,1.9412678050994874,irm,"{""P2"": 1.9407840460822696, ""P3"": 1.941751532100496}","{""P2"": 1.9860384464263916, ""P3"": 1.9867210388183594}",45,False,,inner_selection,P2_P3,0.1680952380952381,0.006784029770642519,0.06727509640493581
POST_ANNEAL,S1,1000.0,19,SOURCE_LOPO_DEVELOPMENT,S1,0.027070093538506524,P1,P1,1000.0,7.6127227099884e-05,0.001987448036670685,1.9133082671392532,irm,"{""P2"": 1.913385461171468, ""P3"": 1.9132310919534592}","{""P2"": 1.974847435951233, ""P3"": 1.974273443222046}",45,False,,inner_selection,P2_P3,0.1680952380952381,0.0038180439732968807,0.06709422086591646
ERM_WARMUP,S1,0.0,1,SOURCE_LOPO_DEVELOPMENT,S1,0.920477805609587,P1,P1,1000.0,0.007216146862548258,1.9387217265840562,1.9387217265840562,irm,"{""P2"": 1.93824691091265, ""P3"": 1.9391965355191911}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,2,SOURCE_LOPO_DEVELOPMENT,S1,0.6937906984913575,P1,P1,1000.0,0.026403299972178444,1.7621328412918817,1.7621328412918817,irm,"{""P2"": 1.7716565145765033, ""P3"": 1.7526091873835004}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,3,SOURCE_LOPO_DEVELOPMENT,S1,2.460246872946903,P1,P1,1000.0,0.1061142188972897,1.4965312662578765,1.4965312662578765,irm,"{""P2"": 1.5189522594118876, ""P3"": 1.4741102808997744}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,4,SOURCE_LOPO_DEVELOPMENT,S1,3.4535099378349674,P1,P1,1000.0,0.23052259271107023,1.243610377538772,1.243610377538772,irm,"{""P2"": 1.2816494326364427, ""P3"": 1.2055713108607702}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,5,SOURCE_LOPO_DEVELOPMENT,S1,5.937713625324222,P1,P1,1000.0,0.2763882253283546,1.0633298335756574,1.0633298335756574,irm,"{""P2"": 1.1090293169778491, ""P3"": 1.0176303535416014}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,6,SOURCE_LOPO_DEVELOPMENT,S1,5.209017857211097,P1,P1,1000.0,0.412788883088127,0.8503319924975199,0.8503319924975199,irm,"{""P2"": 0.8997245321955, ""P3"": 0.8009394503775097}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,7,SOURCE_LOPO_DEVELOPMENT,S1,6.405003961384109,P1,P1,1000.0,0.4320100666417016,0.6974568344676305,0.6974568344676305,irm,"{""P2"": 0.7448329652301849, ""P3"": 0.6500807061271062}",,45,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,8,SOURCE_LOPO_DEVELOPMENT,S1,4.73793892480611,P1,P1,1000.0,0.4632734757567209,0.5308530185714601,0.5308530185714601,irm,"{""P2"": 0.5722872191005283, ""P3"": 0.4894188192534068}",,45,False,,outer_refit,P2_P3,,,
POST_ANNEAL,S1,1000.0,9,SOURCE_LOPO_DEVELOPMENT,S1,112.68166198873719,P1,P1,1000.0,10.130902638511053,10.124789543151856,2.6554467985365124,irm,"{""P2"": 2.6358765123760888, ""P3"": 2.6750170686509875}",,45,False,,outer_refit,P2_P3,,,
POST_ANNEAL,S1,1000.0,10,SOURCE_LOPO_DEVELOPMENT,S1,15.973771019134016,P1,P1,1000.0,1.8099127713307028,1.8107484198119195,2.6463938660848707,irm,"{""P2"": 2.620724187427097, ""P3"": 2.672063554430765}",,45,False,,outer_refit,P2_P3,,,
POST_ANNEAL,S1,1000.0,11,SOURCE_LOPO_DEVELOPMENT,S1,1.0906936354102832,P1,P1,1000.0,0.0212345515487213,0.023197353540195358,1.9859993778713165,irm,"{""P2"": 1.986717956331041, ""P3"": 1.985280801303803}",,45,True,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,1,SOURCE_LOPO_DEVELOPMENT,S1,1.1401063999940713,P1,P1,,0.0,1.9674694049926031,1.9674694049926031,erm,"{""P2"": 1.9648946637199038, ""P3"": 1.9700440881365822}","{""P2"": 1.9386353492736816, ""P3"": 1.9377189874649048}",46,True,,inner_selection,P2_P3,0.17238095238095238,2.72048418992199e-05,0.10891448006109548
ERM_WARMUP,S1,0.0,2,SOURCE_LOPO_DEVELOPMENT,S1,0.38665420842970766,P1,P1,,0.0,1.8610226049877348,1.8610226049877348,erm,"{""P2"": 1.8611835073289418, ""P3"": 1.860861702646528}","{""P2"": 1.9076133966445923, ""P3"": 1.9128806591033936}",46,True,,inner_selection,P2_P3,0.2823809523809524,0.0007277067052200437,0.23557613849788783
ERM_WARMUP,S1,0.0,3,SOURCE_LOPO_DEVELOPMENT,S1,1.0097472185945726,P1,P1,,0.0,1.667222641763233,1.667222641763233,erm,"{""P2"": 1.6654703703380767, ""P3"": 1.6689749059222994}","{""P2"": 1.8983184099197388, ""P3"": 1.9049793481826782}",46,False,,inner_selection,P2_P3,0.1919047619047619,0.0007672163774259388,0.1899158150578395
ERM_WARMUP,S1,0.0,4,SOURCE_LOPO_DEVELOPMENT,S1,1.7204124400636671,P1,P1,,0.0,1.3862603428250266,1.3862603428250266,erm,"{""P2"": 1.3979712772369384, ""P3"": 1.3745493793487549}","{""P2"": 1.9013110399246216, ""P3"": 1.903127908706665}",46,False,,inner_selection,P2_P3,0.21476190476190476,0.006160216871649027,0.2245302651273093
ERM_WARMUP,S1,0.0,5,SOURCE_LOPO_DEVELOPMENT,S1,3.546081383985479,P1,P1,,0.0,1.1604090713319324,1.1604090713319324,erm,"{""P2"": 1.1789814224697295, ""P3"": 1.1418367231459845}","{""P2"": 1.9266467094421387, ""P3"": 1.921662449836731}",46,False,,inner_selection,P2_P3,0.23809523809523808,0.021976299583911896,0.22279167259836394
ERM_WARMUP,S1,0.0,6,SOURCE_LOPO_DEVELOPMENT,S1,3.795446219226203,P1,P1,,0.0,0.9375972028005691,0.9375972028005691,erm,"{""P2"": 0.9648857951164246, ""P3"": 0.9103086155936831}","{""P2"": 1.986099123954773, ""P3"": 2.025580644607544}",46,False,,inner_selection,P2_P3,0.16666666666666666,0.09507676213979721,0.14622645600469472
ERM_WARMUP,S1,0.0,7,SOURCE_LOPO_DEVELOPMENT,S1,5.1127112467534985,P1,P1,,0.0,0.7819626020249866,0.7819626020249866,erm,"{""P2"": 0.8111487513496762, ""P3"": 0.752776438168117}","{""P2"": 2.010430335998535, ""P3"": 2.0411922931671143}",46,False,,inner_selection,P2_P3,0.24285714285714285,0.12913154065608978,0.2099155927153092
ERM_WARMUP,S1,0.0,8,SOURCE_LOPO_DEVELOPMENT,S1,4.356951432526621,P1,P1,,0.0,0.6073636547724406,0.6073636547724406,erm,"{""P2"": 0.6323297233808608, ""P3"": 0.5823975825309753}","{""P2"": 2.035224676132202, ""P3"": 2.1142640113830566}",46,False,,inner_selection,P2_P3,0.16714285714285715,0.18422970175743103,0.1474619118402737
ERM_WARMUP,S1,0.0,9,SOURCE_LOPO_DEVELOPMENT,S1,4.277019961362882,P1,P1,,0.0,0.47245479606446766,0.47245479606446766,erm,"{""P2"": 0.49510532254264467, ""P3"": 0.44980425868715557}","{""P2"": 2.1275999546051025, ""P3"": 2.221160411834717}",46,False,,inner_selection,P2_P3,0.11952380952380952,0.38647207617759705,0.11144989613765263
ERM_WARMUP,S1,0.0,10,SOURCE_LOPO_DEVELOPMENT,S1,7.86074426664264,P1,P1,,0.0,0.42377931583495365,0.42377931583495365,erm,"{""P2"": 0.4418290536744254, ""P3"": 0.4057295779954819}","{""P2"": 2.1504762172698975, ""P3"": 2.1643223762512207}",46,True,,inner_selection,P2_P3,0.28904761904761905,0.3911346197128296,0.23679996281319
ERM_WARMUP,S1,0.0,11,SOURCE_LOPO_DEVELOPMENT,S1,5.512924013807326,P1,P1,,0.0,0.31021406071526664,0.31021406071526664,erm,"{""P2"": 0.3241342184089479, ""P3"": 0.29629390446912673}","{""P2"": 2.1263434886932373, ""P3"": 2.2228825092315674}",46,False,,inner_selection,P2_P3,0.18904761904761905,0.39665037393569946,0.19677934286705007
ERM_WARMUP,S1,0.0,12,SOURCE_LOPO_DEVELOPMENT,S1,2.9702084346885727,P1,P1,,0.0,0.22583053770519437,0.22583053770519437,erm,"{""P2"": 0.234235646043505, ""P3"": 0.21742542264007386}","{""P2"": 2.156461000442505, ""P3"": 2.2175536155700684}",46,False,,inner_selection,P2_P3,0.21142857142857144,0.4516487717628479,0.19950397342454865
ERM_WARMUP,S1,0.0,13,SOURCE_LOPO_DEVELOPMENT,S1,3.4881169605024995,P1,P1,,0.0,0.18504224913460868,0.18504224913460868,erm,"{""P2"": 0.19031527882530574, ""P3"": 0.17976921708810897}","{""P2"": 2.226193428039551, ""P3"": 2.2966721057891846}",46,False,,inner_selection,P2_P3,0.1461904761904762,0.6047894954681396,0.171634757641892
ERM_WARMUP,S1,0.0,14,SOURCE_LOPO_DEVELOPMENT,S1,3.2586113051037207,P1,P1,,0.0,0.1505563000837962,0.1505563000837962,erm,"{""P2"": 0.15237360727219354, ""P3"": 0.14873899407330013}","{""P2"": 2.2763447761535645, ""P3"": 2.3176050186157227}",46,False,,inner_selection,P2_P3,0.09952380952380953,0.660110354423523,0.10458651527367395
ERM_WARMUP,S1,0.0,15,SOURCE_LOPO_DEVELOPMENT,S1,2.931321988993062,P1,P1,,0.0,0.12350746203036535,0.12350746203036535,erm,"{""P2"": 0.12399042810712542, ""P3"": 0.12302449731599717}","{""P2"": 2.2769358158111572, ""P3"": 2.3088364601135254}",46,False,,inner_selection,P2_P3,0.19047619047619047,0.7100520133972168,0.16899522350558915
ERM_WARMUP,S1,0.0,16,SOURCE_LOPO_DEVELOPMENT,S1,1.6972133813453925,P1,P1,,0.0,0.09763491771050863,0.09763491771050863,erm,"{""P2"": 0.09670447077069964, ""P3"": 0.09856536283379509}","{""P2"": 2.31655216217041, ""P3"": 2.3716275691986084}",46,False,,inner_selection,P2_P3,0.13857142857142857,0.8311287760734558,0.14740219229701973
ERM_WARMUP,S1,0.0,17,SOURCE_LOPO_DEVELOPMENT,S1,1.7411767548056662,P1,P1,,0.0,0.08382010766438075,0.08382010766438075,erm,"{""P2"": 0.08324551683096659, ""P3"": 0.08439469967569624}","{""P2"": 2.378618001937866, ""P3"": 2.4260289669036865}",46,False,,inner_selection,P2_P3,0.10142857142857142,1.006435513496399,0.09107272353434151
ERM_WARMUP,S1,0.0,18,SOURCE_LOPO_DEVELOPMENT,S1,1.7232858018527037,P1,P1,,0.0,0.07274825783002944,0.07274825783002944,erm,"{""P2"": 0.07173341004621415, ""P3"": 0.07376310720330193}","{""P2"": 2.3959178924560547, ""P3"": 2.476148843765259}",46,False,,inner_selection,P2_P3,0.14285714285714285,1.098386526107788,0.12341638473933413
ERM_WARMUP,S1,0.0,1,SOURCE_LOPO_DEVELOPMENT,S1,0.853097798979485,P1,P1,,0.0,1.9476730854549105,1.9476730854549105,erm,"{""P2"": 1.94729859488351, ""P3"": 1.948047556650071}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,2,SOURCE_LOPO_DEVELOPMENT,S1,0.5283888935079896,P1,P1,,0.0,1.7927782432616703,1.7927782432616703,erm,"{""P2"": 1.7906223786823334, ""P3"": 1.7949341350131565}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,3,SOURCE_LOPO_DEVELOPMENT,S1,1.7305482706769215,P1,P1,,0.0,1.5077109040911236,1.5077109040911236,erm,"{""P2"": 1.5127255783383808, ""P3"": 1.5026962298438662}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,4,SOURCE_LOPO_DEVELOPMENT,S1,3.433484886999224,P1,P1,,0.0,1.2483577428545272,1.2483577428545272,erm,"{""P2"": 1.2687483135102287, ""P3"": 1.2279671625107054}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,5,SOURCE_LOPO_DEVELOPMENT,S1,4.151057540073984,P1,P1,,0.0,1.025671314625513,1.025671314625513,erm,"{""P2"": 1.0562831265585764, ""P3"": 0.9950595123805697}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,6,SOURCE_LOPO_DEVELOPMENT,S1,6.4330238512783895,P1,P1,,0.0,0.8646079474403745,0.8646079474403745,erm,"{""P2"": 0.8982667262592013, ""P3"": 0.8309491637774876}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,7,SOURCE_LOPO_DEVELOPMENT,S1,6.594096701319604,P1,P1,,0.0,0.6972336195007203,0.6972336195007203,erm,"{""P2"": 0.7333844825199672, ""P3"": 0.6610827613255335}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,8,SOURCE_LOPO_DEVELOPMENT,S1,7.597312173241417,P1,P1,,0.0,0.5678059074613783,0.5678059074613783,erm,"{""P2"": 0.601854313744439, ""P3"": 0.5337574999673026}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,9,SOURCE_LOPO_DEVELOPMENT,S1,4.722643111196981,P1,P1,,0.0,0.4169417957464854,0.4169417957464854,erm,"{""P2"": 0.44627908882640654, ""P3"": 0.38760450508859423}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,10,SOURCE_LOPO_DEVELOPMENT,S1,4.2484727260947315,P1,P1,,0.0,0.32245397223366634,0.32245397223366634,erm,"{""P2"": 0.346471307712888, ""P3"": 0.29843663675444465}",,46,True,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,1,SOURCE_LOPO_DEVELOPMENT,S1,1.1401063999940713,P1,P1,1.0,0.011430210098180743,1.9674694049926031,1.9674694049926031,irm,"{""P2"": 1.9648946637199038, ""P3"": 1.9700440881365822}","{""P2"": 1.9386353492736816, ""P3"": 1.9377189874649048}",46,True,,inner_selection,P2_P3,0.17238095238095238,2.72048418992199e-05,0.10891448006109548
ERM_WARMUP,S1,0.0,2,SOURCE_LOPO_DEVELOPMENT,S1,0.38665420842970766,P1,P1,1.0,0.0070551618614367075,1.8610226049877348,1.8610226049877348,irm,"{""P2"": 1.8611835073289418, ""P3"": 1.860861702646528}","{""P2"": 1.9076133966445923, ""P3"": 1.9128806591033936}",46,True,,inner_selection,P2_P3,0.2823809523809524,0.0007277067052200437,0.23557613849788783
ERM_WARMUP,S1,0.0,3,SOURCE_LOPO_DEVELOPMENT,S1,1.0097472185945726,P1,P1,1.0,0.05660446368512653,1.667222641763233,1.667222641763233,irm,"{""P2"": 1.6654703703380767, ""P3"": 1.6689749059222994}","{""P2"": 1.8983184099197388, ""P3"": 1.9049793481826782}",46,False,,inner_selection,P2_P3,0.1919047619047619,0.0007672163774259388,0.1899158150578395
ERM_WARMUP,S1,0.0,4,SOURCE_LOPO_DEVELOPMENT,S1,1.7204124400636671,P1,P1,1.0,0.1798977242197309,1.3862603428250266,1.3862603428250266,irm,"{""P2"": 1.3979712772369384, ""P3"": 1.3745493793487549}","{""P2"": 1.9013110399246216, ""P3"": 1.903127908706665}",46,False,,inner_selection,P2_P3,0.21476190476190476,0.006160216871649027,0.2245302651273093
ERM_WARMUP,S1,0.0,5,SOURCE_LOPO_DEVELOPMENT,S1,3.546081383985479,P1,P1,1.0,0.27199223427545455,1.1604090713319324,1.1604090713319324,irm,"{""P2"": 1.1789814224697295, ""P3"": 1.1418367231459845}","{""P2"": 1.9266467094421387, ""P3"": 1.921662449836731}",46,False,,inner_selection,P2_P3,0.23809523809523808,0.021976299583911896,0.22279167259836394
ERM_WARMUP,S1,0.0,6,SOURCE_LOPO_DEVELOPMENT,S1,3.795446219226203,P1,P1,1.0,0.4076080870628357,0.9375972028005691,0.9375972028005691,irm,"{""P2"": 0.9648857951164246, ""P3"": 0.9103086155936831}","{""P2"": 1.986099123954773, ""P3"": 2.025580644607544}",46,False,,inner_selection,P2_P3,0.16666666666666666,0.09507676213979721,0.14622645600469472
ERM_WARMUP,S1,0.0,7,SOURCE_LOPO_DEVELOPMENT,S1,5.1127112467534985,P1,P1,1.0,0.42723764941805886,0.7819626020249866,0.7819626020249866,irm,"{""P2"": 0.8111487513496762, ""P3"": 0.752776438168117}","{""P2"": 2.010430335998535, ""P3"": 2.0411922931671143}",46,False,,inner_selection,P2_P3,0.24285714285714285,0.12913154065608978,0.2099155927153092
ERM_WARMUP,S1,0.0,8,SOURCE_LOPO_DEVELOPMENT,S1,4.356951432526621,P1,P1,1.0,0.48624019628479365,0.6073636547724406,0.6073636547724406,irm,"{""P2"": 0.6323297233808608, ""P3"": 0.5823975825309753}","{""P2"": 2.035224676132202, ""P3"": 2.1142640113830566}",46,False,,inner_selection,P2_P3,0.16714285714285715,0.18422970175743103,0.1474619118402737
ERM_WARMUP,S1,0.0,9,SOURCE_LOPO_DEVELOPMENT,S1,4.277019961362882,P1,P1,1.0,0.46541954017820814,0.47245479606446766,0.47245479606446766,irm,"{""P2"": 0.49510532254264467, ""P3"": 0.44980425868715557}","{""P2"": 2.1275999546051025, ""P3"": 2.221160411834717}",46,False,,inner_selection,P2_P3,0.11952380952380952,0.38647207617759705,0.11144989613765263
ERM_WARMUP,S1,0.0,10,SOURCE_LOPO_DEVELOPMENT,S1,7.86074426664264,P1,P1,1.0,0.3705242421513512,0.42377931583495365,0.42377931583495365,irm,"{""P2"": 0.4418290536744254, ""P3"": 0.4057295779954819}","{""P2"": 2.1504762172698975, ""P3"": 2.1643223762512207}",46,True,,inner_selection,P2_P3,0.28904761904761905,0.3911346197128296,0.23679996281319
ERM_WARMUP,S1,0.0,11,SOURCE_LOPO_DEVELOPMENT,S1,5.512924013807326,P1,P1,1.0,0.3380813989185152,0.31021406071526664,0.31021406071526664,irm,"{""P2"": 0.3241342184089479, ""P3"": 0.29629390446912673}","{""P2"": 2.1263434886932373, ""P3"": 2.2228825092315674}",46,False,,inner_selection,P2_P3,0.18904761904761905,0.39665037393569946,0.19677934286705007
ERM_WARMUP,S1,0.0,12,SOURCE_LOPO_DEVELOPMENT,S1,2.9702084346885727,P1,P1,1.0,0.2744178723153614,0.22583053770519437,0.22583053770519437,irm,"{""P2"": 0.234235646043505, ""P3"": 0.21742542264007386}","{""P2"": 2.156461000442505, ""P3"": 2.2175536155700684}",46,False,,inner_selection,P2_P3,0.21142857142857144,0.4516487717628479,0.19950397342454865
POST_ANNEAL,S1,1.0,13,SOURCE_LOPO_DEVELOPMENT,S1,2.3884383084326295,P1,P1,1.0,0.21152074600969042,0.18718759355090914,0.18098009631747292,irm,"{""P2"": 0.18618714054425559, ""P3"": 0.17577304955039705}","{""P2"": 2.2046380043029785, ""P3"": 2.2686643600463867}",46,False,,inner_selection,P2_P3,0.14333333333333334,0.5351549386978149,0.13586736546799244
POST_ANNEAL,S1,1.0,14,SOURCE_LOPO_DEVELOPMENT,S1,1.4900251251801733,P1,P1,1.0,0.15101221044858296,0.14518833834500539,0.13936446533316657,irm,"{""P2"": 0.14087372396673475, ""P3"": 0.13785520325104395}","{""P2"": 2.289121627807617, ""P3"": 2.3110439777374268}",46,False,,inner_selection,P2_P3,0.1319047619047619,0.6940640211105347,0.12486519250704894
POST_ANNEAL,S1,1.0,15,SOURCE_LOPO_DEVELOPMENT,S1,0.9750075736023923,P1,P1,1.0,0.10534763662588029,0.10639880431549889,0.10744997155098689,irm,"{""P2"": 0.10680291547661735, ""P3"": 0.10809702690158572}","{""P2"": 2.3103129863739014, ""P3"": 2.3641860485076904}",46,False,,inner_selection,P2_P3,0.14333333333333334,0.8197255730628967,0.1388000972775481
POST_ANNEAL,S1,1.0,16,SOURCE_LOPO_DEVELOPMENT,S1,1.063578794469043,P1,P1,1.0,0.07615213626906986,0.08206109408821378,0.08797005054496583,irm,"{""P2"": 0.08539375425804228, ""P3"": 0.09054634551207225}","{""P2"": 2.3415093421936035, ""P3"": 2.4145522117614746}",46,False,,inner_selection,P2_P3,0.21428571428571427,0.9747666120529175,0.2010776720291084
POST_ANNEAL,S1,1.0,17,SOURCE_LOPO_DEVELOPMENT,S1,0.9137751155878265,P1,P1,1.0,0.05625501111149788,0.06449110248259135,0.07272719535089675,irm,"{""P2"": 0.06871582958669889, ""P3"": 0.07673856079578399}","{""P2"": 2.3958330154418945, ""P3"": 2.440056085586548}",46,False,,inner_selection,P2_P3,0.1657142857142857,1.0768873691558838,0.14858958666300692
POST_ANNEAL,S1,1.0,18,SOURCE_LOPO_DEVELOPMENT,S1,0.926436305854647,P1,P1,1.0,0.04300109594350769,0.05283021968035471,0.062659343509447,irm,"{""P2"": 0.057752010212058114, ""P3"": 0.06756667812665304}","{""P2"": 2.4136292934417725, ""P3"": 2.4788036346435547}",46,False,,inner_selection,P2_P3,0.16714285714285715,1.1794593334197998,0.15245706347926172
ERM_WARMUP,S1,0.0,1,SOURCE_LOPO_DEVELOPMENT,S1,0.853097798979485,P1,P1,1.0,0.007572247808991325,1.9476730854549105,1.9476730854549105,irm,"{""P2"": 1.94729859488351, ""P3"": 1.948047556650071}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,2,SOURCE_LOPO_DEVELOPMENT,S1,0.5283888935079896,P1,P1,1.0,0.019164315793249342,1.7927782432616703,1.7927782432616703,irm,"{""P2"": 1.7906223786823334, ""P3"": 1.7949341350131565}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,3,SOURCE_LOPO_DEVELOPMENT,S1,1.7305482706769215,P1,P1,1.0,0.10009067317796132,1.5077109040911236,1.5077109040911236,irm,"{""P2"": 1.5127255783383808, ""P3"": 1.5026962298438662}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,4,SOURCE_LOPO_DEVELOPMENT,S1,3.433484886999224,P1,P1,1.0,0.21397187719269403,1.2483577428545272,1.2483577428545272,irm,"{""P2"": 1.2687483135102287, ""P3"": 1.2279671625107054}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,5,SOURCE_LOPO_DEVELOPMENT,S1,4.151057540073984,P1,P1,1.0,0.33011408624194916,1.025671314625513,1.025671314625513,irm,"{""P2"": 1.0562831265585764, ""P3"": 0.9950595123805697}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,6,SOURCE_LOPO_DEVELOPMENT,S1,6.4330238512783895,P1,P1,1.0,0.36074883194196794,0.8646079474403745,0.8646079474403745,irm,"{""P2"": 0.8982667262592013, ""P3"": 0.8309491637774876}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,7,SOURCE_LOPO_DEVELOPMENT,S1,6.594096701319604,P1,P1,1.0,0.4129843492735,0.6972336195007203,0.6972336195007203,irm,"{""P2"": 0.7333844825199672, ""P3"": 0.6610827613255335}",,46,False,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,8,SOURCE_LOPO_DEVELOPMENT,S1,7.597312173241417,P1,P1,1.0,0.41763824496950425,0.5678059074613783,0.5678059074613783,irm,"{""P2"": 0.601854313744439, ""P3"": 0.5337574999673026}",,46,False,,outer_refit,P2_P3,,,
POST_ANNEAL,S1,1.0,9,SOURCE_LOPO_DEVELOPMENT,S1,2.830381293653307,P1,P1,1.0,0.33187241372608,0.41560485764155314,0.5018190633682977,irm,"{""P2"": 0.5326691818615746, ""P3"": 0.47096894608603584}",,46,False,,outer_refit,P2_P3,,,
POST_ANNEAL,S1,1.0,10,SOURCE_LOPO_DEVELOPMENT,S1,1.0130553506985636,P1,P1,1.0,0.21447418484422895,0.3339037407012213,0.4533332998222775,irm,"{""P2"": 0.4945477716695695, ""P3"": 0.4121188364520906}",,46,True,,outer_refit,P2_P3,,,
ERM_WARMUP,S1,0.0,1,SOURCE_LOPO_DEVELOPMENT,S1,1.1401063999940713,P1,P1,10.0,0.011430210098180743,1.9674694049926031,1.9674694049926031,irm,"{""P2"": 1.9648946637199038, ""P3"": 1.9700440881365822}","{""P2"": 1.9386353492736816, ""P3"": 1.9377189874649048}",46,True,,inner_selection,P2_P3,0.17238095238095238,2.72048418992199e-05,0.10891448006109548
ERM_WARMUP,S1,0.0,2,SOURCE_LOPO_DEVELOPMENT,S1,0.38665420842970766,P1,P1,10.0,0.0070551618614367075,1.8610226049877348,1.8610226049877348,irm,"{""P2"": 1.8611835073289418, ""P3"": 1.860861702646528}","{""P2"": 1.9076133966445923, ""P3"": 1.9128806591033936}",46,True,,inner_selection,P2_P3,0.2823809523809524,0.0007277067052200437,0.23557613849788783
ERM_WARMUP,S1,0.0,3,SOURCE_LOPO_DEVELOPMENT,S1,1.0097472185945726,P1,P1,10.0,0.05660446368512653,1.667222641763233,1.667222641763233,irm,"{""P2"": 1.6654703703380767, ""P3"": 1.6689749059222994}","{""P2"": 1.8983184099197388, ""P3"": 1.9049793481826782}",46,False,,inner_selection,P2_P3,0.1919047619047619,0.0007672163774259388,0.1899158150578395
ERM_WARMUP,S1,0.0,4,SOURCE_LOPO_DEVELOPMENT,S1,1.7204124400636671,P1,P1,10.0,0.1798977242197309,1.3862603428250266,1.3862603428250266,irm,"{""P2"": 1.3979712772369384, ""P3"": 1.3745493793487549}","{""P2"": 1.9013110399246216, ""P3"": 1.903127908706665}",46,False,,inner_selection,P2_P3,0.21476190476190476,0.006160216871649027,0.2245302651273093
