fold,support_seed,selection_rank,first_included_budget,dataset_index,sample_id,class_index,TagID,ER,surface_index,factor_cell,condition_block_id,row_ordinal_within_block,exact_signal_sha256
0,505027,231,500,552,P4_S0_R0552,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,2,73ec9c51e480fa8683a7acd4040ad0fc2a179057784c2d82c9e284b92c1f304d
0,505027,232,500,1663,P4_S1_R0613,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,13,54dbad0d7049424be4e5f55371a5acd240100ae0383dc1c5324c40cfba816d8a
0,505027,233,500,1846,P4_S1_R0796,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,46,a07630d77cc7d3aa3107169916292f356414f88a410d3892d6c084b1280cf1b8
0,505027,234,500,1966,P4_S1_R0916,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,16,09cfa2b379ae88c8365a92725c16b9e79adbf30393db39a395afeb93566e5525
0,505027,235,500,1076,P4_S1_R0026,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,26,cd889da4d3dda0f94b7e0b721e5855d9afddc34afb0dda4bc140adaad25e646d
0,505027,236,500,1244,P4_S1_R0194,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,44,78094538765a98666e00986ce6ebc2d0a62d0da1bd9a7e607f207167611e0a07
0,505027,237,500,1394,P4_S1_R0344,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,44,548d1073e77ce7a2b883396c720a425c04837843dae72075a3a7071b69346b0c
0,505027,238,500,1516,P4_S1_R0466,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,16,3dc15b41bc4582d90fafe316cfcda39a1458e6c311e7b1026fae5be71468d862
0,505027,239,500,692,P4_S0_R0692,4,5,1,0,E1xS0,block_3ce4205902299104d952,42,d48d332d2b72571e8f2672d3a4f227939865d145273f946a9f2a740ec41d4ffd
0,505027,240,500,821,P4_S0_R0821,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,21,de9f72f593fed03f863716a22a3b8c491ad1294137de2de2407c5adeb9f8b5c3
0,505027,241,500,961,P4_S0_R0961,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,11,e686cee2de4b3c75cc3683c6f89d7a246638a371feb4f717112e43f5246e8223
0,505027,242,500,90,P4_S0_R0090,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,40,64020dd5979b1c22da44bf6e3d8cd15599bb7e00cdd3f6b0f107b0c202940239
0,505027,243,500,217,P4_S0_R0217,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,17,43da17dee83a744f02ae0d1a4cc5be814c3189cc133ff41d2a1579856382cced
0,505027,244,500,369,P4_S0_R0369,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,19,2d14bb95762b02df4bb828711d63fb6a2199201c890192eb4a0b59dda6abe84c
0,505027,245,500,525,P4_S0_R0525,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,25,806810d844eb87abe089e0fd46ac22b25efcf368b46b335b84cc3fca2af4d600
0,505027,246,500,2774,P4_S2_R0674,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,24,85ea1718808d9cc7d816ca91091c4ce9c8d0162af6b7188e04658ff0f09fea55
0,505027,247,500,2934,P4_S2_R0834,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,34,aba8e0929d6250a6dfcf0f9756b7cee28a96f4579f50dc604172219a9a10f90e
0,505027,248,500,3077,P4_S2_R0977,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,27,16cdbf49ea1998c7c58c87cf4a5de63c94e0f8b011940eb2d41e26318259c7ac
0,505027,249,500,2158,P4_S2_R0058,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,8,72cbce64a5ffd20b97211c4fb651db35053e188e7f859b000e8d0c48b7ca5160
0,505027,250,500,2325,P4_S2_R0225,1,2,1,2,E1xS2,block_92a382111db9fde48de1,25,e15dcc8e980e69bd3d3cbd8cf918b2d85dc23ac03615061feb2997ed58eda4db
0,505027,251,500,2460,P4_S2_R0360,2,3,1,2,E1xS2,block_d9a2aa445ea217ac43a8,10,3ca6fa167b0259b78bbec200611a125fe5127d3f7eb29d726c48751dd9909954
0,505027,252,500,2635,P4_S2_R0535,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,35,41f30c57dd1cc3fa73d94570caad445eaabca054a8987a81e3da6e80fab80f1a
0,505027,253,500,2724,P4_S2_R0624,4,5,0,2,E0xS2,block_b5566805f96ca56a8df8,24,6c01aabd7179df9715bf7ac25afacc83740610a6ea248305e4c86f12631628a1
0,505027,254,500,2886,P4_S2_R0786,5,6,0,2,E0xS2,block_a6ed69b04e5479ad4efe,36,46017372e440c7fb1af35743c095a60da68f29d6f545803ef89866aa023812a7
0,505027,255,500,3042,P4_S2_R0942,6,7,0,2,E0xS2,block_9c41b8b37cd02b562989,42,786d2cc2f42182c323b68e8e3c19dc5601dff3a4e7c95facc1ede2ff4d673219
0,505027,256,500,2110,P4_S2_R0010,0,1,0,2,E0xS2,block_dcd65b6733239f039f78,10,6b191bd8fdfc5ea65121c1d8ee1493fcb042b80d4ecd4135873e940c661f5103
0,505027,257,500,2278,P4_S2_R0178,1,2,0,2,E0xS2,block_f9220b318055328fc70b,28,5fc0e4607279d3c4b63c1553a074fb005cf999b34b5633c9f274cb9d501ba3cc
0,505027,258,500,2434,P4_S2_R0334,2,3,0,2,E0xS2,block_a1f01518e8af3b26a76b,34,f8b04ae69bc51163baa0c20d940652050efd70f2f4a106517f07279ca2e39551
0,505027,259,500,2593,P4_S2_R0493,3,4,0,2,E0xS2,block_cd83c9ffbceb34f2a036,43,b8e1012710da39035c0d421e9f90c427bdbf51f9a78c428deb947e51ae30f3fc
0,505027,260,500,1750,P4_S1_R0700,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,0,bbbe96b1565c7892cb63232d78c3fee6747a20e013d0a1bd849094febf34d4b7
0,505027,261,500,1932,P4_S1_R0882,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,32,8962a429a6a01dbd94831fde0a372a82d6286e7cd52cfd10a6709134392e38c5
0,505027,262,500,2079,P4_S1_R1029,6,7,2,1,E2xS1,block_341a112d441641aadab6,29,8f69ac45117a2abc81d554206b48e64f69c9ad7a6806077fe10c277bfa172249
0,505027,263,500,1173,P4_S1_R0123,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,23,f8fe930c2ec2defb5bab9d9be9d2cca1ed547c7bb1ffc863f7834a07f662534b
0,505027,264,500,1349,P4_S1_R0299,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,49,310cc4e03a55a1a9d6b3ba455f9f01b6086396a5a23f5b287ab41d092e18af90
0,505027,265,500,1497,P4_S1_R0447,2,3,2,1,E2xS1,block_43a8de3c5649853c978d,47,e257ab91d5cc4bcf9e9cf050db52a4da4a4f473094d6c5df76708fbb97bef1cc
0,505027,266,500,1648,P4_S1_R0598,3,4,2,1,E2xS1,block_f9e261f86eb69990627a,48,177bbd0b9741684c97b1f7200514bb7113ebe66d8985c29b914240afbdfa2dc2
0,505027,267,500,727,P4_S0_R0727,4,5,2,0,E2xS0,block_fc4af4c92525fc000f31,27,a6e67868cbd33cff812182a70cdad03277d49079c41a9b7e1362c94dabc84c0f
0,505027,268,500,895,P4_S0_R0895,5,6,2,0,E2xS0,block_dd0ea449f458e46f0ca5,45,1944d91fa58dd22e5f79bd9978ae1fc89bed004981a278b04eb299889b1954d9
0,505027,269,500,1046,P4_S0_R1046,6,7,2,0,E2xS0,block_8dfa1f4b216948ad599a,46,abf20c4d9f600c6dfc0c15ea2623120835e31bccd9d690968212e9b65d10b829
0,505027,270,500,131,P4_S0_R0131,0,1,2,0,E2xS0,block_ca31f3a2de70f6f36fe7,31,9a5f9d44363429328ad6bdc0e0af02373c22fefa6f3977d65dbf33226be637c5
0,505027,271,500,279,P4_S0_R0279,1,2,2,0,E2xS0,block_514d45a2b30c2c844b4a,29,dae470fd67bba52332d319dcd4cdfb9b6b7377ff73f88f6658eb16b820ebd036
0,505027,272,500,406,P4_S0_R0406,2,3,2,0,E2xS0,block_a9ba10c5c71cce187f2d,6,c7b1060f7fb27297cc4233f74c9f833b56916138f51628ad00ddbce806392440
0,505027,273,500,586,P4_S0_R0586,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,36,80d5f3f33f17965b80e4d7a32ca76ca7e5ac2268e3336558ebb5c1b8557ff978
0,505027,274,500,1697,P4_S1_R0647,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,47,54dbad0d7049424be4e5f55371a5acd240100ae0383dc1c5324c40cfba816d8a
0,505027,275,500,1802,P4_S1_R0752,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,2,35928d5116a11a190e041fa1b33eb0138d2e6d8e4f30f11055b44a879d5a7d8d
0,505027,276,500,1968,P4_S1_R0918,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,18,b5649c7b7aa731da406d3503827eddc9cea0e6819806245e73e5688c2ae05092
0,505027,277,500,1057,P4_S1_R0007,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,7,273a15fad50152c54262ac7edbbf89beb979a32644ad9069d9efd5866da41d30
0,505027,278,500,1202,P4_S1_R0152,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,2,78094538765a98666e00986ce6ebc2d0a62d0da1bd9a7e607f207167611e0a07
0,505027,279,500,1384,P4_S1_R0334,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,34,8dfdc4083d804643ae669550a836a99db978eeda87e03ef7969c0a8ef192b07e
0,505027,280,500,1520,P4_S1_R0470,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,20,e72317bc8dd6dc0d220a219ec101814251fcc85b3ab39caf479aece83da4cdc6
0,505027,281,500,667,P4_S0_R0667,4,5,1,0,E1xS0,block_3ce4205902299104d952,17,4b9b007adbe30488869d04111828343efc162789f5cf0d97a8258d55b945f908
0,505027,282,500,839,P4_S0_R0839,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,39,d1ec89fd9650ff5f4391ab60ed09831297960b453b02929a1231cfa8e8eee5ec
0,505027,283,500,956,P4_S0_R0956,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,6,d9920e93f510d3dbbf263affce1d99ad82c62a9f9c3a6daac891637171436765
0,505027,284,500,67,P4_S0_R0067,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,17,0ab86274d0c73286962494c72a33a5f0c655e769b44b3381e15da6a6221e47c3
0,505027,285,500,233,P4_S0_R0233,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,33,12a883bae749ff779b0a204a46a628e177d83a0c16f8b367ffd98d9218a6349a
0,505027,286,500,364,P4_S0_R0364,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,14,d8f05dd4942f878c92dcc7ac29e2faa91e2f45ca31bf1a5c3b42b77bd54b2028
0,505027,287,500,511,P4_S0_R0511,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,11,0330124b5c7bc1972d27c1668a94a2ab444ffa0c05646dd1ba1c3d072e7a159b
0,505027,288,500,2752,P4_S2_R0652,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,2,7c1705362937c2f53c3fc7b922456715cc13e31908886f398a1fdd02e3e56eb5
0,505027,289,500,2943,P4_S2_R0843,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,43,895c45665915ba5b7a0861bfbf20e22a26f5b774ea98097e3f01e75424f86285
0,505027,290,500,3091,P4_S2_R0991,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,41,16cdbf49ea1998c7c58c87cf4a5de63c94e0f8b011940eb2d41e26318259c7ac
0,505027,291,500,2182,P4_S2_R0082,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,32,ab00765fbbcb0678002d4293b08ec36f4b7d4f61d655e0087c651b1d37bf872d
0,505027,292,500,2306,P4_S2_R0206,1,2,1,2,E1xS2,block_92a382111db9fde48de1,6,e95513743f224221319ff87ad1b1e668efbeae6de6659813557f6c7102d598a5
0,505027,293,500,2474,P4_S2_R0374,2,3,1,2,E1xS2,block_d9a2aa445ea217ac43a8,24,2ef6543546a4d0313d0998700264d7ce34784a474c1a3b2987924442c59c2188
0,505027,294,500,2642,P4_S2_R0542,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,42,2db8e46963e2c6abf78dc08215d9202a8cca17779bd2a3732b07d98fe1b81129
0,505027,295,500,2722,P4_S2_R0622,4,5,0,2,E0xS2,block_b5566805f96ca56a8df8,22,224299f4b734deb63fff5aa95bf160ae14095cfc352813e0fae7b729c9f7d5a8
0,505027,296,500,2863,P4_S2_R0763,5,6,0,2,E0xS2,block_a6ed69b04e5479ad4efe,13,909febe66066d4e5bac6b707658f102316e5a2a78cd4127c85f5e0eafc38aeb4
0,505027,297,500,3002,P4_S2_R0902,6,7,0,2,E0xS2,block_9c41b8b37cd02b562989,2,4f040c6a4dfc64c5fbd20034a48abf7c981464dcd11ed31bb4cb7cdb24c08390
0,505027,298,500,2137,P4_S2_R0037,0,1,0,2,E0xS2,block_dcd65b6733239f039f78,37,fe452b1a6a9c7f99c181e9edf222364a233f039ec5cff41bcfb54ed2054bc6c3
0,505027,299,500,2251,P4_S2_R0151,1,2,0,2,E0xS2,block_f9220b318055328fc70b,1,7917d1233eb75440bdb5716ee21bcee16fa83328e201231633764f615c319275
0,505027,300,500,2425,P4_S2_R0325,2,3,0,2,E0xS2,block_a1f01518e8af3b26a76b,25,7139a7b4f939083d1e6374bda7c562c713362e5b49d6b189a9db8fcd6fcf2a16
0,505027,301,500,2599,P4_S2_R0499,3,4,0,2,E0xS2,block_cd83c9ffbceb34f2a036,49,61eb50fbdaadfa79cd45f92826637c7e234d4b6b3c1fc453e0f9a5f465a4db0b
0,505027,302,500,1792,P4_S1_R0742,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,42,578d22f6689f6d23ad37e87f3a844c1da4cc1f040dbda29dee53ce1c18b9c45d
0,505027,303,500,1909,P4_S1_R0859,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,9,88bb27186c3a6b3c3a8ae204c08b71ccd457cd93da49b0c9e1a66883ac5ea2ba
0,505027,304,500,2087,P4_S1_R1037,6,7,2,1,E2xS1,block_341a112d441641aadab6,37,6173ad1e7b394c3b25e7bbe8316a8b44eb846d1569c24db774909e37c110f2b1
0,505027,305,500,1177,P4_S1_R0127,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,27,aea62bde53427979a070c766f7b6f829ef54506071bd8149fedf8ebd200ba419
0,505027,306,500,1329,P4_S1_R0279,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,29,7e455965557f6b455dd7badec652e537c3522cc2388f89b9a9a3fa4a17d48e60
0,505027,307,500,1477,P4_S1_R0427,2,3,2,1,E2xS1,block_43a8de3c5649853c978d,27,787cd29496239b704e2c47cb37aa36686971014798e4da7f926204cfba671888
0,505027,308,500,1640,P4_S1_R0590,3,4,2,1,E2xS1,block_f9e261f86eb69990627a,40,817bc883731cdaeccf90b6b6a625e9f6f350abe8d5787fe9fd728c51a3382fd5
0,505027,309,500,744,P4_S0_R0744,4,5,2,0,E2xS0,block_fc4af4c92525fc000f31,44,f007baed64d35c039010c7a32aada879e0fc3697f0290570cc03538a384826c5
0,505027,310,500,892,P4_S0_R0892,5,6,2,0,E2xS0,block_dd0ea449f458e46f0ca5,42,b07fdf42fb991ac9ae3983e372be43c3db691ae6ea0b9368114a804cbbe1db86
0,505027,311,500,1023,P4_S0_R1023,6,7,2,0,E2xS0,block_8dfa1f4b216948ad599a,23,592812e5e138e058a2bd8c4e986638c175b9ef4bd8c7de82f61f11ae924cbe53
0,505027,312,500,143,P4_S0_R0143,0,1,2,0,E2xS0,block_ca31f3a2de70f6f36fe7,43,0c6c8dd371bc465e954b01b3447c553fa63b429ba9ce4674671719fb74649807
0,505027,313,500,276,P4_S0_R0276,1,2,2,0,E2xS0,block_514d45a2b30c2c844b4a,26,6b7cfa075abd1a58108bf0311add9a18cd10c6fa9a7724202691f63f6a1fcb55
0,505027,314,500,418,P4_S0_R0418,2,3,2,0,E2xS0,block_a9ba10c5c71cce187f2d,18,f7899bf00cc4d1692654250b267235ba56e45755f252ce273623dee27ec1582e
0,505027,315,500,572,P4_S0_R0572,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,22,8f9fd7095785a8d82c56c5f395d93a7b078ae4cb35fbf7807cb357f64cbbe922
0,505027,316,500,1651,P4_S1_R0601,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,1,a57131df0481b5e0d0b28a802f833d5e3affc474d8ec0d49780c62ba0997cb38
0,505027,317,500,1809,P4_S1_R0759,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,9,1ca4c193ffed7c7d43402aab38f535143a5a12aa0bdd5eca3859484c1a8fda98
0,505027,318,500,1957,P4_S1_R0907,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,7,c862cfe720a832412ade29ea1de5c4600eccd1ec30fc9a90e0cbd69e4139a50b
0,505027,319,500,1094,P4_S1_R0044,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,44,02dd51182a7c056b6d6385824cc4980a85aa6236fe1f1f8872e1798da9e7ab8a
0,505027,320,500,1223,P4_S1_R0173,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,23,a6803a9d94c7079c0d6c8233ed9afdd95ec178787bdc9c3ac0dda26692a8a6ab
0,505027,321,500,1374,P4_S1_R0324,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,24,6f536e67cec91007681f02fdbab066d656e75f5e94b1168f5c84d78f641657e7
0,505027,322,500,1541,P4_S1_R0491,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,41,4f81175d1652739c7c5b8d696c438db8354238cfb97f1db3b16c977688ddd744
0,505027,323,500,690,P4_S0_R0690,4,5,1,0,E1xS0,block_3ce4205902299104d952,40,4b5660b0fe9647e60d35e650b3c75dad91e02266de6ce1508ee120162f30577b
0,505027,324,500,822,P4_S0_R0822,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,22,ec9e225c4afcdb091155d5206b88ab76c712156337998e6c5e0daeb50c16f0d3
0,505027,325,500,971,P4_S0_R0971,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,21,b6bbecab082a50fd441fbc2fe48aefa40620727dd0c4c35bb7c1f40bc32677f8
0,505027,326,500,80,P4_S0_R0080,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,30,f81d8789ad7e0983f57f9ea3acba40d3bde20d44be761ff3520303cf689d815b
0,505027,327,500,209,P4_S0_R0209,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,9,0876ec5f4aaeec71748075398a21752c20f3abba57d0cbb8fbd1bd1dacbc68ca
0,505027,328,500,398,P4_S0_R0398,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,48,eb66f780e596aa6aa2c33f2445a9451ee5286173c5f7518efa50a0eb51a283a7
0,505027,329,500,522,P4_S0_R0522,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,22,68236264f4772c454f4cc2cce6ab785969a866546bd12cbe75bb1bd692c1a7c1
0,505027,330,500,2762,P4_S2_R0662,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,12,891642dd7d4f05fec92398eab173563be6136ecff978e9a1dea2f7060c728cec
0,505027,331,500,2903,P4_S2_R0803,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,3,8ed412b6272365e7435e183f8d263cacd56397758434adf6dd0ec14b1a5ad6ea
0,505027,332,500,3050,P4_S2_R0950,6,7,1,2,E1xS2,block_0c0d962bec0b68bfa844,0,135010550c5c87b42269ebdf8c64d0015e2688c486b1f63a2cf326555d4827f0
0,505027,333,500,2178,P4_S2_R0078,0,1,1,2,E1xS2,block_a11603a4e978f0aa6ae7,28,ab031a88597dbfaf6cf8be2e22d5e1934bb25ff0556e551b50afd89aa0201167
0,505027,334,500,2318,P4_S2_R0218,1,2,1,2,E1xS2,block_92a382111db9fde48de1,18,0c3814de55768e5a4e548026c45ce435289a3292502359ecbc49ab3e8116ae58
0,505027,335,500,2492,P4_S2_R0392,2,3,1,2,E1xS2,block_d9a2aa445ea217ac43a8,42,3dc515684505f3e07add95f0b016e7c780367cf23d89868076aa1baff0cbac7f
0,505027,336,500,2629,P4_S2_R0529,3,4,1,2,E1xS2,block_6a7d2cb8569eb9e0586b,29,9dab885594dc2f81e8c4302d09e6768df50fe2bcfb6f56e85f34524118708ac1
0,505027,337,500,2746,P4_S2_R0646,4,5,0,2,E0xS2,block_b5566805f96ca56a8df8,46,2250340a7580d0e077b4c7f65a18d8abfb038ad1b39fe0a77ed3aa69d2cda3c2
0,505027,338,500,2888,P4_S2_R0788,5,6,0,2,E0xS2,block_a6ed69b04e5479ad4efe,38,1ecd9952bc78e42ea67b42956b83abef38d5aa1550fb6fd0179ce96d014c5b6b
0,505027,339,500,3040,P4_S2_R0940,6,7,0,2,E0xS2,block_9c41b8b37cd02b562989,40,a29cc872ddbed605096bf6e93decf6cd1efe2fb15e930d8e04d43578c81a14b5
0,505027,340,500,2108,P4_S2_R0008,0,1,0,2,E0xS2,block_dcd65b6733239f039f78,8,0a1a278fe1a449c75853b167f660d9e700abc7fa969c0fee096922dad526ce41
0,505027,341,500,2266,P4_S2_R0166,1,2,0,2,E0xS2,block_f9220b318055328fc70b,16,b6038285baee68fbe9f40dba209e2fc501c854833776df084846e6d4a404d6e8
0,505027,342,500,2444,P4_S2_R0344,2,3,0,2,E0xS2,block_a1f01518e8af3b26a76b,44,9847edb97a1f67b80cfa7076a09d066b8edff68d1e57f82715e3786aa3743a58
0,505027,343,500,2565,P4_S2_R0465,3,4,0,2,E0xS2,block_cd83c9ffbceb34f2a036,15,0d1787049553ab4f1ab884577e004a555e590c48ff7a251686c7e66f89771cf1
0,505027,344,500,1784,P4_S1_R0734,4,5,2,1,E2xS1,block_0c3084788dc02011c9d7,34,00f3de0ed018704f44c034fb0d235f0872c352dbd3ab9e9485947c8f9c1630d4
0,505027,345,500,1936,P4_S1_R0886,5,6,2,1,E2xS1,block_ee5a03f67d713e5a16d1,36,c759981330389237898d9eeaff59597ec9eaec35674f81bbed281948ee9a7a85
0,505027,346,500,2050,P4_S1_R1000,6,7,2,1,E2xS1,block_341a112d441641aadab6,0,46437995f27658e3de873e9f4af73cc3b050dd23a17d4242a81e90debe52d1d7
0,505027,347,500,1189,P4_S1_R0139,0,1,2,1,E2xS1,block_3fd830e3c85599e9b165,39,13e2943847318060e799c0c61def0689279f2a7c17dc8cee8b0f269b49bc84eb
0,505027,348,500,1345,P4_S1_R0295,1,2,2,1,E2xS1,block_bc3f8e677b092fd01efe,45,91286b0c2400cdf1edb8a6ea8446a2bfab585961211c902275b115ce72abb3fd
0,505027,349,500,1488,P4_S1_R0438,2,3,2,1,E2xS1,block_43a8de3c5649853c978d,38,b426316ca7062a89f745f32eec581dcdd7f81828fbd96447e5578e51d7757bf5
0,505027,350,500,1616,P4_S1_R0566,3,4,2,1,E2xS1,block_f9e261f86eb69990627a,16,dd8e33d1e1ac92c8eeca0cbd2f69ec6a7dbc8b629decf356c5c496290254b475
0,505027,351,500,737,P4_S0_R0737,4,5,2,0,E2xS0,block_fc4af4c92525fc000f31,37,3fb7f001564d73ae0e8f06808715fab57df211a0b6e3a42df7d95e111854e403
0,505027,352,500,870,P4_S0_R0870,5,6,2,0,E2xS0,block_dd0ea449f458e46f0ca5,20,a845c7c70064462cceed2a6104da32a1f1350b3c86d7bb8b2c2014f5b68ccce0
0,505027,353,500,1021,P4_S0_R1021,6,7,2,0,E2xS0,block_8dfa1f4b216948ad599a,21,abf20c4d9f600c6dfc0c15ea2623120835e31bccd9d690968212e9b65d10b829
0,505027,354,500,144,P4_S0_R0144,0,1,2,0,E2xS0,block_ca31f3a2de70f6f36fe7,44,f291fd4787763643da1f6ab07dd4fb61bb167446cbbbb98ed9ebd882d70078a3
0,505027,355,500,294,P4_S0_R0294,1,2,2,0,E2xS0,block_514d45a2b30c2c844b4a,44,bf381cf086a29f857664adb88eba15de168442e26ef3eadd0016314a996886fe
0,505027,356,500,431,P4_S0_R0431,2,3,2,0,E2xS0,block_a9ba10c5c71cce187f2d,31,7a6cbf6d792822a1817df5c6ebae49b177810f9f92bb403ed81f69b97b91f777
0,505027,357,500,575,P4_S0_R0575,3,4,2,0,E2xS0,block_441a737804e3b88f75d1,25,8f9fd7095785a8d82c56c5f395d93a7b078ae4cb35fbf7807cb357f64cbbe922
0,505027,358,500,1664,P4_S1_R0614,4,5,0,1,E0xS1,block_ac5f59ca3a86eb3571dd,14,8150c9a60075bc7b4a7b66c573ec621a95a412b41b520fba103053b6e74befff
0,505027,359,500,1806,P4_S1_R0756,5,6,0,1,E0xS1,block_7edb50f252b2978616d9,6,35928d5116a11a190e041fa1b33eb0138d2e6d8e4f30f11055b44a879d5a7d8d
0,505027,360,500,1951,P4_S1_R0901,6,7,0,1,E0xS1,block_fd0c2bf0a66580786ae9,1,b47a5f889585dbbcecee3b3ab06d50c5c3019373c470332574fb1e850feaa943
0,505027,361,500,1074,P4_S1_R0024,0,1,0,1,E0xS1,block_7d26e6e0273fcd9680fd,24,e0d646cec585aca443b4a0c0f5fd1dc3bb851adec9254a6c552fc8f75bc91aee
0,505027,362,500,1213,P4_S1_R0163,1,2,0,1,E0xS1,block_47daa4c11e848e54e086,13,aa7d66dfbe80919b19221f73853bc20b782977ffec8f474cee938612312fa811
0,505027,363,500,1377,P4_S1_R0327,2,3,0,1,E0xS1,block_784868aa8e666849cf0e,27,79488337f8301774add8ee854ba2f71bc2dc7067882de535eb2eb1658f5544ee
0,505027,364,500,1546,P4_S1_R0496,3,4,0,1,E0xS1,block_ced46cc6b0f2f44089b9,46,7b2d5274aa7087dfe5a3ad4c343b6480ec0cfc1b3cb01b3a5099aab8ca7d6c2e
0,505027,365,500,672,P4_S0_R0672,4,5,1,0,E1xS0,block_3ce4205902299104d952,22,d48d332d2b72571e8f2672d3a4f227939865d145273f946a9f2a740ec41d4ffd
0,505027,366,500,836,P4_S0_R0836,5,6,1,0,E1xS0,block_8644f7eeb57e2b0834d8,36,d1cbf006e1ad60c3f25c5a81c0f992961a61b66684a29b1751a5982056deff1e
0,505027,367,500,981,P4_S0_R0981,6,7,1,0,E1xS0,block_eaeecdee1eb22a8038cd,31,fec4477e60b815277ec52baf57a5cf6780c4896221280c1982c5c55b6d74d653
0,505027,368,500,88,P4_S0_R0088,0,1,1,0,E1xS0,block_a7144b7d0b683272e22f,38,a39062940568c6fdd5a0c33370527e2c5e6d9b10482190bd0faf075515bf5171
0,505027,369,500,215,P4_S0_R0215,1,2,1,0,E1xS0,block_9792098cb7d53418e0fa,15,d03c89809f97c5e0960cdc715a74f21f422d7faba5ea2eaf26ee30fd63eef725
0,505027,370,500,359,P4_S0_R0359,2,3,1,0,E1xS0,block_b10eb3fae829467bb456,9,9b72a9d73c83bb7ebd21b3281e856e39370404c9b9d545d06657ced1267aa2f1
0,505027,371,500,535,P4_S0_R0535,3,4,1,0,E1xS0,block_b1cdea3c34a961f9bef1,35,c4b3957436b98828b23bce85ed35e77ed7a250ed4c0f1426168ad5d8d994666d
0,505027,372,500,2780,P4_S2_R0680,4,5,1,2,E1xS2,block_087e19ccbd73a9532e0d,30,0a76009b7070d230c4b2c890708625f08c4412c787b0ebd9c413cc41f8f4fbcb
0,505027,373,500,2942,P4_S2_R0842,5,6,1,2,E1xS2,block_aa7b8dd31ee67cd57169,42,94d427ad13edd1440f73af8c1c9ac5a093ffe220cf95476890aed1c18e5f3543
