dataset,arm,seed,true_class,predicted_class,count
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,4,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,4,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,4,3,3
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,4,4,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,4,5,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,4,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,0,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,1,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,3,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,5,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,5,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,0,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,3,5
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,5,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,44,6,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,0,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,3,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,5,5
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,0,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,0,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,3,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,5,5
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,1,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,0,3
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,1,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,3,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,5,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,2,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,0,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,1,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,3,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,5,3
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,3,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,0,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,3,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,5,3
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,4,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,0,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,1,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,3,3
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,5,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,5,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,0,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,3,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,5,4
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,45,6,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,0,4
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,1,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,3,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,5,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,0,6,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,0,5
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,1,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,3,2
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,5,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,1,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,0,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,1,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,3,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,5,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,2,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,0,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,1,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,3,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,5,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,3,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,0,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,1,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,2,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,3,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,5,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,4,6,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,0,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,1,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,3,3
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,5,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,5,6,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,0,6
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,1,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,2,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,3,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,4,0
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,5,1
P4_BLOCK,ARM_A1_DOMAIN_POSITIVE_MATCHED,46,6,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,0,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,1,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,1,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,0,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,2,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,0,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,3,6
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,3,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,1,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,4,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,0,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,5,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,3,7
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,42,6,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,1,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,3,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,0,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,1,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,0,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,2,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,2,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,1,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,2,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,3,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,3,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,2,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,3,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,4,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,0,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,5,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,0,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,1,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,3,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,43,6,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,4,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,0,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,1,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,3,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,1,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,1,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,2,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,1,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,3,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,1,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,3,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,4,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,3,6
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,5,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,44,6,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,3,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,0,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,1,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,3,6
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,1,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,3,7
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,2,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,1,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,3,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,3,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,3,6
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,4,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,1,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,3,8
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,5,6,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,0,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,3,7
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,4,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,5,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,45,6,6,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,2,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,3,4
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,4,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,5,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,0,6,3
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,0,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,1,0
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,2,1
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,3,5
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,4,2
P4_BLOCK,ARM_A2_DANN_NEGATIVE_MATCHED,46,1,5,0
