record_type,rule_id,path_classification,path_or_pattern,action,purpose,sha256,notes
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,97d35b7635d9c64204bc3a50665a884b3113c8db4de6a436a975f60296627815,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,7eaa3306610fe23c5746a2cb626b6b1dc1b023f558c226ce4fc3dbcb544e4971,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,cf2402c5a5b2e3841126c38cae07511e955ed1cc56503f84748bf0082706369a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,679d09fee4e401de94057bdc2f98e6689ac283a04b8c44f3a62dbcc15f60f3d0,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,a58b6c3d011832989e33b914c23e0cc80def6996ef04ac0092d07623b9ada1c8,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,e9a962c440ed6fb428f14510664e4b7af53e0ac8e8787b32f6d635ce6d0fd075,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P1 independent Accuracy/Macro-F1 and selector-component replay,99dd905f6e95ff6d78c4dd723d9ebe9acbc719483bed1ad0d69a28022f275b41,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,009b71f5ddb714112c551fd5b0cbeb24f9ee0710e5ce45fc8839427aed8c2113,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,97bed5eeecfeeb9fcbcfc69696111a4c9e1574174b6df36051376caaac5b9e40,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,73a60c46b0c38d19e7c6aa97cf407c739364c816ff7c66e3331c7b05e29221c6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,7620c0db5db1c6c9b80e9338351f528f259392fcd08648f2c8c3f3a1625f2442,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,7cf463c0a8ca8c253e3b8f0ea39e7c77687635190f3be23771aea74fe3ad690d,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,1f6e865097f9976b8efabc31bc927a3bbf389ad59afd3334c9aca30b586c46fa,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,223426c91c55befe4cf4db49ed96bdc814c0e954cab7e75559b2359048db2f7f,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,5480f0ed3ae0d8bd0f4c29216d4fdbd53654af6d32df3c81815fd689cd987e52,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,e9ade0a83bdabddd2413279917651cee70072ec5feb364157565c03bee8abe09,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,6f1698b7934ffc7737bc730afef6aa2750de82e718e37f7fe89d98d8bd8a74f6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,5d90b5c4d00467f35e90e4c0bb018801d3a743004e8780edb0f7da8afa29a723,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,c8e141405e1bbf9f8e4c36bded4c39d373ca9760fb253138edbc2c2e83e7f70b,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,1c726d2925d8dddc4a3bb096216f6a4d52347986ae3b20d8938382a398fa752f,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,fc68c0c6d27e66a1b92445504b829bb957fd31543d583bfa27d12e07e4d263c9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,653b2df4f1d68febe69b65520b0c7cd9b673e74fdfa80a6287eb03bbb3a75bf1,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,bc14e166482c60cf584e9ab4a157a15867cd2608f708aeefaec8642db8728ae2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,882e891a6e20a2a96bb5e2c56d1b583efecce998607d59885e04ed20d29d72f4,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,8e3073d24ad6648e05dd8aba8f7605d11fafa9046fb7731ed7e7530841ec97ff,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,3977c9fe7d1b25536ea046e6648193c3b6ced6f2fd19a743cbf699ac4befde9e,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,d250396195ca7af1fedcc88ec5399df0bc2b221aa9da237eb29767931a841b5a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,9a2c73c484b9120a1c1a514c93bd87adca6ceceddf7ab5adfc134e435a1b944a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,2f134e79bf6ca725593407d3300ac8eb9115f7b4b2222ab3e625fcebbe677dd9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,8f5055889e86537bb2b0462c3dd95f4893c668deedf3838ca4eec1a2136b0dc9,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,6e07726c16105c52f2f7cd1334de9c5424a264c2eecba930ae5c4c442d19d2b2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S3/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,bc2ecc94ced875abed0ad88249ff3c859e16c681370707a2f7249b376f29eb61,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,51d6065f2395190fa05aaccc4b832a58f0018c8b0316a83c0438b986593a5344,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,c3e05fb00adc2519590b7564e4fa4f209a04d3b780bcd33e3b7659ef2eb92cd2,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,09b8aa6ada45227d966ec939fa56fbb7132b32d4b926fb3248de56806e723a72,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,9d545349f69e088557101a938522ce8b20cea93f924a495144a4ac9427d9a02a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S3/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,f04d6936c939a6e6400a4f8b95b9301e6407937612bf6ed8ce7cf1649cb8e574,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,1e43adb10a076b1bab70255a4e3c8bbf9de13947fee3022be480bf211e3c2452,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,e6d111dfd3176d2140a0e57c67e371d20f05443687b6a4f1bdc5fa09934eb22b,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,a69230c715687898df9de4b55c6845ec17488ae0567368356a11179581588ff0,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,97d35b7635d9c64204bc3a50665a884b3113c8db4de6a436a975f60296627815,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S3/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,7eaa3306610fe23c5746a2cb626b6b1dc1b023f558c226ce4fc3dbcb544e4971,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,cf2402c5a5b2e3841126c38cae07511e955ed1cc56503f84748bf0082706369a,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,679d09fee4e401de94057bdc2f98e6689ac283a04b8c44f3a62dbcc15f60f3d0,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,a58b6c3d011832989e33b914c23e0cc80def6996ef04ac0092d07623b9ada1c8,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,e9a962c440ed6fb428f14510664e4b7af53e0ac8e8787b32f6d635ce6d0fd075,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C3_SOURCE_CORAL_ERM_1DCNN/S3/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P2 independent Accuracy/Macro-F1 and selector-component replay,99dd905f6e95ff6d78c4dd723d9ebe9acbc719483bed1ad0d69a28022f275b41,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,009b71f5ddb714112c551fd5b0cbeb24f9ee0710e5ce45fc8839427aed8c2113,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,97bed5eeecfeeb9fcbcfc69696111a4c9e1574174b6df36051376caaac5b9e40,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,73a60c46b0c38d19e7c6aa97cf407c739364c816ff7c66e3331c7b05e29221c6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,7620c0db5db1c6c9b80e9338351f528f259392fcd08648f2c8c3f3a1625f2442,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C0_NEUTRAL_ERM_1DCNN/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,7cf463c0a8ca8c253e3b8f0ea39e7c77687635190f3be23771aea74fe3ad690d,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,1f6e865097f9976b8efabc31bc927a3bbf389ad59afd3334c9aca30b586c46fa,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,223426c91c55befe4cf4db49ed96bdc814c0e954cab7e75559b2359048db2f7f,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_44.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,5480f0ed3ae0d8bd0f4c29216d4fdbd53654af6d32df3c81815fd689cd987e52,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_45.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,e9ade0a83bdabddd2413279917651cee70072ec5feb364157565c03bee8abe09,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C1_FIRST_DIFFERENCE_ERM_1DCNN/S1/seed_46.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,6f1698b7934ffc7737bc730afef6aa2750de82e718e37f7fe89d98d8bd8a74f6,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_42.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,5d90b5c4d00467f35e90e4c0bb018801d3a743004e8780edb0f7da8afa29a723,event-local access; arrays and private identifiers were not emitted
access,ALLOW_SOURCE_ONLY,SOURCE_ONLY_PREDICTION_BUNDLE,archive::outputs/strict_dg/source_selection/predictions/C2_SOURCE_EUCLIDEAN_NCM_READOUT/S1/seed_43.npz,OPENED_FOR_SELECTION_BEFORE_GLOBAL_HELD_RELEASE,HOLD_P3 independent Accuracy/Macro-F1 and selector-component replay,c8e141405e1bbf9f8e4c36bded4c39d373ca9760fb253138edbc2c2e83e7f70b,event-local access; arrays and private identifiers were not emitted
