paired_unit_id,TagID,ER,surface,held_fold,seed,positions,row_count_per_position,pairing_status
pair_8fb655e536f09ad440a87f32,7,0,A3,3,46,P1|P2|P3|P4,50,PASS
pair_a4315b7fd33b27273553b98c,7,1,A1,2,42,P1|P2|P3|P4,50,PASS
pair_a4315b7fd33b27273553b98c,7,1,A1,2,43,P1|P2|P3|P4,50,PASS
pair_a4315b7fd33b27273553b98c,7,1,A1,2,44,P1|P2|P3|P4,50,PASS
pair_a4315b7fd33b27273553b98c,7,1,A1,2,45,P1|P2|P3|P4,50,PASS
pair_a4315b7fd33b27273553b98c,7,1,A1,2,46,P1|P2|P3|P4,50,PASS
pair_83f2b0a41832f7cc2beadddb,7,1,A2,3,42,P1|P2|P3|P4,50,PASS
pair_83f2b0a41832f7cc2beadddb,7,1,A2,3,43,P1|P2|P3|P4,50,PASS
pair_83f2b0a41832f7cc2beadddb,7,1,A2,3,44,P1|P2|P3|P4,50,PASS
pair_83f2b0a41832f7cc2beadddb,7,1,A2,3,45,P1|P2|P3|P4,50,PASS
pair_83f2b0a41832f7cc2beadddb,7,1,A2,3,46,P1|P2|P3|P4,50,PASS
pair_6fa8f810b8c8d919bc0c6912,7,1,A3,1,42,P1|P2|P3|P4,50,PASS
pair_6fa8f810b8c8d919bc0c6912,7,1,A3,1,43,P1|P2|P3|P4,50,PASS
pair_6fa8f810b8c8d919bc0c6912,7,1,A3,1,44,P1|P2|P3|P4,50,PASS
pair_6fa8f810b8c8d919bc0c6912,7,1,A3,1,45,P1|P2|P3|P4,50,PASS
pair_6fa8f810b8c8d919bc0c6912,7,1,A3,1,46,P1|P2|P3|P4,50,PASS
pair_698cedf5ae14bb1ac684329a,7,2,A1,3,42,P1|P2|P3|P4,50,PASS
pair_698cedf5ae14bb1ac684329a,7,2,A1,3,43,P1|P2|P3|P4,50,PASS
pair_698cedf5ae14bb1ac684329a,7,2,A1,3,44,P1|P2|P3|P4,50,PASS
pair_698cedf5ae14bb1ac684329a,7,2,A1,3,45,P1|P2|P3|P4,50,PASS
pair_698cedf5ae14bb1ac684329a,7,2,A1,3,46,P1|P2|P3|P4,50,PASS
pair_d52cbfba64fa589867ff1a98,7,2,A2,1,42,P1|P2|P3|P4,50,PASS
pair_d52cbfba64fa589867ff1a98,7,2,A2,1,43,P1|P2|P3|P4,50,PASS
pair_d52cbfba64fa589867ff1a98,7,2,A2,1,44,P1|P2|P3|P4,50,PASS
pair_d52cbfba64fa589867ff1a98,7,2,A2,1,45,P1|P2|P3|P4,50,PASS
pair_d52cbfba64fa589867ff1a98,7,2,A2,1,46,P1|P2|P3|P4,50,PASS
pair_a9cdce19ce89b76af200f9e2,7,2,A3,2,42,P1|P2|P3|P4,50,PASS
pair_a9cdce19ce89b76af200f9e2,7,2,A3,2,43,P1|P2|P3|P4,50,PASS
pair_a9cdce19ce89b76af200f9e2,7,2,A3,2,44,P1|P2|P3|P4,50,PASS
pair_a9cdce19ce89b76af200f9e2,7,2,A3,2,45,P1|P2|P3|P4,50,PASS
pair_a9cdce19ce89b76af200f9e2,7,2,A3,2,46,P1|P2|P3|P4,50,PASS
