position,fold,seed,evaluation_level,true_class_index,true_TagID,predicted_0,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5,predicted_6
P3,1,46,condition_block,3,4,0,0,0,3,0,0,0
P3,1,46,condition_block,4,5,1,0,0,0,1,1,0
P3,1,46,condition_block,5,6,2,0,0,0,0,1,0
P3,1,46,condition_block,6,7,1,0,1,0,0,1,0
P3,2,42,row,0,1,50,0,53,47,0,0,0
P3,2,42,row,1,2,0,0,50,0,50,50,0
P3,2,42,row,2,3,3,49,48,0,0,0,50
P3,2,42,row,3,4,0,0,50,70,30,0,0
P3,2,42,row,4,5,0,37,50,0,63,0,0
P3,2,42,row,5,6,0,82,19,0,49,0,0
P3,2,42,row,6,7,0,49,100,1,0,0,0
P3,2,42,condition_block,0,1,1,0,2,0,0,0,0
P3,2,42,condition_block,1,2,0,0,1,0,1,1,0
P3,2,42,condition_block,2,3,0,1,1,0,0,0,1
P3,2,42,condition_block,3,4,0,1,1,1,0,0,0
P3,2,42,condition_block,4,5,0,1,1,0,1,0,0
P3,2,42,condition_block,5,6,0,2,0,0,1,0,0
P3,2,42,condition_block,6,7,0,1,2,0,0,0,0
P3,2,43,row,0,1,147,3,0,0,0,0,0
P3,2,43,row,1,2,0,9,41,0,50,50,0
P3,2,43,row,2,3,50,1,0,0,0,49,50
P3,2,43,row,3,4,0,9,50,70,15,6,0
P3,2,43,row,4,5,51,0,50,0,0,49,0
P3,2,43,row,5,6,1,50,0,0,49,50,0
P3,2,43,row,6,7,56,50,0,1,0,43,0
P3,2,43,condition_block,0,1,3,0,0,0,0,0,0
P3,2,43,condition_block,1,2,0,0,1,0,1,1,0
P3,2,43,condition_block,2,3,1,0,0,0,0,1,1
P3,2,43,condition_block,3,4,1,0,1,1,0,0,0
P3,2,43,condition_block,4,5,1,0,1,0,0,1,0
P3,2,43,condition_block,5,6,0,1,0,0,1,1,0
P3,2,43,condition_block,6,7,2,1,0,0,0,0,0
P3,2,44,row,0,1,50,0,0,50,0,50,0
P3,2,44,row,1,2,50,0,38,62,0,0,0
P3,2,44,row,2,3,3,0,0,97,0,0,50
P3,2,44,row,3,4,0,0,0,100,0,3,47
P3,2,44,row,4,5,0,0,0,50,51,49,0
P3,2,44,row,5,6,1,0,0,99,49,1,0
P3,2,44,row,6,7,19,0,22,35,31,43,0
P3,2,44,condition_block,0,1,1,0,0,1,0,1,0
P3,2,44,condition_block,1,2,1,0,1,1,0,0,0
P3,2,44,condition_block,2,3,0,0,0,2,0,0,1
P3,2,44,condition_block,3,4,0,0,0,2,0,0,1
P3,2,44,condition_block,4,5,0,0,0,1,1,1,0
P3,2,44,condition_block,5,6,0,0,0,2,1,0,0
P3,2,44,condition_block,6,7,1,0,0,1,0,1,0
P3,2,45,row,0,1,100,0,0,0,50,0,0
P3,2,45,row,1,2,0,0,50,0,50,50,0
P3,2,45,row,2,3,50,0,1,0,0,49,50
P3,2,45,row,3,4,94,0,0,0,56,0,0
P3,2,45,row,4,5,99,0,50,0,1,0,0
P3,2,45,row,5,6,48,0,49,0,46,7,0
P3,2,45,row,6,7,22,0,50,0,3,75,0
P3,2,45,condition_block,0,1,2,0,0,0,1,0,0
P3,2,45,condition_block,1,2,0,0,1,0,1,1,0
P3,2,45,condition_block,2,3,1,0,0,0,0,1,1
P3,2,45,condition_block,3,4,2,0,0,0,1,0,0
P3,2,45,condition_block,4,5,2,0,1,0,0,0,0
P3,2,45,condition_block,5,6,1,0,1,0,0,1,0
P3,2,45,condition_block,6,7,1,0,1,0,0,1,0
P3,2,46,row,0,1,150,0,0,0,0,0,0
P3,2,46,row,1,2,100,0,9,0,0,41,0
P3,2,46,row,2,3,101,0,0,0,0,49,0
P3,2,46,row,3,4,150,0,0,0,0,0,0
P3,2,46,row,4,5,101,0,0,0,0,49,0
P3,2,46,row,5,6,96,0,0,0,0,54,0
P3,2,46,row,6,7,51,0,50,0,0,49,0
P3,2,46,condition_block,0,1,3,0,0,0,0,0,0
P3,2,46,condition_block,1,2,2,0,0,0,0,1,0
P3,2,46,condition_block,2,3,2,0,0,0,0,1,0
P3,2,46,condition_block,3,4,3,0,0,0,0,0,0
P3,2,46,condition_block,4,5,2,0,0,0,0,1,0
P3,2,46,condition_block,5,6,2,0,0,0,0,1,0
P3,2,46,condition_block,6,7,1,0,1,0,0,1,0
P3,3,42,row,0,1,0,0,0,0,150,0,0
P3,3,42,row,1,2,0,0,0,0,150,0,0
P3,3,42,row,2,3,0,0,0,0,150,0,0
P3,3,42,row,3,4,0,0,0,0,150,0,0
P3,3,42,row,4,5,0,0,0,0,150,0,0
P3,3,42,row,5,6,0,0,0,0,150,0,0
P3,3,42,row,6,7,0,0,0,0,150,0,0
P3,3,42,condition_block,0,1,0,0,0,0,3,0,0
P3,3,42,condition_block,1,2,0,0,0,0,3,0,0
P3,3,42,condition_block,2,3,0,0,0,0,3,0,0
P3,3,42,condition_block,3,4,0,0,0,0,3,0,0
P3,3,42,condition_block,4,5,0,0,0,0,3,0,0
P3,3,42,condition_block,5,6,0,0,0,0,3,0,0
P3,3,42,condition_block,6,7,0,0,0,0,3,0,0
P3,3,43,row,0,1,47,0,0,3,0,50,50
P3,3,43,row,1,2,0,0,0,0,0,100,50
P3,3,43,row,2,3,0,1,0,0,49,97,3
P3,3,43,row,3,4,0,50,0,0,0,100,0
P3,3,43,row,4,5,0,0,0,0,0,150,0
P3,3,43,row,5,6,0,0,0,0,0,150,0
P3,3,43,row,6,7,0,0,41,0,0,10,99
P3,3,43,condition_block,0,1,1,0,0,0,0,1,1
P3,3,43,condition_block,1,2,0,0,0,0,0,2,1
P3,3,43,condition_block,2,3,0,0,0,0,1,2,0
P3,3,43,condition_block,3,4,0,1,0,0,0,2,0
P3,3,43,condition_block,4,5,0,0,0,0,0,3,0
P3,3,43,condition_block,5,6,0,0,0,0,0,3,0
P3,3,43,condition_block,6,7,0,0,0,0,0,1,2
P3,3,44,row,0,1,0,100,0,0,50,0,0
P3,3,44,row,1,2,0,100,0,0,50,0,0
P3,3,44,row,2,3,0,51,47,0,52,0,0
P3,3,44,row,3,4,0,147,0,0,3,0,0
P3,3,44,row,4,5,0,85,15,0,50,0,0
P3,3,44,row,5,6,0,100,0,0,50,0,0
P3,3,44,row,6,7,0,60,44,0,0,0,46
P3,3,44,condition_block,0,1,0,2,0,0,1,0,0
P3,3,44,condition_block,1,2,0,2,0,0,1,0,0
P3,3,44,condition_block,2,3,0,1,1,0,1,0,0
P3,3,44,condition_block,3,4,0,3,0,0,0,0,0
P3,3,44,condition_block,4,5,0,2,0,0,1,0,0
P3,3,44,condition_block,5,6,0,2,0,0,1,0,0
P3,3,44,condition_block,6,7,0,1,1,0,0,0,1
P3,3,45,row,0,1,100,0,0,0,0,50,0
P3,3,45,row,1,2,0,0,0,0,50,100,0
P3,3,45,row,2,3,50,0,0,0,0,100,0
P3,3,45,row,3,4,100,0,0,0,0,50,0
P3,3,45,row,4,5,100,0,0,0,0,50,0
P3,3,45,row,5,6,0,0,0,0,0,150,0
P3,3,45,row,6,7,1,0,0,0,0,149,0
P3,3,45,condition_block,0,1,2,0,0,0,0,1,0
P3,3,45,condition_block,1,2,0,0,0,0,1,2,0
P3,3,45,condition_block,2,3,1,0,0,0,0,2,0
P3,3,45,condition_block,3,4,2,0,0,0,0,1,0
P3,3,45,condition_block,4,5,2,0,0,0,0,1,0
P3,3,45,condition_block,5,6,0,0,0,0,0,3,0
P3,3,45,condition_block,6,7,0,0,0,0,0,3,0
P3,3,46,row,0,1,97,0,0,3,0,50,0
P3,3,46,row,1,2,0,0,94,50,0,6,0
P3,3,46,row,2,3,49,0,50,2,0,49,0
P3,3,46,row,3,4,0,0,50,50,0,50,0
P3,3,46,row,4,5,0,0,100,7,0,43,0
P3,3,46,row,5,6,1,0,50,0,0,99,0
P3,3,46,row,6,7,0,0,101,0,0,49,0
P3,3,46,condition_block,0,1,2,0,0,0,0,1,0
P3,3,46,condition_block,1,2,0,0,2,1,0,0,0
P3,3,46,condition_block,2,3,1,0,1,0,0,1,0
P3,3,46,condition_block,3,4,0,0,1,1,0,1,0
P3,3,46,condition_block,4,5,0,0,2,1,0,0,0
P3,3,46,condition_block,5,6,0,0,1,0,0,2,0
P3,3,46,condition_block,6,7,0,0,2,0,0,1,0
P4,1,42,row,0,1,0,0,0,0,0,150,0
P4,1,42,row,1,2,0,98,50,0,0,2,0
P4,1,42,row,2,3,0,51,50,0,0,49,0
P4,1,42,row,3,4,0,53,0,0,47,50,0
P4,1,42,row,4,5,0,53,0,0,0,97,0
P4,1,42,row,5,6,0,100,0,0,0,50,0
P4,1,42,row,6,7,0,0,50,0,0,100,0
P4,1,42,condition_block,0,1,0,0,0,0,0,3,0
P4,1,42,condition_block,1,2,0,2,1,0,0,0,0
P4,1,42,condition_block,2,3,0,1,1,0,0,1,0
P4,1,42,condition_block,3,4,0,1,0,0,1,1,0
P4,1,42,condition_block,4,5,0,1,0,0,0,2,0
P4,1,42,condition_block,5,6,0,2,0,0,0,1,0
P4,1,42,condition_block,6,7,0,0,1,0,0,2,0
P4,1,43,row,0,1,0,0,57,40,0,53,0
P4,1,43,row,1,2,0,0,100,49,0,1,0
P4,1,43,row,2,3,0,0,150,0,0,0,0
P4,1,43,row,3,4,0,0,54,0,0,96,0
P4,1,43,row,4,5,0,0,5,0,0,145,0
P4,1,43,row,5,6,0,0,51,0,0,99,0
P4,1,43,row,6,7,0,0,150,0,0,0,0
P4,1,43,condition_block,0,1,0,0,2,0,0,1,0
P4,1,43,condition_block,1,2,0,0,2,1,0,0,0
P4,1,43,condition_block,2,3,0,0,3,0,0,0,0
P4,1,43,condition_block,3,4,0,0,1,0,0,2,0
P4,1,43,condition_block,4,5,0,0,0,0,0,3,0
P4,1,43,condition_block,5,6,0,0,1,0,0,2,0
P4,1,43,condition_block,6,7,0,0,3,0,0,0,0
P4,1,44,row,0,1,0,48,49,0,3,50,0
P4,1,44,row,1,2,50,0,99,0,0,1,0
P4,1,44,row,2,3,50,0,100,0,0,0,0
P4,1,44,row,3,4,50,0,50,0,0,0,50
P4,1,44,row,4,5,46,0,1,0,0,50,53
P4,1,44,row,5,6,50,0,50,0,0,0,50
P4,1,44,row,6,7,1,0,99,0,0,50,0
P4,1,44,condition_block,0,1,0,1,1,0,0,1,0
P4,1,44,condition_block,1,2,1,0,2,0,0,0,0
P4,1,44,condition_block,2,3,1,0,2,0,0,0,0
P4,1,44,condition_block,3,4,1,0,1,0,0,0,1
P4,1,44,condition_block,4,5,1,0,0,0,0,1,1
P4,1,44,condition_block,5,6,1,0,1,0,0,0,1
P4,1,44,condition_block,6,7,0,0,2,0,0,1,0
P4,1,45,row,0,1,0,0,0,0,150,0,0
P4,1,45,row,1,2,0,0,0,0,150,0,0
P4,1,45,row,2,3,0,0,0,0,150,0,0
P4,1,45,row,3,4,0,0,0,0,103,0,47
P4,1,45,row,4,5,0,0,0,0,150,0,0
P4,1,45,row,5,6,0,0,0,0,150,0,0
P4,1,45,row,6,7,0,0,0,0,100,0,50
P4,1,45,condition_block,0,1,0,0,0,0,3,0,0
P4,1,45,condition_block,1,2,0,0,0,0,3,0,0
P4,1,45,condition_block,2,3,0,0,0,0,3,0,0
P4,1,45,condition_block,3,4,0,0,0,0,2,0,1
P4,1,45,condition_block,4,5,0,0,0,0,3,0,0
P4,1,45,condition_block,5,6,0,0,0,0,3,0,0
P4,1,45,condition_block,6,7,0,0,0,0,2,0,1
P4,1,46,row,0,1,0,0,0,0,0,110,40
P4,1,46,row,1,2,0,0,0,0,0,51,99
P4,1,46,row,2,3,0,0,0,0,0,0,150
P4,1,46,row,3,4,0,0,0,0,0,50,100
P4,1,46,row,4,5,0,0,0,0,0,96,54
P4,1,46,row,5,6,0,0,0,0,0,1,149
P4,1,46,row,6,7,0,0,0,0,0,100,50
P4,1,46,condition_block,0,1,0,0,0,0,0,2,1
P4,1,46,condition_block,1,2,0,0,0,0,0,1,2
P4,1,46,condition_block,2,3,0,0,0,0,0,0,3
P4,1,46,condition_block,3,4,0,0,0,0,0,1,2
P4,1,46,condition_block,4,5,0,0,0,0,0,2,1
P4,1,46,condition_block,5,6,0,0,0,0,0,0,3
P4,1,46,condition_block,6,7,0,0,0,0,0,2,1
P4,2,42,row,0,1,50,50,3,47,0,0,0
P4,2,42,row,1,2,0,0,51,0,50,0,49
P4,2,42,row,2,3,50,0,50,1,0,0,49
P4,2,42,row,3,4,25,29,0,53,0,0,43
P4,2,42,row,4,5,0,1,49,50,0,0,50
P4,2,42,row,5,6,100,50,0,0,0,0,0
P4,2,42,row,6,7,0,50,49,51,0,0,0
P4,2,42,condition_block,0,1,1,1,0,1,0,0,0
P4,2,42,condition_block,1,2,0,0,1,0,1,0,1
P4,2,42,condition_block,2,3,1,0,1,0,0,0,1
P4,2,42,condition_block,3,4,1,1,0,1,0,0,0
P4,2,42,condition_block,4,5,0,0,1,1,0,0,1
P4,2,42,condition_block,5,6,2,1,0,0,0,0,0
P4,2,42,condition_block,6,7,0,1,1,1,0,0,0
P4,2,43,row,0,1,50,54,0,0,0,46,0
P4,2,43,row,1,2,0,50,0,0,0,100,0
P4,2,43,row,2,3,100,49,0,0,0,1,0
P4,2,43,row,3,4,54,93,0,0,0,3,0
P4,2,43,row,4,5,50,50,0,0,0,0,50
P4,2,43,row,5,6,100,50,0,0,0,0,0
P4,2,43,row,6,7,50,50,0,0,0,50,0
P4,2,43,condition_block,0,1,1,1,0,0,0,1,0
P4,2,43,condition_block,1,2,0,1,0,0,0,2,0
P4,2,43,condition_block,2,3,2,1,0,0,0,0,0
P4,2,43,condition_block,3,4,1,2,0,0,0,0,0
P4,2,43,condition_block,4,5,1,1,0,0,0,0,1
P4,2,43,condition_block,5,6,2,1,0,0,0,0,0
P4,2,43,condition_block,6,7,1,1,0,0,0,1,0
P4,2,44,row,0,1,50,0,0,50,0,49,1
P4,2,44,row,1,2,0,0,0,1,0,100,49
P4,2,44,row,2,3,100,0,0,1,0,0,49
P4,2,44,row,3,4,42,0,0,96,0,12,0
P4,2,44,row,4,5,0,0,4,46,50,0,50
P4,2,44,row,5,6,51,0,0,50,46,3,0
P4,2,44,row,6,7,0,0,0,50,0,100,0
P4,2,44,condition_block,0,1,1,0,0,1,0,1,0
P4,2,44,condition_block,1,2,0,0,0,0,0,2,1
P4,2,44,condition_block,2,3,2,0,0,0,0,0,1
P4,2,44,condition_block,3,4,1,0,0,2,0,0,0
P4,2,44,condition_block,4,5,0,0,0,1,1,0,1
P4,2,44,condition_block,5,6,1,0,0,1,1,0,0
P4,2,44,condition_block,6,7,0,0,0,1,0,2,0
P4,2,45,row,0,1,0,54,0,0,50,46,0
P4,2,45,row,1,2,0,50,0,0,50,50,0
P4,2,45,row,2,3,0,100,0,0,50,0,0
P4,2,45,row,3,4,0,50,0,0,57,43,0
P4,2,45,row,4,5,0,50,0,0,50,0,50
P4,2,45,row,5,6,0,50,0,0,97,3,0
P4,2,45,row,6,7,0,49,0,0,51,50,0
P4,2,45,condition_block,0,1,0,1,0,0,1,1,0
P4,2,45,condition_block,1,2,0,1,0,0,1,1,0
P4,2,45,condition_block,2,3,0,2,0,0,1,0,0
P4,2,45,condition_block,3,4,0,1,0,0,1,1,0
P4,2,45,condition_block,4,5,0,1,0,0,1,0,1
P4,2,45,condition_block,5,6,0,1,0,0,2,0,0
P4,2,45,condition_block,6,7,0,1,0,0,1,1,0
P4,2,46,row,0,1,50,0,50,0,4,46,0
P4,2,46,row,1,2,0,0,50,0,100,0,0
P4,2,46,row,2,3,1,0,99,49,1,0,0
P4,2,46,row,3,4,54,0,50,46,0,0,0
P4,2,46,row,4,5,0,0,50,97,3,0,0
P4,2,46,row,5,6,51,0,50,3,46,0,0
P4,2,46,row,6,7,0,0,50,50,50,0,0
P4,2,46,condition_block,0,1,1,0,1,0,0,1,0
P4,2,46,condition_block,1,2,0,0,1,0,2,0,0
P4,2,46,condition_block,2,3,0,0,2,1,0,0,0
P4,2,46,condition_block,3,4,1,0,1,1,0,0,0
P4,2,46,condition_block,4,5,0,0,1,1,1,0,0
P4,2,46,condition_block,5,6,1,0,1,0,1,0,0
P4,2,46,condition_block,6,7,0,0,1,1,1,0,0
P4,3,42,row,0,1,150,0,0,0,0,0,0
P4,3,42,row,1,2,54,96,0,0,0,0,0
P4,3,42,row,2,3,106,0,0,0,0,44,0
P4,3,42,row,3,4,103,3,0,0,0,44,0
P4,3,42,row,4,5,50,4,0,0,0,96,0
P4,3,42,row,5,6,103,0,0,0,0,47,0
P4,3,42,row,6,7,99,0,0,0,0,51,0
P4,3,42,condition_block,0,1,3,0,0,0,0,0,0
P4,3,42,condition_block,1,2,1,2,0,0,0,0,0
P4,3,42,condition_block,2,3,2,0,0,0,0,1,0
P4,3,42,condition_block,3,4,2,0,0,0,0,1,0
P4,3,42,condition_block,4,5,1,0,0,0,0,2,0
P4,3,42,condition_block,5,6,2,0,0,0,0,1,0
P4,3,42,condition_block,6,7,2,0,0,0,0,1,0
P4,3,43,row,0,1,0,0,100,0,0,0,50
P4,3,43,row,1,2,0,0,96,0,0,0,54
P4,3,43,row,2,3,0,0,134,0,0,0,16
P4,3,43,row,3,4,0,0,100,0,0,0,50
P4,3,43,row,4,5,0,4,146,0,0,0,0
P4,3,43,row,5,6,50,0,3,0,0,0,97
P4,3,43,row,6,7,0,0,50,0,0,0,100
P4,3,43,condition_block,0,1,0,0,2,0,0,0,1
P4,3,43,condition_block,1,2,0,0,1,0,0,0,2
P4,3,43,condition_block,2,3,0,0,3,0,0,0,0
P4,3,43,condition_block,3,4,0,0,2,0,0,0,1
P4,3,43,condition_block,4,5,0,0,3,0,0,0,0
P4,3,43,condition_block,5,6,1,0,0,0,0,0,2
P4,3,43,condition_block,6,7,0,0,1,0,0,0,2
P4,3,44,row,0,1,0,0,0,0,0,0,150
P4,3,44,row,1,2,0,0,0,0,0,0,150
P4,3,44,row,2,3,0,0,0,0,0,0,150
P4,3,44,row,3,4,0,0,0,0,0,0,150
P4,3,44,row,4,5,0,0,0,0,0,0,150
P4,3,44,row,5,6,0,0,0,0,0,0,150
P4,3,44,row,6,7,0,0,0,0,0,0,150
P4,3,44,condition_block,0,1,0,0,0,0,0,0,3
P4,3,44,condition_block,1,2,0,0,0,0,0,0,3
P4,3,44,condition_block,2,3,0,0,0,0,0,0,3
P4,3,44,condition_block,3,4,0,0,0,0,0,0,3
P4,3,44,condition_block,4,5,0,0,0,0,0,0,3
P4,3,44,condition_block,5,6,0,0,0,0,0,0,3
P4,3,44,condition_block,6,7,0,0,0,0,0,0,3
P4,3,45,row,0,1,0,0,0,50,0,0,100
P4,3,45,row,1,2,4,43,0,53,0,0,50
P4,3,45,row,2,3,0,9,0,0,91,0,50
P4,3,45,row,3,4,0,50,0,0,0,0,100
P4,3,45,row,4,5,0,100,0,0,0,50,0
P4,3,45,row,5,6,50,3,0,49,0,0,48
P4,3,45,row,6,7,0,97,0,0,49,0,4
P4,3,45,condition_block,0,1,0,0,0,1,0,0,2
P4,3,45,condition_block,1,2,0,1,0,1,0,0,1
P4,3,45,condition_block,2,3,0,0,0,0,2,0,1
P4,3,45,condition_block,3,4,0,1,0,0,0,0,2
P4,3,45,condition_block,4,5,0,2,0,0,0,1,0
P4,3,45,condition_block,5,6,1,0,0,1,0,0,1
P4,3,45,condition_block,6,7,0,2,0,0,1,0,0
P4,3,46,row,0,1,0,0,0,0,50,50,50
P4,3,46,row,1,2,0,0,0,0,3,47,100
P4,3,46,row,2,3,0,0,0,0,50,50,50
P4,3,46,row,3,4,0,0,0,0,50,7,93
P4,3,46,row,4,5,0,0,0,0,50,100,0
P4,3,46,row,5,6,0,0,0,0,0,103,47
P4,3,46,row,6,7,0,0,0,0,100,0,50
P4,3,46,condition_block,0,1,0,0,0,0,1,1,1
P4,3,46,condition_block,1,2,0,0,0,0,0,1,2
P4,3,46,condition_block,2,3,0,0,0,0,1,1,1
P4,3,46,condition_block,3,4,0,0,0,0,1,0,2
P4,3,46,condition_block,4,5,0,0,0,0,1,2,0
P4,3,46,condition_block,5,6,0,0,0,0,0,2,1
P4,3,46,condition_block,6,7,0,0,0,0,2,0,1
