pair_id,level_a,level_b,signal_position,conditional_frequency_ghz,cell_mean_db,additive_prediction_db,interaction_db
surface_x_position,A2,P1,254,7.7214285714,-44.016908039,-46.7342042863,2.71729624732
surface_x_position,A2,P1,255,7.7321428571,-44.3494205817,-47.12539633,2.77597574826
surface_x_position,A2,P1,256,7.7428571429,-44.5679772278,-47.4747204102,2.90674318242
surface_x_position,A2,P1,257,7.7535714286,-44.7120083398,-47.7060558919,2.99404755203
surface_x_position,A2,P1,258,7.7642857143,-44.8377878531,-47.6953327001,2.85754484702
surface_x_position,A2,P1,259,7.7750000000,-44.8579763047,-47.6323945953,2.77441829057
surface_x_position,A2,P1,260,7.7857142857,-44.8085847757,-47.4939237732,2.68533899753
surface_x_position,A2,P1,261,7.7964285714,-44.5623010309,-47.6203722619,3.05807123107
surface_x_position,A2,P1,262,7.8071428571,-44.4552777188,-47.6867302435,3.23145252473
surface_x_position,A2,P1,263,7.8178571429,-44.3067074282,-47.8002767376,3.49356930933
surface_x_position,A2,P1,264,7.8285714286,-44.1786776108,-47.9127453969,3.73406778614
surface_x_position,A2,P1,265,7.8392857143,-44.077560737,-48.0113719904,3.93381125347
surface_x_position,A2,P1,266,7.8500000000,-44.0955587726,-48.1353566711,4.03979789846
surface_x_position,A2,P1,267,7.8607142857,-44.1501106863,-48.0506384804,3.9005277941
surface_x_position,A2,P1,268,7.8714285714,-44.1116730107,-47.6653232646,3.55365025394
surface_x_position,A2,P1,269,7.8821428571,-43.9516406805,-47.1864259357,3.23478525523
surface_x_position,A2,P1,270,7.8928571429,-43.6450636926,-46.6998122971,3.05474860448
surface_x_position,A2,P1,271,7.9035714286,-43.4056453348,-46.1409804887,2.73533515388
surface_x_position,A2,P1,272,7.9142857143,-43.3825058029,-45.5663195408,2.18381373786
surface_x_position,A2,P1,273,7.9250000000,-43.5283157194,-45.0476627926,1.5193470732
surface_x_position,A2,P1,274,7.9357142857,-43.7260357708,-44.7237903056,0.997754534884
surface_x_position,A2,P1,275,7.9464285714,-43.9912092751,-44.676336107,0.685126831876
surface_x_position,A2,P1,276,7.9571428571,-44.3491212242,-44.4045195172,0.055398292981
surface_x_position,A2,P1,277,7.9678571429,-44.5398441696,-44.0258769799,-0.513967189701
surface_x_position,A2,P1,278,7.9785714286,-44.6200986981,-43.6959554589,-0.924143239186
surface_x_position,A2,P1,279,7.9892857143,-44.5709947464,-43.3020723553,-1.2689223911
surface_x_position,A2,P1,280,8.0000000000,-44.368425413,-43.0488833565,-1.31954205648
surface_x_position,A2,P2,0,5.0000000000,-45.9731961824,-45.8918782365,-0.0813179459521
surface_x_position,A2,P2,1,5.0107142857,-45.9723292806,-46.0787055726,0.106376292013
surface_x_position,A2,P2,2,5.0214285714,-46.2257373608,-46.3618312445,0.136093883737
surface_x_position,A2,P2,3,5.0321428571,-46.3476404082,-46.5721643521,0.224523943839
surface_x_position,A2,P2,4,5.0428571429,-46.557691988,-46.8892342116,0.331542223602
surface_x_position,A2,P2,5,5.0535714286,-46.803247267,-47.4246622638,0.621414996801
surface_x_position,A2,P2,6,5.0642857143,-47.0205145865,-47.9161042061,0.895589619595
surface_x_position,A2,P2,7,5.0750000000,-47.2676661637,-48.2139972721,0.946331108372
surface_x_position,A2,P2,8,5.0857142857,-47.4864921086,-48.3977491072,0.911256998554
surface_x_position,A2,P2,9,5.0964285714,-47.5882308272,-48.6704874018,1.08225657454
surface_x_position,A2,P2,10,5.1071428571,-47.6777755761,-48.844128715,1.16635313887
surface_x_position,A2,P2,11,5.1178571429,-47.5377365279,-48.7080618636,1.1703253357
surface_x_position,A2,P2,12,5.1285714286,-47.5672326658,-48.5271621617,0.959929495921
surface_x_position,A2,P2,13,5.1392857143,-47.5464756862,-48.3107358059,0.764260119749
surface_x_position,A2,P2,14,5.1500000000,-47.5235489834,-47.9879361927,0.464387209268
surface_x_position,A2,P2,15,5.1607142857,-47.3421801198,-47.5754151496,0.233235029778
surface_x_position,A2,P2,16,5.1714285714,-47.2682384033,-47.1352186362,-0.133019767151
surface_x_position,A2,P2,17,5.1821428571,-46.9231107031,-46.6691239268,-0.253986776288
surface_x_position,A2,P2,18,5.1928571429,-46.6705261488,-46.3784810454,-0.29204510344
surface_x_position,A2,P2,19,5.2035714286,-46.520612604,-46.3302005602,-0.190412043786
surface_x_position,A2,P2,20,5.2142857143,-46.2483591811,-46.1599485565,-0.0884106246593
surface_x_position,A2,P2,21,5.2250000000,-46.1161546166,-46.0825210024,-0.033633614251
surface_x_position,A2,P2,22,5.2357142857,-45.9012439822,-46.005197811,0.103953828776
surface_x_position,A2,P2,23,5.2464285714,-45.5440419306,-45.8567559369,0.31271400632
surface_x_position,A2,P2,24,5.2571428571,-45.117969837,-45.4099371855,0.291967348494
surface_x_position,A2,P2,25,5.2678571429,-44.5573028928,-44.758233027,0.200930134164
surface_x_position,A2,P2,26,5.2785714286,-44.0818354654,-44.0360604729,-0.0457749925866
surface_x_position,A2,P2,27,5.2892857143,-43.4463226706,-43.2583012636,-0.188021406969
surface_x_position,A2,P2,28,5.3000000000,-42.7584038975,-42.3894834858,-0.368920411702
surface_x_position,A2,P2,29,5.3107142857,-42.2133310935,-41.5926839587,-0.620647134716
surface_x_position,A2,P2,30,5.3214285714,-41.8611039795,-40.8790525516,-0.982051427963
surface_x_position,A2,P2,31,5.3321428571,-41.7770730101,-40.520397608,-1.25667540214
surface_x_position,A2,P2,32,5.3428571429,-42.1611983889,-40.6281571697,-1.53304121918
surface_x_position,A2,P2,33,5.3535714286,-43.2878025757,-41.2559045043,-2.0318980714
surface_x_position,A2,P2,34,5.3642857143,-44.9423401969,-42.2961195821,-2.64622061476
surface_x_position,A2,P2,35,5.3750000000,-47.2854448523,-43.7041383881,-3.58130646421
surface_x_position,A2,P2,36,5.3857142857,-49.6330827872,-45.1009293527,-4.53215343454
surface_x_position,A2,P2,37,5.3964285714,-51.726416408,-46.4107960216,-5.31562038644
surface_x_position,A2,P2,38,5.4071428571,-53.3616776464,-47.447934038,-5.91374360834
surface_x_position,A2,P2,39,5.4178571429,-54.3966489337,-48.1465414993,-6.25010743442
surface_x_position,A2,P2,40,5.4285714286,-54.8014044034,-48.5462400406,-6.25516436277
surface_x_position,A2,P2,41,5.4392857143,-55.104373952,-48.9554380319,-6.14893592006
surface_x_position,A2,P2,42,5.4500000000,-55.2971539565,-49.1974932857,-6.0996606708
surface_x_position,A2,P2,43,5.4607142857,-55.4871248608,-49.6370282065,-5.8500966543
surface_x_position,A2,P2,44,5.4714285714,-54.9879730542,-49.6662732693,-5.32169978481
surface_x_position,A2,P2,45,5.4821428571,-54.5030082779,-49.8992173998,-4.60379087811
surface_x_position,A2,P2,46,5.4928571429,-54.154143824,-50.2042239205,-3.94991990347
surface_x_position,A2,P2,47,5.5035714286,-54.1302396056,-50.7024649707,-3.42777463485
surface_x_position,A2,P2,48,5.5142857143,-54.393227996,-51.2591753169,-3.13405267908
surface_x_position,A2,P2,49,5.5250000000,-54.7564085928,-51.7896109902,-2.96679760267
surface_x_position,A2,P2,50,5.5357142857,-54.5948998301,-51.9787376313,-2.61616219878
surface_x_position,A2,P2,51,5.5464285714,-54.2996361145,-52.0623801808,-2.23725593371
surface_x_position,A2,P2,52,5.5571428571,-54.3044892131,-52.3879579949,-1.91653121817
surface_x_position,A2,P2,53,5.5678571429,-54.7899436132,-52.8138912722,-1.97605234092
surface_x_position,A2,P2,54,5.5785714286,-55.1768180903,-53.156956565,-2.01986152533
surface_x_position,A2,P2,55,5.5892857143,-55.7559520285,-53.5613683933,-2.19458363516
surface_x_position,A2,P2,56,5.6000000000,-56.1066731908,-53.6670228593,-2.43965033153
surface_x_position,A2,P2,57,5.6107142857,-55.9172266821,-53.658946323,-2.25828035911
surface_x_position,A2,P2,58,5.6214285714,-55.3682324319,-53.3081541364,-2.06007829549
surface_x_position,A2,P2,59,5.6321428571,-55.1479042716,-53.2401953837,-1.90770888792
surface_x_position,A2,P2,60,5.6428571429,-55.1224763625,-53.3151762611,-1.80730010141
surface_x_position,A2,P2,61,5.6535714286,-55.4582331314,-53.6170448893,-1.84118824215
surface_x_position,A2,P2,62,5.6642857143,-55.7365267987,-53.7948471484,-1.94167965036
surface_x_position,A2,P2,63,5.6750000000,-56.0143389878,-54.139160404,-1.87517858375
surface_x_position,A2,P2,64,5.6857142857,-56.1816134578,-54.3493046219,-1.8323088359
surface_x_position,A2,P2,65,5.6964285714,-56.5821188074,-54.6104785461,-1.97164026138
surface_x_position,A2,P2,66,5.7071428571,-57.4755515737,-55.1009811641,-2.37457040959
surface_x_position,A2,P2,67,5.7178571429,-58.2124999585,-55.2471285718,-2.96537138666
surface_x_position,A2,P2,68,5.7285714286,-58.1251602372,-54.9904153582,-3.13474487906
surface_x_position,A2,P2,69,5.7392857143,-57.6047027894,-54.5543904816,-3.05031230779
surface_x_position,A2,P2,70,5.7500000000,-56.6478362883,-53.8643096586,-2.78352662963
surface_x_position,A2,P2,71,5.7607142857,-55.1447347505,-52.9484580606,-2.1962766899
surface_x_position,A2,P2,72,5.7714285714,-53.7262809957,-51.9630150351,-1.76326596063
surface_x_position,A2,P2,73,5.7821428571,-52.5341797072,-51.1591755412,-1.37500416606
surface_x_position,A2,P2,74,5.7928571429,-51.8388805104,-50.7793978388,-1.05948267162
surface_x_position,A2,P2,75,5.8035714286,-51.8324210658,-50.8751500672,-0.957270998564
surface_x_position,A2,P2,76,5.8142857143,-52.0387760528,-51.2994145243,-0.739361528451
surface_x_position,A2,P2,77,5.8250000000,-52.434084817,-51.9125833847,-0.52150143225
surface_x_position,A2,P2,78,5.8357142857,-52.9421916259,-52.5342624697,-0.407929156235
surface_x_position,A2,P2,79,5.8464285714,-53.3150463223,-53.128712429,-0.186333893296
surface_x_position,A2,P2,80,5.8571428571,-53.8538271084,-53.7144542104,-0.139372898007
surface_x_position,A2,P2,81,5.8678571429,-54.2919450102,-54.2144088936,-0.0775361165797
surface_x_position,A2,P2,82,5.8785714286,-54.4274639919,-54.6199225111,0.19245851918
surface_x_position,A2,P2,83,5.8892857143,-54.2928495557,-54.9066180154,0.613768459611
surface_x_position,A2,P2,84,5.9000000000,-53.801853527,-54.9458339773,1.14398045026
surface_x_position,A2,P2,85,5.9107142857,-53.065430844,-54.6987350784,1.63330423432
surface_x_position,A2,P2,86,5.9214285714,-52.210681876,-54.0616938628,1.85101198677
surface_x_position,A2,P2,87,5.9321428571,-51.485568241,-53.3818498097,1.89628156874
surface_x_position,A2,P2,88,5.9428571429,-50.7394097279,-52.6398506036,1.90044087567
surface_x_position,A2,P2,89,5.9535714286,-50.1600915642,-51.8416524303,1.6815608661
surface_x_position,A2,P2,90,5.9642857143,-49.6285722725,-50.9893693321,1.36079705958
surface_x_position,A2,P2,91,5.9750000000,-49.0779158453,-50.0146344043,0.936718558956
surface_x_position,A2,P2,92,5.9857142857,-48.8794387151,-49.2529453861,0.373506670973
surface_x_position,A2,P2,93,5.9964285714,-48.817127857,-48.5724561739,-0.244671683169
surface_x_position,A2,P2,94,6.0071428571,-49.2272851925,-48.1540943429,-1.07319084964
surface_x_position,A2,P2,95,6.0178571429,-49.7936593211,-47.9457506779,-1.84790864316
surface_x_position,A2,P2,96,6.0285714286,-50.338733084,-47.9072109143,-2.43152216972
surface_x_position,A2,P2,97,6.0392857143,-51.0350832999,-48.2197723847,-2.81531091521
surface_x_position,A2,P2,98,6.0500000000,-51.7949526894,-48.666368421,-3.12858426832
surface_x_position,A2,P2,99,6.0607142857,-52.7063545975,-49.2684301858,-3.43792441172
surface_x_position,A2,P2,100,6.0714285714,-53.2910273419,-49.6830626139,-3.60796472793
surface_x_position,A2,P2,101,6.0821428571,-53.5803639786,-50.1478365123,-3.43252746628
surface_x_position,A2,P2,102,6.0928571429,-53.6215934516,-50.5575317964,-3.06406165518
surface_x_position,A2,P2,103,6.1035714286,-53.5405485921,-50.9628251546,-2.57772343748
surface_x_position,A2,P2,104,6.1142857143,-53.318550851,-51.1855314481,-2.13301940288
surface_x_position,A2,P2,105,6.1250000000,-53.2147078315,-51.2970136041,-1.91769422746
surface_x_position,A2,P2,106,6.1357142857,-53.2992596346,-51.2960648299,-2.00319480472
surface_x_position,A2,P2,107,6.1464285714,-53.3946414007,-51.4054602982,-1.98918110248
surface_x_position,A2,P2,108,6.1571428571,-53.453174932,-51.4974335679,-1.95574136412
surface_x_position,A2,P2,109,6.1678571429,-53.3621977761,-51.7483410901,-1.61385668599
surface_x_position,A2,P2,110,6.1785714286,-53.6013912447,-52.2339082105,-1.36748303422
surface_x_position,A2,P2,111,6.1892857143,-54.0110174098,-52.7567644487,-1.25425296105
surface_x_position,A2,P2,112,6.2000000000,-54.2543243963,-53.0746120371,-1.17971235914
surface_x_position,A2,P2,113,6.2107142857,-54.5129074764,-53.2581832948,-1.25472418155
surface_x_position,A2,P2,114,6.2214285714,-54.5569021775,-53.1504561622,-1.40644601533
surface_x_position,A2,P2,115,6.2321428571,-54.460899419,-53.0894033181,-1.37149610093
surface_x_position,A2,P2,116,6.2428571429,-54.4354554693,-52.9347255798,-1.50072988959
surface_x_position,A2,P2,117,6.2535714286,-54.3107322534,-52.6485708782,-1.66216137521
surface_x_position,A2,P2,118,6.2642857143,-54.0751196417,-52.0532199015,-2.0218997402
surface_x_position,A2,P2,119,6.2750000000,-53.961141679,-51.564464891,-2.39667678801
surface_x_position,A2,P2,120,6.2857142857,-53.912510625,-51.1669511874,-2.74555943757
surface_x_position,A2,P2,121,6.2964285714,-53.6939518207,-50.9331202375,-2.76083158316
surface_x_position,A2,P2,122,6.3071428571,-53.2806149472,-50.6192024815,-2.66141246569
surface_x_position,A2,P2,123,6.3178571429,-52.8672552064,-50.6703134575,-2.19694174888
surface_x_position,A2,P2,124,6.3285714286,-52.7694688637,-50.9937833482,-1.77568551554
surface_x_position,A2,P2,125,6.3392857143,-52.8137287223,-51.5028415345,-1.31088718781
surface_x_position,A2,P2,126,6.3500000000,-52.7544139048,-52.077068699,-0.677345205763
surface_x_position,A2,P2,127,6.3607142857,-52.6502275469,-52.4934387371,-0.156788809757
surface_x_position,A2,P2,128,6.3714285714,-52.5723252814,-52.8571008166,0.284775535182
surface_x_position,A2,P2,129,6.3821428571,-52.5745842803,-53.2911228118,0.716538531509
surface_x_position,A2,P2,130,6.3928571429,-52.688919836,-53.5766306313,0.887710795362
surface_x_position,A2,P2,131,6.4035714286,-52.8816747119,-54.0440526457,1.16237793378
surface_x_position,A2,P2,132,6.4142857143,-53.1905674836,-54.4602169306,1.26964944699
surface_x_position,A2,P2,133,6.4250000000,-53.5845557764,-54.9438672068,1.3593114304
surface_x_position,A2,P2,134,6.4357142857,-54.060108591,-55.2594318898,1.19932329878
surface_x_position,A2,P2,135,6.4464285714,-54.3265313667,-55.3682170493,1.04168568258
surface_x_position,A2,P2,136,6.4571428571,-54.4711898316,-55.2457350163,0.77454518475
surface_x_position,A2,P2,137,6.4678571429,-54.6023867405,-55.1709940126,0.568607272037
surface_x_position,A2,P2,138,6.4785714286,-54.7913721121,-55.1113782391,0.320006127068
surface_x_position,A2,P2,139,6.4892857143,-54.9548102648,-55.1126347153,0.157824450529
surface_x_position,A2,P2,140,6.5000000000,-54.9662928961,-54.9549292884,-0.0113636077323
surface_x_position,A2,P2,141,6.5107142857,-54.7695534718,-54.6840465199,-0.085506951837
surface_x_position,A2,P2,142,6.5214285714,-54.554489992,-54.3694582733,-0.185031718634
surface_x_position,A2,P2,143,6.5321428571,-54.2023917713,-54.0668977506,-0.135494020665
surface_x_position,A2,P2,144,6.5428571429,-53.6573850509,-53.5944579695,-0.062927081396
surface_x_position,A2,P2,145,6.5535714286,-53.1040220426,-53.350360151,0.246338108377
surface_x_position,A2,P2,146,6.5642857143,-52.5811328481,-52.9767800032,0.395647155116
surface_x_position,A2,P2,147,6.5750000000,-52.0294270293,-52.6571219657,0.627694936438
surface_x_position,A2,P2,148,6.5857142857,-51.4098379356,-52.3143306358,0.904492700169
surface_x_position,A2,P2,149,6.5964285714,-50.8444104967,-52.0260548669,1.18164437017
surface_x_position,A2,P2,150,6.6071428571,-50.3747820311,-51.6917578692,1.31697583806
surface_x_position,A2,P2,151,6.6178571429,-49.9524052804,-51.416968486,1.46456320563
surface_x_position,A2,P2,152,6.6285714286,-49.649653699,-51.1080222744,1.45836857541
surface_x_position,A2,P2,153,6.6392857143,-49.4567657541,-50.8749728566,1.41820710255
surface_x_position,A2,P2,154,6.6500000000,-49.4206508424,-50.6130071895,1.19235634708
surface_x_position,A2,P2,155,6.6607142857,-49.3757795209,-50.488670265,1.11289074413
surface_x_position,A2,P2,156,6.6714285714,-49.2914703342,-50.3546865433,1.06321620908
surface_x_position,A2,P2,157,6.6821428571,-49.0660447182,-50.1321904977,1.0661457795
surface_x_position,A2,P2,158,6.6928571429,-48.8482191557,-49.7711955996,0.922976443872
surface_x_position,A2,P2,159,6.7035714286,-48.6743242371,-49.5202748665,0.845950629399
surface_x_position,A2,P2,160,6.7142857143,-48.4871639241,-49.3285031211,0.84133919699
surface_x_position,A2,P2,161,6.7250000000,-48.1842197402,-49.1862350753,1.0020153351
surface_x_position,A2,P2,162,6.7357142857,-47.946277696,-49.179811276,1.23353358005
surface_x_position,A2,P2,163,6.7464285714,-47.6452120957,-49.2061408599,1.56092876419
surface_x_position,A2,P2,164,6.7571428571,-47.3852793132,-49.1238576258,1.73857831261
surface_x_position,A2,P2,165,6.7678571429,-47.1540944279,-49.0586258427,1.90453141478
surface_x_position,A2,P2,166,6.7785714286,-47.0400368493,-48.8908273311,1.85079048188
surface_x_position,A2,P2,167,6.7892857143,-47.0368693579,-48.7635151577,1.72664579975
surface_x_position,A2,P2,168,6.8000000000,-47.0457726848,-48.5510931377,1.5053204529
surface_x_position,A2,P2,169,6.8107142857,-47.3064169237,-48.3666710402,1.0602541165
surface_x_position,A2,P2,170,6.8214285714,-47.5376837841,-48.0452487669,0.507564982824
surface_x_position,A2,P2,171,6.8321428571,-47.75829949,-47.6927928912,-0.065506598797
surface_x_position,A2,P2,172,6.8428571429,-48.0851848558,-47.4757707008,-0.609414155004
surface_x_position,A2,P2,173,6.8535714286,-48.3712588057,-47.4050262517,-0.96623255403
surface_x_position,A2,P2,174,6.8642857143,-48.5730717753,-47.4024550871,-1.17061668825
surface_x_position,A2,P2,175,6.8750000000,-48.7656667538,-47.5803633729,-1.18530338082
surface_x_position,A2,P2,176,6.8857142857,-48.8830086976,-47.8203206585,-1.06268803911
surface_x_position,A2,P2,177,6.8964285714,-48.8319606223,-47.99675629,-0.835204332297
surface_x_position,A2,P2,178,6.9071428571,-48.7635323906,-48.1850152481,-0.578517142456
surface_x_position,A2,P2,179,6.9178571429,-48.5782943257,-48.2749558346,-0.30333849108
surface_x_position,A2,P2,180,6.9285714286,-48.2274686141,-48.2008994797,-0.0265691343901
surface_x_position,A2,P2,181,6.9392857143,-47.8600031105,-48.1221416681,0.262138557605
surface_x_position,A2,P2,182,6.9500000000,-47.6545231955,-47.9924854273,0.337962231835
surface_x_position,A2,P2,183,6.9607142857,-47.9290934153,-47.850018736,-0.0790746792978
surface_x_position,A2,P2,184,6.9714285714,-48.2104999622,-47.7969348191,-0.413565143093
surface_x_position,A2,P2,185,6.9821428571,-48.5333529352,-47.8814758378,-0.651877097424
surface_x_position,A2,P2,186,6.9928571429,-48.8763507348,-48.0975286171,-0.778822117765
surface_x_position,A2,P2,187,7.0035714286,-49.1741720503,-48.3113792863,-0.862792763999
surface_x_position,A2,P2,188,7.0142857143,-49.446464571,-48.5798189743,-0.866645596704
surface_x_position,A2,P2,189,7.0250000000,-49.6538215358,-48.8460337512,-0.80778778462
surface_x_position,A2,P2,190,7.0357142857,-49.6096029483,-48.9449306178,-0.664672330492
surface_x_position,A2,P2,191,7.0464285714,-49.4279373368,-49.0814948907,-0.346442446075
surface_x_position,A2,P2,192,7.0571428571,-49.0504120073,-49.1719862388,0.121574231508
surface_x_position,A2,P2,193,7.0678571429,-48.5123904992,-48.9686335851,0.456243085918
surface_x_position,A2,P2,194,7.0785714286,-48.240202162,-48.7816179652,0.541415803199
surface_x_position,A2,P2,195,7.0892857143,-47.9417757957,-48.6065628444,0.664787048616
surface_x_position,A2,P2,196,7.1000000000,-47.9275586127,-48.502742515,0.575183902323
surface_x_position,A2,P2,197,7.1107142857,-48.1749602416,-48.4825297918,0.307569550201
surface_x_position,A2,P2,198,7.1214285714,-48.4483251075,-48.6774864727,0.229161365206
surface_x_position,A2,P2,199,7.1321428571,-48.4868899861,-48.8393976644,0.35250767824
surface_x_position,A2,P2,200,7.1428571429,-48.1569321135,-48.6644938551,0.507561741589
surface_x_position,A2,P2,201,7.1535714286,-47.8865390701,-48.3870772864,0.500538216295
surface_x_position,A2,P2,202,7.1642857143,-47.8168843164,-48.2604835477,0.443599231276
surface_x_position,A2,P2,203,7.1750000000,-47.7970245959,-48.0412145469,0.244189951049
surface_x_position,A2,P2,204,7.1857142857,-47.9615858096,-47.9964580547,0.0348722450994
surface_x_position,A2,P2,205,7.1964285714,-48.1168452291,-48.1179621702,0.00111694116161
surface_x_position,A2,P2,206,7.2071428571,-48.3003707893,-48.1286053646,-0.171765424728
surface_x_position,A2,P2,207,7.2178571429,-48.4675369916,-48.0788784173,-0.388658574244
surface_x_position,A2,P2,208,7.2285714286,-48.8738355213,-48.1844449429,-0.689390578353
surface_x_position,A2,P2,209,7.2392857143,-48.8159471518,-48.1238647953,-0.6920823565
surface_x_position,A2,P2,210,7.2500000000,-49.0155202954,-48.2575430112,-0.757977284231
surface_x_position,A2,P2,211,7.2607142857,-49.2712692861,-48.5377270052,-0.73354228086
surface_x_position,A2,P2,212,7.2714285714,-49.2259114333,-48.8652539892,-0.360657444103
surface_x_position,A2,P2,213,7.2821428571,-48.8198413199,-49.0243631664,0.204521846504
surface_x_position,A2,P2,214,7.2928571429,-48.2329390909,-48.8351854502,0.602246359308
surface_x_position,A2,P2,215,7.3035714286,-47.892408002,-48.6504399209,0.758031918861
surface_x_position,A2,P2,216,7.3142857143,-47.698634752,-48.4937320123,0.795097260291
surface_x_position,A2,P2,217,7.3250000000,-47.6358835263,-48.2805441489,0.644660622546
surface_x_position,A2,P2,218,7.3357142857,-47.7078119915,-48.2298337658,0.522021774316
surface_x_position,A2,P2,219,7.3464285714,-47.9848063843,-48.241828901,0.257022516708
surface_x_position,A2,P2,220,7.3571428571,-48.4258342169,-48.1960118862,-0.229822330762
surface_x_position,A2,P2,221,7.3678571429,-48.837517159,-48.1758850021,-0.661632156845
surface_x_position,A2,P2,222,7.3785714286,-49.317106088,-48.148340214,-1.168765874
surface_x_position,A2,P2,223,7.3892857143,-49.699473372,-48.0097439529,-1.68972941911
surface_x_position,A2,P2,224,7.4000000000,-50.1667712954,-48.243776379,-1.92299491635
surface_x_position,A2,P2,225,7.4107142857,-50.5269892392,-48.5786433448,-1.94834589445
surface_x_position,A2,P2,226,7.4214285714,-50.6034435841,-48.951070619,-1.6523729651
surface_x_position,A2,P2,227,7.4321428571,-50.5898210725,-49.1639384227,-1.42588264981
surface_x_position,A2,P2,228,7.4428571429,-50.4299911076,-49.1524364189,-1.27755468865
surface_x_position,A2,P2,229,7.4535714286,-50.1958645934,-49.0867150261,-1.10914956728
surface_x_position,A2,P2,230,7.4642857143,-49.9264018777,-49.0353612456,-0.89104063205
surface_x_position,A2,P2,231,7.4750000000,-49.655114875,-49.022070124,-0.633044751022
surface_x_position,A2,P2,232,7.4857142857,-49.5959881978,-49.0803520127,-0.515636185064
surface_x_position,A2,P2,233,7.4964285714,-49.8826258714,-49.0799350056,-0.802690865876
surface_x_position,A2,P2,234,7.5071428571,-50.0546694705,-48.9242366112,-1.13043285933
surface_x_position,A2,P2,235,7.5178571429,-50.1250969304,-48.6173814113,-1.50771551911
surface_x_position,A2,P2,236,7.5285714286,-50.2036937425,-48.2516112131,-1.95208252935
surface_x_position,A2,P2,237,7.5392857143,-50.1065804031,-47.8970036418,-2.20957676136
surface_x_position,A2,P2,238,7.5500000000,-49.966902402,-47.7864994804,-2.18040292155
surface_x_position,A2,P2,239,7.5607142857,-49.9274316685,-47.5979734812,-2.32945818727
surface_x_position,A2,P2,240,7.5714285714,-49.8515452584,-47.4473533076,-2.40419195078
surface_x_position,A2,P2,241,7.5821428571,-49.8708290999,-47.2788301246,-2.59199897536
surface_x_position,A2,P2,242,7.5928571429,-49.890159749,-47.1613622562,-2.72879749276
surface_x_position,A2,P2,243,7.6035714286,-50.1419474764,-47.2469981223,-2.89494935411
surface_x_position,A2,P2,244,7.6142857143,-50.457536074,-47.4840662858,-2.97346978813
surface_x_position,A2,P2,245,7.6250000000,-50.8637796958,-47.8088085368,-3.054971159
surface_x_position,A2,P2,246,7.6357142857,-51.2731714396,-48.0413491801,-3.23182225951
surface_x_position,A2,P2,247,7.6464285714,-51.4490873387,-48.1923281956,-3.25675914313
surface_x_position,A2,P2,248,7.6571428571,-51.5529420399,-48.2562557775,-3.29668626246
surface_x_position,A2,P2,249,7.6678571429,-51.3624253358,-48.103617141,-3.25880819484
surface_x_position,A2,P2,250,7.6785714286,-50.9886295804,-47.8568826873,-3.13174689318
surface_x_position,A2,P2,251,7.6892857143,-51.1455963264,-48.0114448451,-3.13415148135
surface_x_position,A2,P2,252,7.7000000000,-51.9275223712,-48.4960231718,-3.43149919938
surface_x_position,A2,P2,253,7.7107142857,-53.2684953238,-49.351138775,-3.91735654878
surface_x_position,A2,P2,254,7.7214285714,-54.5007516926,-50.0827552309,-4.4179964617
surface_x_position,A2,P2,255,7.7321428571,-55.3648092985,-50.4546420367,-4.91016726178
surface_x_position,A2,P2,256,7.7428571429,-56.1172051325,-50.6843197344,-5.43288539806
surface_x_position,A2,P2,257,7.7535714286,-56.6276432593,-50.7212438758,-5.90639938344
surface_x_position,A2,P2,258,7.7642857143,-56.5325460965,-50.473130029,-6.05941606752
surface_x_position,A2,P2,259,7.7750000000,-56.345356061,-50.1999356064,-6.14542045461
surface_x_position,A2,P2,260,7.7857142857,-55.9537319279,-49.926244592,-6.02748733593
surface_x_position,A2,P2,261,7.7964285714,-56.2901364941,-50.2402070683,-6.0499294258
surface_x_position,A2,P2,262,7.8071428571,-56.4634104311,-50.4161136268,-6.04729680434
surface_x_position,A2,P2,263,7.8178571429,-56.4773893614,-50.7549537163,-5.72243564512
surface_x_position,A2,P2,264,7.8285714286,-56.4373957267,-51.1835799023,-5.2538158244
surface_x_position,A2,P2,265,7.8392857143,-56.7248613603,-51.8949939631,-4.82986739726
surface_x_position,A2,P2,266,7.8500000000,-57.248366215,-52.6246719932,-4.62369422182
surface_x_position,A2,P2,267,7.8607142857,-57.9599713984,-53.3322597559,-4.62771164249
surface_x_position,A2,P2,268,7.8714285714,-58.2351653539,-53.5516989982,-4.68346635575
surface_x_position,A2,P2,269,7.8821428571,-58.1841828732,-53.4812009647,-4.70298190849
surface_x_position,A2,P2,270,7.8928571429,-57.8394268587,-53.2813227274,-4.5581041313
surface_x_position,A2,P2,271,7.9035714286,-56.9511476096,-52.7171759526,-4.23397165698
surface_x_position,A2,P2,272,7.9142857143,-55.6150278363,-51.8776504494,-3.73737738691
surface_x_position,A2,P2,273,7.9250000000,-54.3817522905,-51.0563700769,-3.32538221359
surface_x_position,A2,P2,274,7.9357142857,-53.3628815241,-50.3646281125,-2.99825341161
surface_x_position,A2,P2,275,7.9464285714,-52.8624218667,-50.0663237476,-2.79609811915
surface_x_position,A2,P2,276,7.9571428571,-51.7959274128,-49.3938191858,-2.40210822697
surface_x_position,A2,P2,277,7.9678571429,-50.8611289263,-48.8576998909,-2.00342903545
surface_x_position,A2,P2,278,7.9785714286,-49.8075295455,-48.2608261015,-1.54670344402
surface_x_position,A2,P2,279,7.9892857143,-48.8910111753,-47.6681533052,-1.22285787016
