position,fold,seed,evaluation_level,true_class_index,true_TagID,predicted_0,predicted_1,predicted_2,predicted_3,predicted_4,predicted_5,predicted_6
P3,1,46,condition_block,3,4,0,0,1,2,0,0,0
P3,1,46,condition_block,4,5,0,0,3,0,0,0,0
P3,1,46,condition_block,5,6,0,0,2,0,0,0,1
P3,1,46,condition_block,6,7,0,0,3,0,0,0,0
P3,2,42,row,0,1,35,50,0,50,15,0,0
P3,2,42,row,1,2,0,9,35,0,50,56,0
P3,2,42,row,2,3,3,1,0,47,0,49,50
P3,2,42,row,3,4,0,0,0,67,35,48,0
P3,2,42,row,4,5,0,0,50,0,51,49,0
P3,2,42,row,5,6,1,1,0,49,46,53,0
P3,2,42,row,6,7,0,6,50,1,50,43,0
P3,2,42,condition_block,0,1,1,1,0,1,0,0,0
P3,2,42,condition_block,1,2,0,1,0,0,1,1,0
P3,2,42,condition_block,2,3,0,0,0,1,0,1,1
P3,2,42,condition_block,3,4,0,0,0,1,1,1,0
P3,2,42,condition_block,4,5,0,0,1,0,1,1,0
P3,2,42,condition_block,5,6,0,0,0,1,1,1,0
P3,2,42,condition_block,6,7,0,0,1,0,1,1,0
P3,2,43,row,0,1,147,3,0,0,0,0,0
P3,2,43,row,1,2,0,9,41,0,50,50,0
P3,2,43,row,2,3,50,1,0,0,0,49,50
P3,2,43,row,3,4,0,9,50,70,15,6,0
P3,2,43,row,4,5,51,0,50,0,0,49,0
P3,2,43,row,5,6,1,50,0,0,49,50,0
P3,2,43,row,6,7,56,50,0,1,0,43,0
P3,2,43,condition_block,0,1,3,0,0,0,0,0,0
P3,2,43,condition_block,1,2,0,0,1,0,1,1,0
P3,2,43,condition_block,2,3,1,0,0,0,0,1,1
P3,2,43,condition_block,3,4,1,0,1,1,0,0,0
P3,2,43,condition_block,4,5,1,0,1,0,0,1,0
P3,2,43,condition_block,5,6,0,1,0,0,1,1,0
P3,2,43,condition_block,6,7,2,1,0,0,0,0,0
P3,2,44,row,0,1,71,29,0,0,0,50,0
P3,2,44,row,1,2,0,9,41,0,0,100,0
P3,2,44,row,2,3,50,50,0,0,0,0,50
P3,2,44,row,3,4,0,9,0,44,0,47,50
P3,2,44,row,4,5,0,0,50,0,0,100,0
P3,2,44,row,5,6,1,49,0,0,0,100,0
P3,2,44,row,6,7,0,50,50,1,0,49,0
P3,2,44,condition_block,0,1,1,1,0,0,0,1,0
P3,2,44,condition_block,1,2,0,0,1,0,0,2,0
P3,2,44,condition_block,2,3,1,1,0,0,0,0,1
P3,2,44,condition_block,3,4,0,0,0,1,0,1,1
P3,2,44,condition_block,4,5,0,0,1,0,0,2,0
P3,2,44,condition_block,5,6,0,1,0,0,0,2,0
P3,2,44,condition_block,6,7,0,1,1,0,0,1,0
P3,2,45,row,0,1,150,0,0,0,0,0,0
P3,2,45,row,1,2,50,0,50,0,0,50,0
P3,2,45,row,2,3,50,0,50,0,0,0,50
P3,2,45,row,3,4,97,0,50,3,0,0,0
P3,2,45,row,4,5,100,0,50,0,0,0,0
P3,2,45,row,5,6,1,0,9,40,0,100,0
P3,2,45,row,6,7,56,0,50,1,0,43,0
P3,2,45,condition_block,0,1,3,0,0,0,0,0,0
P3,2,45,condition_block,1,2,1,0,1,0,0,1,0
P3,2,45,condition_block,2,3,1,0,1,0,0,0,1
P3,2,45,condition_block,3,4,2,0,1,0,0,0,0
P3,2,45,condition_block,4,5,2,0,1,0,0,0,0
P3,2,45,condition_block,5,6,0,0,1,0,0,2,0
P3,2,45,condition_block,6,7,1,0,1,0,0,1,0
P3,2,46,row,0,1,150,0,0,0,0,0,0
P3,2,46,row,1,2,100,0,9,0,0,41,0
P3,2,46,row,2,3,101,0,0,0,0,49,0
P3,2,46,row,3,4,150,0,0,0,0,0,0
P3,2,46,row,4,5,101,0,0,0,0,49,0
P3,2,46,row,5,6,96,0,0,0,0,54,0
P3,2,46,row,6,7,51,0,50,0,0,49,0
P3,2,46,condition_block,0,1,3,0,0,0,0,0,0
P3,2,46,condition_block,1,2,2,0,0,0,0,1,0
P3,2,46,condition_block,2,3,2,0,0,0,0,1,0
P3,2,46,condition_block,3,4,3,0,0,0,0,0,0
P3,2,46,condition_block,4,5,2,0,0,0,0,1,0
P3,2,46,condition_block,5,6,2,0,0,0,0,1,0
P3,2,46,condition_block,6,7,1,0,1,0,0,1,0
P3,3,42,row,0,1,94,3,0,3,50,0,0
P3,3,42,row,1,2,0,100,0,0,50,0,0
P3,3,42,row,2,3,0,40,9,0,98,0,3
P3,3,42,row,3,4,0,97,0,0,50,0,3
P3,3,42,row,4,5,0,49,0,0,100,1,0
P3,3,42,row,5,6,0,100,0,0,0,0,50
P3,3,42,row,6,7,0,1,0,0,50,0,99
P3,3,42,condition_block,0,1,2,0,0,0,1,0,0
P3,3,42,condition_block,1,2,0,2,0,0,1,0,0
P3,3,42,condition_block,2,3,0,1,0,0,2,0,0
P3,3,42,condition_block,3,4,0,2,0,0,1,0,0
P3,3,42,condition_block,4,5,0,1,0,0,2,0,0
P3,3,42,condition_block,5,6,0,2,0,0,0,0,1
P3,3,42,condition_block,6,7,0,0,0,0,1,0,2
P3,3,43,row,0,1,47,0,0,50,0,0,53
P3,3,43,row,1,2,0,0,0,50,0,0,100
P3,3,43,row,2,3,0,0,0,51,0,0,99
P3,3,43,row,3,4,0,0,0,147,0,0,3
P3,3,43,row,4,5,100,0,0,50,0,0,0
P3,3,43,row,5,6,0,0,0,0,0,50,100
P3,3,43,row,6,7,0,0,0,0,0,0,150
P3,3,43,condition_block,0,1,1,0,0,1,0,0,1
P3,3,43,condition_block,1,2,0,0,0,1,0,0,2
P3,3,43,condition_block,2,3,0,0,0,1,0,0,2
P3,3,43,condition_block,3,4,0,0,0,3,0,0,0
P3,3,43,condition_block,4,5,2,0,0,1,0,0,0
P3,3,43,condition_block,5,6,0,0,0,0,0,1,2
P3,3,43,condition_block,6,7,0,0,0,0,0,0,3
P3,3,44,row,0,1,150,0,0,0,0,0,0
P3,3,44,row,1,2,150,0,0,0,0,0,0
P3,3,44,row,2,3,150,0,0,0,0,0,0
P3,3,44,row,3,4,147,0,0,0,3,0,0
P3,3,44,row,4,5,150,0,0,0,0,0,0
P3,3,44,row,5,6,150,0,0,0,0,0,0
P3,3,44,row,6,7,150,0,0,0,0,0,0
P3,3,44,condition_block,0,1,3,0,0,0,0,0,0
P3,3,44,condition_block,1,2,3,0,0,0,0,0,0
P3,3,44,condition_block,2,3,3,0,0,0,0,0,0
P3,3,44,condition_block,3,4,3,0,0,0,0,0,0
P3,3,44,condition_block,4,5,3,0,0,0,0,0,0
P3,3,44,condition_block,5,6,3,0,0,0,0,0,0
P3,3,44,condition_block,6,7,3,0,0,0,0,0,0
P3,3,45,row,0,1,3,47,0,50,0,0,50
P3,3,45,row,1,2,3,77,20,0,0,0,50
P3,3,45,row,2,3,49,51,0,0,0,0,50
P3,3,45,row,3,4,0,100,0,50,0,0,0
P3,3,45,row,4,5,100,50,0,0,0,0,0
P3,3,45,row,5,6,50,0,0,0,0,100,0
P3,3,45,row,6,7,1,50,44,0,0,0,55
P3,3,45,condition_block,0,1,0,1,0,1,0,0,1
P3,3,45,condition_block,1,2,0,2,0,0,0,0,1
P3,3,45,condition_block,2,3,1,1,0,0,0,0,1
P3,3,45,condition_block,3,4,0,2,0,1,0,0,0
P3,3,45,condition_block,4,5,2,1,0,0,0,0,0
P3,3,45,condition_block,5,6,1,0,0,0,0,2,0
P3,3,45,condition_block,6,7,0,1,1,0,0,0,1
P3,3,46,row,0,1,50,3,65,0,0,0,32
P3,3,46,row,1,2,0,0,85,0,0,0,65
P3,3,46,row,2,3,27,0,70,0,50,0,3
P3,3,46,row,3,4,0,47,97,0,3,0,3
P3,3,46,row,4,5,0,49,50,0,50,1,0
P3,3,46,row,5,6,0,0,0,0,0,33,117
P3,3,46,row,6,7,0,0,95,0,0,0,55
P3,3,46,condition_block,0,1,2,0,1,0,0,0,0
P3,3,46,condition_block,1,2,0,0,2,0,0,0,1
P3,3,46,condition_block,2,3,0,0,2,0,1,0,0
P3,3,46,condition_block,3,4,0,1,2,0,0,0,0
P3,3,46,condition_block,4,5,0,1,1,0,1,0,0
P3,3,46,condition_block,5,6,0,0,0,0,0,1,2
P3,3,46,condition_block,6,7,0,0,2,0,0,0,1
P4,1,42,row,0,1,0,60,40,0,0,50,0
P4,1,42,row,1,2,0,99,0,0,0,1,50
P4,1,42,row,2,3,0,51,99,0,0,0,0
P4,1,42,row,3,4,0,100,49,0,0,0,1
P4,1,42,row,4,5,0,47,0,0,0,0,103
P4,1,42,row,5,6,0,100,49,0,0,1,0
P4,1,42,row,6,7,0,1,50,0,0,99,0
P4,1,42,condition_block,0,1,0,1,1,0,0,1,0
P4,1,42,condition_block,1,2,0,2,0,0,0,0,1
P4,1,42,condition_block,2,3,0,1,2,0,0,0,0
P4,1,42,condition_block,3,4,0,2,1,0,0,0,0
P4,1,42,condition_block,4,5,0,1,0,0,0,0,2
P4,1,42,condition_block,5,6,0,2,1,0,0,0,0
P4,1,42,condition_block,6,7,0,0,1,0,0,2,0
P4,1,43,row,0,1,150,0,0,0,0,0,0
P4,1,43,row,1,2,100,0,50,0,0,0,0
P4,1,43,row,2,3,51,0,99,0,0,0,0
P4,1,43,row,3,4,101,0,49,0,0,0,0
P4,1,43,row,4,5,150,0,0,0,0,0,0
P4,1,43,row,5,6,149,0,1,0,0,0,0
P4,1,43,row,6,7,100,0,50,0,0,0,0
P4,1,43,condition_block,0,1,3,0,0,0,0,0,0
P4,1,43,condition_block,1,2,2,0,1,0,0,0,0
P4,1,43,condition_block,2,3,1,0,2,0,0,0,0
P4,1,43,condition_block,3,4,2,0,1,0,0,0,0
P4,1,43,condition_block,4,5,3,0,0,0,0,0,0
P4,1,43,condition_block,5,6,3,0,0,0,0,0,0
P4,1,43,condition_block,6,7,2,0,1,0,0,0,0
P4,1,44,row,0,1,0,0,49,0,101,0,0
P4,1,44,row,1,2,0,0,148,0,2,0,0
P4,1,44,row,2,3,0,0,150,0,0,0,0
P4,1,44,row,3,4,0,0,50,0,100,0,0
P4,1,44,row,4,5,0,0,5,0,145,0,0
P4,1,44,row,5,6,0,0,50,0,100,0,0
P4,1,44,row,6,7,0,0,150,0,0,0,0
P4,1,44,condition_block,0,1,0,0,1,0,2,0,0
P4,1,44,condition_block,1,2,0,0,3,0,0,0,0
P4,1,44,condition_block,2,3,0,0,3,0,0,0,0
P4,1,44,condition_block,3,4,0,0,1,0,2,0,0
P4,1,44,condition_block,4,5,0,0,0,0,3,0,0
P4,1,44,condition_block,5,6,0,0,1,0,2,0,0
P4,1,44,condition_block,6,7,0,0,3,0,0,0,0
P4,1,45,row,0,1,0,47,0,50,3,50,0
P4,1,45,row,1,2,0,50,50,0,49,1,0
P4,1,45,row,2,3,0,24,56,27,0,43,0
P4,1,45,row,3,4,0,53,49,1,0,47,0
P4,1,45,row,4,5,0,100,0,0,0,50,0
P4,1,45,row,5,6,0,100,49,1,0,0,0
P4,1,45,row,6,7,0,1,50,0,0,99,0
P4,1,45,condition_block,0,1,0,1,0,1,0,1,0
P4,1,45,condition_block,1,2,0,1,1,0,1,0,0
P4,1,45,condition_block,2,3,0,0,1,1,0,1,0
P4,1,45,condition_block,3,4,0,1,1,0,0,1,0
P4,1,45,condition_block,4,5,0,2,0,0,0,1,0
P4,1,45,condition_block,5,6,0,2,1,0,0,0,0
P4,1,45,condition_block,6,7,0,0,1,0,0,2,0
P4,1,46,row,0,1,0,0,0,0,0,150,0
P4,1,46,row,1,2,0,0,50,49,0,51,0
P4,1,46,row,2,3,50,0,50,6,0,44,0
P4,1,46,row,3,4,0,0,0,49,0,101,0
P4,1,46,row,4,5,0,0,0,0,0,150,0
P4,1,46,row,5,6,1,0,0,0,0,149,0
P4,1,46,row,6,7,0,0,0,50,0,100,0
P4,1,46,condition_block,0,1,0,0,0,0,0,3,0
P4,1,46,condition_block,1,2,0,0,1,1,0,1,0
P4,1,46,condition_block,2,3,1,0,1,0,0,1,0
P4,1,46,condition_block,3,4,0,0,0,1,0,2,0
P4,1,46,condition_block,4,5,0,0,0,0,0,3,0
P4,1,46,condition_block,5,6,0,0,0,0,0,3,0
P4,1,46,condition_block,6,7,0,0,0,1,0,2,0
P4,2,42,row,0,1,0,54,0,0,0,46,50
P4,2,42,row,1,2,0,1,0,0,100,0,49
P4,2,42,row,2,3,0,51,0,0,0,0,99
P4,2,42,row,3,4,0,89,0,0,3,12,46
P4,2,42,row,4,5,0,50,0,0,3,0,97
P4,2,42,row,5,6,1,53,0,0,46,0,50
P4,2,42,row,6,7,0,100,0,0,0,0,50
P4,2,42,condition_block,0,1,0,1,0,0,0,1,1
P4,2,42,condition_block,1,2,0,0,0,0,2,0,1
P4,2,42,condition_block,2,3,0,1,0,0,0,0,2
P4,2,42,condition_block,3,4,0,2,0,0,0,0,1
P4,2,42,condition_block,4,5,0,1,0,0,0,0,2
P4,2,42,condition_block,5,6,0,1,0,0,1,0,1
P4,2,42,condition_block,6,7,0,2,0,0,0,0,1
P4,2,43,row,0,1,0,0,3,0,0,147,0
P4,2,43,row,1,2,0,0,50,0,50,50,0
P4,2,43,row,2,3,0,0,93,0,0,57,0
P4,2,43,row,3,4,0,0,50,0,3,97,0
P4,2,43,row,4,5,0,0,50,0,3,97,0
P4,2,43,row,5,6,0,0,53,0,47,50,0
P4,2,43,row,6,7,0,0,49,1,0,100,0
P4,2,43,condition_block,0,1,0,0,0,0,0,3,0
P4,2,43,condition_block,1,2,0,0,1,0,1,1,0
P4,2,43,condition_block,2,3,0,0,2,0,0,1,0
P4,2,43,condition_block,3,4,0,0,1,0,0,2,0
P4,2,43,condition_block,4,5,0,0,1,0,0,2,0
P4,2,43,condition_block,5,6,0,0,1,0,1,1,0
P4,2,43,condition_block,6,7,0,0,1,0,0,2,0
P4,2,44,row,0,1,50,0,50,0,3,46,1
P4,2,44,row,1,2,0,0,1,0,100,0,49
P4,2,44,row,2,3,49,0,99,0,2,0,0
P4,2,44,row,3,4,50,0,50,0,50,0,0
P4,2,44,row,4,5,0,0,50,0,92,0,8
P4,2,44,row,5,6,47,0,50,0,53,0,0
P4,2,44,row,6,7,0,0,49,0,51,50,0
P4,2,44,condition_block,0,1,1,0,1,0,0,1,0
P4,2,44,condition_block,1,2,0,0,0,0,2,0,1
P4,2,44,condition_block,2,3,1,0,2,0,0,0,0
P4,2,44,condition_block,3,4,1,0,1,0,1,0,0
P4,2,44,condition_block,4,5,0,0,1,0,2,0,0
P4,2,44,condition_block,5,6,1,0,1,0,1,0,0
P4,2,44,condition_block,6,7,0,0,1,0,1,1,0
P4,2,45,row,0,1,50,4,0,0,0,96,0
P4,2,45,row,1,2,0,50,0,0,50,50,0
P4,2,45,row,2,3,0,50,0,0,50,50,0
P4,2,45,row,3,4,18,50,0,0,7,75,0
P4,2,45,row,4,5,0,50,0,0,50,50,0
P4,2,45,row,5,6,48,50,0,0,49,3,0
P4,2,45,row,6,7,0,50,0,0,50,50,0
P4,2,45,condition_block,0,1,1,0,0,0,0,2,0
P4,2,45,condition_block,1,2,0,1,0,0,1,1,0
P4,2,45,condition_block,2,3,0,1,0,0,1,1,0
P4,2,45,condition_block,3,4,0,1,0,0,0,2,0
P4,2,45,condition_block,4,5,0,1,0,0,1,1,0
P4,2,45,condition_block,5,6,1,1,0,0,1,0,0
P4,2,45,condition_block,6,7,0,1,0,0,1,1,0
P4,2,46,row,0,1,0,150,0,0,0,0,0
P4,2,46,row,1,2,0,150,0,0,0,0,0
P4,2,46,row,2,3,0,150,0,0,0,0,0
P4,2,46,row,3,4,0,150,0,0,0,0,0
P4,2,46,row,4,5,0,150,0,0,0,0,0
P4,2,46,row,5,6,0,150,0,0,0,0,0
P4,2,46,row,6,7,0,150,0,0,0,0,0
P4,2,46,condition_block,0,1,0,3,0,0,0,0,0
P4,2,46,condition_block,1,2,0,3,0,0,0,0,0
P4,2,46,condition_block,2,3,0,3,0,0,0,0,0
P4,2,46,condition_block,3,4,0,3,0,0,0,0,0
P4,2,46,condition_block,4,5,0,3,0,0,0,0,0
P4,2,46,condition_block,5,6,0,3,0,0,0,0,0
P4,2,46,condition_block,6,7,0,3,0,0,0,0,0
P4,3,42,row,0,1,150,0,0,0,0,0,0
P4,3,42,row,1,2,150,0,0,0,0,0,0
P4,3,42,row,2,3,100,0,0,0,50,0,0
P4,3,42,row,3,4,150,0,0,0,0,0,0
P4,3,42,row,4,5,100,0,0,0,50,0,0
P4,3,42,row,5,6,150,0,0,0,0,0,0
P4,3,42,row,6,7,51,0,0,0,99,0,0
P4,3,42,condition_block,0,1,3,0,0,0,0,0,0
P4,3,42,condition_block,1,2,3,0,0,0,0,0,0
P4,3,42,condition_block,2,3,2,0,0,0,1,0,0
P4,3,42,condition_block,3,4,3,0,0,0,0,0,0
P4,3,42,condition_block,4,5,2,0,0,0,1,0,0
P4,3,42,condition_block,5,6,3,0,0,0,0,0,0
P4,3,42,condition_block,6,7,1,0,0,0,2,0,0
P4,3,43,row,0,1,0,0,0,0,0,150,0
P4,3,43,row,1,2,0,0,0,0,0,150,0
P4,3,43,row,2,3,0,0,0,0,0,150,0
P4,3,43,row,3,4,0,0,0,0,0,150,0
P4,3,43,row,4,5,0,0,0,0,0,150,0
P4,3,43,row,5,6,0,0,0,0,0,150,0
P4,3,43,row,6,7,0,0,0,0,0,150,0
P4,3,43,condition_block,0,1,0,0,0,0,0,3,0
P4,3,43,condition_block,1,2,0,0,0,0,0,3,0
P4,3,43,condition_block,2,3,0,0,0,0,0,3,0
P4,3,43,condition_block,3,4,0,0,0,0,0,3,0
P4,3,43,condition_block,4,5,0,0,0,0,0,3,0
P4,3,43,condition_block,5,6,0,0,0,0,0,3,0
P4,3,43,condition_block,6,7,0,0,0,0,0,3,0
P4,3,44,row,0,1,0,0,0,150,0,0,0
P4,3,44,row,1,2,0,0,0,150,0,0,0
P4,3,44,row,2,3,0,0,0,150,0,0,0
P4,3,44,row,3,4,0,0,0,150,0,0,0
P4,3,44,row,4,5,0,0,0,150,0,0,0
P4,3,44,row,5,6,0,0,0,150,0,0,0
P4,3,44,row,6,7,0,0,0,150,0,0,0
P4,3,44,condition_block,0,1,0,0,0,3,0,0,0
P4,3,44,condition_block,1,2,0,0,0,3,0,0,0
P4,3,44,condition_block,2,3,0,0,0,3,0,0,0
P4,3,44,condition_block,3,4,0,0,0,3,0,0,0
P4,3,44,condition_block,4,5,0,0,0,3,0,0,0
P4,3,44,condition_block,5,6,0,0,0,3,0,0,0
P4,3,44,condition_block,6,7,0,0,0,3,0,0,0
P4,3,45,row,0,1,150,0,0,0,0,0,0
P4,3,45,row,1,2,150,0,0,0,0,0,0
P4,3,45,row,2,3,150,0,0,0,0,0,0
P4,3,45,row,3,4,150,0,0,0,0,0,0
P4,3,45,row,4,5,150,0,0,0,0,0,0
P4,3,45,row,5,6,150,0,0,0,0,0,0
P4,3,45,row,6,7,150,0,0,0,0,0,0
P4,3,45,condition_block,0,1,3,0,0,0,0,0,0
P4,3,45,condition_block,1,2,3,0,0,0,0,0,0
P4,3,45,condition_block,2,3,3,0,0,0,0,0,0
P4,3,45,condition_block,3,4,3,0,0,0,0,0,0
P4,3,45,condition_block,4,5,3,0,0,0,0,0,0
P4,3,45,condition_block,5,6,3,0,0,0,0,0,0
P4,3,45,condition_block,6,7,3,0,0,0,0,0,0
P4,3,46,row,0,1,0,0,0,0,50,50,50
P4,3,46,row,1,2,0,0,0,0,3,47,100
P4,3,46,row,2,3,0,0,0,0,50,50,50
P4,3,46,row,3,4,0,0,0,0,50,7,93
P4,3,46,row,4,5,0,0,0,0,50,100,0
P4,3,46,row,5,6,0,0,0,0,0,103,47
P4,3,46,row,6,7,0,0,0,0,100,0,50
P4,3,46,condition_block,0,1,0,0,0,0,1,1,1
P4,3,46,condition_block,1,2,0,0,0,0,0,1,2
P4,3,46,condition_block,2,3,0,0,0,0,1,1,1
P4,3,46,condition_block,3,4,0,0,0,0,1,0,2
P4,3,46,condition_block,4,5,0,0,0,0,1,2,0
P4,3,46,condition_block,5,6,0,0,0,0,0,2,1
P4,3,46,condition_block,6,7,0,0,0,0,2,0,1
